Date,League,HomeTeam,AwayTeam,jugador,equipo,minutos,partidos,fixture_id
08/08/2026,2. Bundesliga,KARLSRUHER SC,ARMINIA BIELEFELD,Marvin Mehlem,ARMINIA BIELEFELD,26,1,1576138
08/08/2026,2. Bundesliga,KARLSRUHER SC,ARMINIA BIELEFELD,Roberts Uldriķis,ARMINIA BIELEFELD,15,1,1576138
08/08/2026,2. Bundesliga,KARLSRUHER SC,ARMINIA BIELEFELD,Isaiah Young,ARMINIA BIELEFELD,11,1,1576138
08/08/2026,2. Bundesliga,KARLSRUHER SC,ARMINIA BIELEFELD,Leo Oppermann,ARMINIA BIELEFELD,0,1,1576138
08/08/2026,2. Bundesliga,KARLSRUHER SC,ARMINIA BIELEFELD,Joel Felix,ARMINIA BIELEFELD,0,1,1576138
08/08/2026,2. Bundesliga,KARLSRUHER SC,ARMINIA BIELEFELD,Felix Hagmann,ARMINIA BIELEFELD,0,1,1576138
08/08/2026,2. Bundesliga,KARLSRUHER SC,ARMINIA BIELEFELD,Till Wegener,ARMINIA BIELEFELD,0,1,1576138
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Jakub Zieliński,VFL WOLFSBURG,95,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Kilian Fischer,VFL WOLFSBURG,95,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Hauke Wahl,VFL WOLFSBURG,95,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Mathys Angely,VFL WOLFSBURG,95,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Saël Kumbedi,VFL WOLFSBURG,95,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Vinícius Souza,VFL WOLFSBURG,81,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Fraser Hornby,VFL WOLFSBURG,68,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Elvis Rexhbeçaj,VFL WOLFSBURG,81,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Muhammed Damar,VFL WOLFSBURG,89,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Fabian Reese,VFL WOLFSBURG,95,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Robert Glatzel,VFL WOLFSBURG,68,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Kento Shiogai,VFL WOLFSBURG,27,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Alessio Besio,VFL WOLFSBURG,27,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Yannick Gerhardt,VFL WOLFSBURG,14,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Maximilian Arnold,VFL WOLFSBURG,14,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Mattias Svanberg,VFL WOLFSBURG,6,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Pavao Pervan,VFL WOLFSBURG,0,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Cleiton,VFL WOLFSBURG,0,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Jonas Adjei Adjetey,VFL WOLFSBURG,0,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Dženan Pejčinović,VFL WOLFSBURG,0,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Julian Krahl,1. FC KAISERSLAUTERN,95,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Jan Elvedi,1. FC KAISERSLAUTERN,95,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Maxwell Gyamfi,1. FC KAISERSLAUTERN,95,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Jacob Rasmussen,1. FC KAISERSLAUTERN,95,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Simon Asta,1. FC KAISERSLAUTERN,91,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Fabian Kunze,1. FC KAISERSLAUTERN,78,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Semih Şahin,1. FC KAISERSLAUTERN,95,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Mika Haas,1. FC KAISERSLAUTERN,95,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Naatan Skyttä,1. FC KAISERSLAUTERN,95,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Marlon Ritter,1. FC KAISERSLAUTERN,66,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Mergim Berisha,1. FC KAISERSLAUTERN,78,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Ibrahim Kanate,1. FC KAISERSLAUTERN,29,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Leon Robinson,1. FC KAISERSLAUTERN,17,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Erencan Yardımcı,1. FC KAISERSLAUTERN,17,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Erik Wekesser,1. FC KAISERSLAUTERN,4,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Yannick Onohiol,1. FC KAISERSLAUTERN,0,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Kelven Frees ,1. FC KAISERSLAUTERN,0,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,David Schramm,1. FC KAISERSLAUTERN,0,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Dion Hofmeister,1. FC KAISERSLAUTERN,0,1,1576142
08/08/2026,2. Bundesliga,VFL WOLFSBURG,1. FC KAISERSLAUTERN,Thierry Fidjeu-Tazemeta,1. FC KAISERSLAUTERN,0,1,1576142
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Jan Reichert,1. FC NÜRNBERG,90,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Tim Janisch,1. FC NÜRNBERG,72,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Alexios Kalogeropoulos,1. FC NÜRNBERG,90,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Fynn Otto,1. FC NÜRNBERG,90,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Eric Porstner,1. FC NÜRNBERG,66,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Adam Markhiev,1. FC NÜRNBERG,90,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Javier Fernandez,1. FC NÜRNBERG,90,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Julian Justvan,1. FC NÜRNBERG,72,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Finn Ole Becker,1. FC NÜRNBERG,90,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Mohamed Ali Zoma,1. FC NÜRNBERG,85,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Piet Scobel,1. FC NÜRNBERG,85,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Tobias Hess,1. FC NÜRNBERG,24,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Giannis Masouras,1. FC NÜRNBERG,18,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Rafael Lubach,1. FC NÜRNBERG,18,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Adriano Grimaldi,1. FC NÜRNBERG,11,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Rayan Ghrieb,1. FC NÜRNBERG,11,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Robin Lisewski,1. FC NÜRNBERG,0,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Kristian Mandic,1. FC NÜRNBERG,0,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Marc Kornwachs Barjuan,1. FC NÜRNBERG,0,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Can Yahya Moustfa,1. FC NÜRNBERG,0,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Tim Schreiber,DYNAMO DRESDEN,90,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Jonas Sterner,DYNAMO DRESDEN,45,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Thomas Keller,DYNAMO DRESDEN,90,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Friedrich Müller,DYNAMO DRESDEN,90,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Alexander Rossipal,DYNAMO DRESDEN,90,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Robert Wagner,DYNAMO DRESDEN,90,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Nicolai Rapp,DYNAMO DRESDEN,78,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Jakob Lemmer,DYNAMO DRESDEN,61,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Niklas Hauptmann,DYNAMO DRESDEN,90,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Ben Bobzien,DYNAMO DRESDEN,78,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Vincent Vermeij,DYNAMO DRESDEN,61,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Simon Straudi,DYNAMO DRESDEN,45,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Christoph Daferner,DYNAMO DRESDEN,29,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Kaan İnanoğlu,DYNAMO DRESDEN,29,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Luca Herrmann,DYNAMO DRESDEN,12,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Nils Fröling,DYNAMO DRESDEN,12,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Elias Bethke,DYNAMO DRESDEN,0,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Ahmet Muhamedbegović,DYNAMO DRESDEN,0,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Lukas Boeder,DYNAMO DRESDEN,0,1,1576140
09/08/2026,2. Bundesliga,1. FC NÜRNBERG,DYNAMO DRESDEN,Jonas Oehmichen,DYNAMO DRESDEN,0,1,1576140
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Ben Voll,FC ST. PAULI,90,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,David Nemeth,FC ST. PAULI,90,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Marcus Mathisen,FC ST. PAULI,90,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Tomoya Ando,FC ST. PAULI,90,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Arkadiusz Pyrka,FC ST. PAULI,79,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Mathias Rasmussen,FC ST. PAULI,85,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Joel Chima Fujita,FC ST. PAULI,90,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Louis Oppie,FC ST. PAULI,85,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Branimir Hrgota,FC ST. PAULI,90,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Martijn Kaars,FC ST. PAULI,90,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Taichi Hara,FC ST. PAULI,73,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Ricky-Jade Jones,FC ST. PAULI,17,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Rony Jansson,FC ST. PAULI,11,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Eric Smith,FC ST. PAULI,14,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Erik Ahlstrand,FC ST. PAULI,14,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Simon Emil Spari,FC ST. PAULI,0,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Lars Ritzka,FC ST. PAULI,0,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Adam Dźwigała,FC ST. PAULI,0,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Scott Banks,FC ST. PAULI,0,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Haron Sabah,FC ST. PAULI,0,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Florian Hellstern,SPVGG GREUTHER FÜRTH,90,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Jannik Dehm,SPVGG GREUTHER FÜRTH,87,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Jannis Heuer,SPVGG GREUTHER FÜRTH,90,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Krisztián Keresztes,SPVGG GREUTHER FÜRTH,90,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Luca Itter,SPVGG GREUTHER FÜRTH,90,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Shinta Appelkamp,SPVGG GREUTHER FÜRTH,87,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Sacha Banse,SPVGG GREUTHER FÜRTH,76,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Paul Will,SPVGG GREUTHER FÜRTH,90,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Ole Pohlmann,SPVGG GREUTHER FÜRTH,70,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Felix Klaus,SPVGG GREUTHER FÜRTH,76,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Dennis Srbeny,SPVGG GREUTHER FÜRTH,90,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Aaron Keller,SPVGG GREUTHER FÜRTH,20,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Doni Arifi,SPVGG GREUTHER FÜRTH,14,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Omar Sillah,SPVGG GREUTHER FÜRTH,14,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Lukas Reich,SPVGG GREUTHER FÜRTH,12,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Mika Wallentowitz,SPVGG GREUTHER FÜRTH,12,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Silas Prüfrock,SPVGG GREUTHER FÜRTH,0,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Maxim Dal,SPVGG GREUTHER FÜRTH,0,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Jakob Krautkramer,SPVGG GREUTHER FÜRTH,0,1,1576141
09/08/2026,2. Bundesliga,FC ST. PAULI,SPVGG GREUTHER FÜRTH,Noah König,SPVGG GREUTHER FÜRTH,0,1,1576141
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Marcel Lotka,ENERGIE COTTBUS,90,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Henry Rorig,ENERGIE COTTBUS,90,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,King Manu,ENERGIE COTTBUS,90,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Luca Erlein,ENERGIE COTTBUS,90,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Jannis Zaydan,ENERGIE COTTBUS,45,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Lukas Michelbrink,ENERGIE COTTBUS,90,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Leonardo Bittencourt,ENERGIE COTTBUS,77,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Tolcay Ciğerci,ENERGIE COTTBUS,83,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Jannis Boziaris,ENERGIE COTTBUS,45,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Lucas Copado,ENERGIE COTTBUS,45,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Erik Engelhardt,ENERGIE COTTBUS,90,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Fousseny Doumbia,ENERGIE COTTBUS,45,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Moritz Hannemann,ENERGIE COTTBUS,45,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Justin Butler,ENERGIE COTTBUS,45,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Dominik Pelivan,ENERGIE COTTBUS,13,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Axel Borgmann,ENERGIE COTTBUS,12,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Kevin Kratzsch,ENERGIE COTTBUS,0,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Tim Campulka,ENERGIE COTTBUS,0,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Christian Kinsombi,ENERGIE COTTBUS,0,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Julian Guttau,ENERGIE COTTBUS,0,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Pascal Loretz,HANNOVER 96,90,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Bastian Allgeier,HANNOVER 96,90,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Boris Tomiak,HANNOVER 96,79,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Jean Hugonet,HANNOVER 96,90,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Maurice Neubauer,HANNOVER 96,79,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Stefán Teitur Þórðarson,HANNOVER 96,90,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Kolja Oudenne,HANNOVER 96,90,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Mustapha Bundu,HANNOVER 96,79,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Waniss Taibi,HANNOVER 96,90,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Lars Timo Gindorf,HANNOVER 96,79,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Benjamin Källman,HANNOVER 96,63,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Benedikt Pichler,HANNOVER 96,27,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Ime Okon,HANNOVER 96,11,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Hayate Matsuda,HANNOVER 96,11,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Franz Roggow,HANNOVER 96,11,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Taycan Etcibasi,HANNOVER 96,11,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Leo Weinkauf,HANNOVER 96,0,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Noah Engelbreth,HANNOVER 96,0,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Mwisho Mhango,HANNOVER 96,0,1,1576135
09/08/2026,2. Bundesliga,ENERGIE COTTBUS,HANNOVER 96,Tom Hobrecht,HANNOVER 96,0,1,1576135
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Donovan Léon,ABHA,90,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Mohammed Al-Dosari,ABHA,90,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Jurien Gaari,ABHA,90,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Abdou Diallo,ABHA,90,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Safwan Aljohani,ABHA,78,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Nasser Al-Daajani,ABHA,64,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Firas Al-Ghamdi,ABHA,57,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Loreintz Rosier,ABHA,90,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Mohammed Al-Zaid,ABHA,57,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Abdulkarim Darisi,ABHA,90,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Alimami Gory,ABHA,78,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Basil Yousef Al-Sayyali,ABHA,33,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Keshim Al-Qahtani,ABHA,33,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Nabil Fekir,ABHA,26,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Abdulbaset Hindi,ABHA,12,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Kamil Boumedmed,ABHA,12,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Abdulrahman Al Bouq,ABHA,0,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Abdullah Al-Fahad,ABHA,0,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Bader Al Mutairi,ABHA,0,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Faisal Al-Sibyani,ABHA,0,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Ibrahim Zaied,AL-HAZM,90,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Saud Al Rashed,AL-HAZM,75,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Mory Konate,AL-HAZM,90,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Abdurahman Al-Dakheel,AL-HAZM,90,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Amine Ben Hmida,AL-HAZM,90,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Bonheur Mugisha,AL-HAZM,90,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Abdulaziz Al-Dwehe,AL-HAZM,82,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Sofiane Bendebka,AL-HAZM,82,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Aboubacar Bah,AL-HAZM,90,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Ahmed Al-Shamrani,AL-HAZM,75,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Afimico Pululu,AL-HAZM,89,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Mohammed Al Hamdani,AL-HAZM,15,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Mohammed Al-Yami,AL-HAZM,15,1,1602972
13/08/2026,Saudi Professional League,ABHA,AL-HAZM,Sultan Tanker,AL-HAZM,8,1,1602972
