Date,League,Season,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR,B365H,B365D,B365A,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HomePasses,AwayPasses,HomeSaves,AwaySaves,HomePos,AwayPos,HS_1P,AS_1P,HST_1P,AST_1P,HF_1P,AF_1P,HC_1P,AC_1P,HY_1P,AY_1P,HR_1P,AR_1P,HomePasses_1P,AwayPasses_1P,HomePos_1P,AwayPos_1P,HS_2P,AS_2P,HST_2P,AST_2P,HF_2P,AF_2P,HC_2P,AC_2P,HY_2P,AY_2P,HR_2P,AR_2P,HomePasses_2P,AwayPasses_2P,HomePos_2P,AwayPos_2P,fixture_id
20/03/2026,Chinese Super League,2026/2027,QINGDAO JONOON,HANGZHOU GREENTOWN,1,4,1,0,A,0.0,0.0,0.0,14,15,3,8,17,17,7,5,1,1,0,0,329,445,4,2,43,57,14,15,3,8,17,17,7,5,1,1,0,0,329,445,43,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523076
17/07/2026,Chinese Super League,2026/2027,YUNNAN YUKUN,SHANGHAI SIPG,2,2,0,2,D,0.0,0.0,0.0,14,13,3,6,16,9,6,6,2,0,0,0,260,405,4,1,39,61,14,13,3,6,16,9,6,6,2,0,0,0,260,405,39,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523205
14/06/2026,Brasileirao Serie B,2026/2027,BOTAFOGO SP,OPERARIO-PR,2,1,0,1,H,0.0,0.0,0.0,14,9,5,4,16,15,2,3,4,3,0,0,362,413,3,3,47,53,14,9,5,4,16,15,2,3,4,3,0,0,362,413,47,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520722
05/02/2026,Serie A Brasil,2026/2027,GREMIO,BOTAFOGO,5,3,1,2,H,0.0,0.0,0.0,14,9,8,4,13,16,4,2,0,3,0,0,356,471,1,3,44,56,14,9,8,4,13,16,4,2,0,3,0,0,356,471,44,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492125
05/07/2026,Chinese Super League,2026/2027,QINGDAO JONOON,CHENGDU BETTER CITY,1,1,0,0,D,0.0,0.0,0.0,14,22,4,3,12,8,2,7,0,1,0,0,291,518,1,3,36,64,14,22,4,3,12,8,2,7,0,1,0,0,291,518,36,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523193
28/06/2026,Chinese Super League,2026/2027,QINGDAO YOUTH ISLAND,HANGZHOU GREENTOWN,3,1,1,1,H,0.0,0.0,0.0,14,11,6,2,8,13,7,7,1,0,0,0,269,487,1,3,36,64,14,11,6,2,8,13,7,7,1,0,0,0,269,487,36,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523185
05/07/2026,Chinese Super League,2026/2027,SHANGHAI SHENHUA,HANGZHOU GREENTOWN,3,2,1,0,H,0.0,0.0,0.0,14,15,5,6,8,16,7,5,0,2,0,0,414,473,4,2,46,54,14,15,5,6,8,16,7,5,0,2,0,0,414,473,46,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523194
03/05/2026,Brasileirao Serie B,2026/2027,OPERARIO-PR,LONDRINA,3,0,2,0,H,0.0,0.0,0.0,14,10,5,3,11,16,5,4,2,5,0,0,461,362,3,2,55,45,14,10,5,3,11,16,5,4,2,5,0,0,461,362,55,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520666
04/07/2026,Chinese Super League,2026/2027,TIANJIN TEDA,SICHUAN JIUNIU,3,0,1,0,H,0.0,0.0,0.0,14,13,4,3,14,14,1,7,2,3,0,0,254,438,3,1,36,64,14,13,4,3,14,14,1,7,2,3,0,0,254,438,36,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523192
17/05/2026,Brasileirao Serie B,2026/2027,VILA NOVA,AVAI,2,0,2,0,H,0.0,0.0,0.0,14,7,6,3,21,16,2,1,4,3,0,0,339,432,3,4,45,55,14,7,6,3,21,16,2,1,4,3,0,0,339,432,45,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520689
01/04/2026,Brasileirao Serie B,2026/2027,AMERICA MINEIRO,BOTAFOGO SP,1,2,1,1,A,0.0,0.0,0.0,14,13,1,5,15,17,11,7,2,4,0,0,480,225,3,0,68,32,14,13,1,5,15,17,11,7,2,4,0,0,480,225,68,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520610
20/03/2026,Serie A Brasil,2026/2027,CHAPECOENSE-SC,CORINTHIANS,0,0,0,0,D,0.0,0.0,0.0,14,13,4,4,18,11,6,4,3,4,0,0,284,529,4,5,36,64,14,13,4,4,18,11,6,4,3,4,0,0,284,529,36,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492173
23/05/2026,Serie A Brasil,2026/2027,SAO PAULO,BOTAFOGO,1,1,1,0,D,0.0,0.0,0.0,14,14,4,6,20,19,4,3,4,4,0,0,363,311,5,3,54,46,14,14,4,6,20,19,4,3,4,4,0,0,363,311,54,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492277
03/05/2026,Serie A Brasil,2026/2027,CRUZEIRO,ATLETICO-MG,1,3,0,2,A,0.0,0.0,0.0,14,6,2,4,15,17,5,1,4,7,2,1,495,230,1,1,69,31,14,6,2,4,15,17,5,1,4,7,2,1,495,230,69,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492243
16/07/2026,Serie A Brasil,2026/2027,VITORIA,VASCO DA GAMA,1,0,0,0,H,0.0,0.0,0.0,14,13,6,3,12,15,3,2,0,0,0,0,385,394,3,5,50,50,14,13,6,3,12,15,3,2,0,0,0,0,385,394,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492299
17/07/2026,Serie A Brasil,2026/2027,MIRASSOL,GREMIO,2,1,2,0,H,0.0,0.0,0.0,14,9,3,4,14,9,5,4,1,3,0,0,340,445,3,1,45,55,14,9,3,4,14,9,5,4,1,3,0,0,340,445,45,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492297
03/04/2026,Chinese Super League,2026/2027,CHENGDU BETTER CITY,QINGDAO YOUTH ISLAND,5,1,2,0,H,0.0,0.0,0.0,14,9,8,1,14,18,6,3,1,2,0,0,397,360,0,3,53,47,14,9,8,1,14,18,6,3,1,2,0,0,397,360,53,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523083
05/05/2026,Chinese Super League,2026/2027,QINGDAO YOUTH ISLAND,TIANJIN TEDA,1,1,1,1,D,0.0,0.0,0.0,14,7,4,3,15,13,7,3,1,0,0,0,532,302,2,3,64,36,14,7,4,3,15,13,7,3,1,0,0,0,532,302,64,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523131
31/03/2026,Brasileirao Serie B,2026/2027,FORTALEZA EC,CUIABA,0,0,0,0,D,0.0,0.0,0.0,14,4,2,0,19,18,4,0,1,2,0,0,510,368,0,2,59,41,14,4,2,0,19,18,4,0,1,2,0,0,510,368,59,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520614
08/08/2026,Serie A Brasil,2026/2027,GREMIO,SAO PAULO,2,1,0,1,H,2.4,3.1,3.2,12,18,5,5,12,19,7,7,4,3,0,0,421,462,4,3,48,52,12,18,5,5,12,19,7,7,4,3,0,0,421,462,48,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492326
08/08/2026,Serie A Brasil,2026/2027,REMO,ATLETICO-MG,2,2,1,2,D,2.75,3.1,2.75,12,10,4,2,13,13,5,2,1,2,0,0,388,562,0,2,41,59,12,10,4,2,13,13,5,2,1,2,0,0,388,562,41,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492328
09/08/2026,Bundesliga Austria,2026/2027,WOLFSBERGER AC,RED BULL SALZBURG,1,1,0,0,D,3.75,3.75,1.91,11,18,1,10,19,2,4,8,5,1,0,0,245,524,9,0,33,67,11,18,1,10,19,2,4,8,5,1,0,0,245,524,33,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561904
07/08/2026,Bundesliga Austria,2026/2027,SCR ALTACH,WSG WATTENS,3,1,1,1,H,1.83,3.7,4.1,13,10,5,2,12,8,3,5,1,1,0,0,449,378,1,3,54,46,13,10,5,2,12,8,3,5,1,1,0,0,449,378,54,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561900
21/03/2026,Chinese Super League,2026/2027,QINGDAO YOUTH ISLAND,SICHUAN JIUNIU,1,0,0,0,H,0.0,0.0,0.0,15,11,5,4,12,21,8,6,2,3,0,0,310,334,4,4,48,52,15,11,5,4,12,21,8,6,2,3,0,0,310,334,48,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523081
26/07/2026,Serie A Brasil,2026/2027,REMO,VITORIA,2,0,1,0,H,0.0,0.0,0.0,15,14,9,6,16,8,4,9,3,1,0,0,278,508,5,7,35,65,15,14,9,6,16,8,4,9,3,1,0,0,278,508,35,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492307
17/04/2026,Chinese Super League,2026/2027,WUHAN THREE TOWNS,CHENGDU BETTER CITY,0,1,0,0,A,0.0,0.0,0.0,15,9,2,3,9,17,5,4,3,2,0,0,388,369,2,2,52,48,15,9,2,3,9,17,5,4,3,2,0,0,388,369,52,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523102
17/04/2026,Chinese Super League,2026/2027,HANGZHOU GREENTOWN,BEIJING GUOAN,0,0,0,0,D,0.0,0.0,0.0,15,10,4,3,12,13,9,7,2,3,0,0,239,517,3,4,32,68,15,10,4,3,12,13,9,7,2,3,0,0,239,517,32,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523104
10/05/2026,Serie A Brasil,2026/2027,CORINTHIANS,SAO PAULO,3,2,1,1,H,0.0,0.0,0.0,15,7,6,4,12,13,7,7,4,4,0,0,379,401,3,3,50,50,15,7,6,4,12,13,7,7,4,4,0,0,379,401,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492252
21/03/2026,Chinese Super League,2026/2027,SHENYANG URBAN,TIANJIN TEDA,3,0,1,0,H,0.0,0.0,0.0,15,10,5,2,11,11,6,9,1,1,0,1,437,274,2,2,61,39,15,10,5,2,11,11,6,9,1,1,0,1,437,274,61,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523078
12/03/2026,Serie A Brasil,2026/2027,FLAMENGO,CRUZEIRO,2,0,1,0,H,0.0,0.0,0.0,15,13,7,4,19,13,4,7,2,2,0,0,394,494,4,4,44,56,15,13,7,4,19,13,4,7,2,2,0,0,394,494,44,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492154
24/05/2026,Chinese Super League,2026/2027,HANGZHOU GREENTOWN,SHENYANG URBAN,0,5,0,2,A,0.0,0.0,0.0,15,14,4,9,17,12,9,0,1,2,0,0,462,307,4,4,61,39,15,14,4,9,17,12,9,0,1,2,0,0,462,307,61,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523169
02/07/2026,Brasileirao Serie B,2026/2027,CUIABA,AMERICA MINEIRO,1,0,0,0,H,0.0,0.0,0.0,15,9,6,1,10,12,7,2,1,1,0,0,460,381,1,5,56,44,15,9,6,1,10,12,7,2,1,1,0,0,460,381,56,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520753
12/04/2026,Brasileirao Serie B,2026/2027,SAO BERNARDO,FORTALEZA EC,0,1,0,0,A,0.0,0.0,0.0,15,17,2,6,10,17,4,6,1,3,0,0,426,452,5,3,48,52,15,17,2,6,10,17,4,6,1,3,0,0,426,452,48,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520638
18/03/2026,Serie A Brasil,2026/2027,BAHIA,RB BRAGANTINO,2,0,2,0,H,0.0,0.0,0.0,15,16,9,3,15,16,7,7,3,1,0,0,457,333,3,6,57,43,15,16,9,3,15,16,7,7,3,1,0,0,457,333,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492172
05/04/2026,Serie A Brasil,2026/2027,MIRASSOL,RB BRAGANTINO,0,1,0,0,A,0.0,0.0,0.0,15,16,2,5,7,10,12,6,2,3,0,0,357,311,4,2,54,46,15,16,2,5,7,10,12,6,2,3,0,0,357,311,54,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492207
18/04/2026,Brasileirao Serie B,2026/2027,CRB,JUVENTUDE,0,1,0,1,A,0.0,0.0,0.0,15,8,6,2,15,19,5,2,4,2,1,0,459,356,1,6,57,43,15,8,6,2,15,19,5,2,4,2,1,0,459,356,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520643
10/05/2026,Chinese Super League,2026/2027,BEIJING GUOAN,SHANGHAI SIPG,2,2,0,1,D,0.0,0.0,0.0,15,5,6,2,9,20,8,0,1,4,0,0,528,305,0,4,64,36,15,5,6,2,9,20,8,0,1,4,0,0,528,305,64,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523144
07/03/2026,Chinese Super League,2026/2027,YUNNAN YUKUN,QINGDAO JONOON,3,1,3,0,H,0.0,0.0,0.0,15,15,8,5,9,13,5,3,2,0,0,0,360,367,3,5,50,50,15,15,8,5,9,13,5,3,2,0,0,0,360,367,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523064
11/04/2026,Serie A Brasil,2026/2027,VITORIA,SAO PAULO,2,0,1,0,H,0.0,0.0,0.0,15,16,6,5,11,11,1,6,2,3,0,1,361,501,5,4,41,59,15,16,6,5,11,11,1,6,2,3,0,1,361,501,41,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492219
20/05/2026,Chinese Super League,2026/2027,SHANGHAI SHENHUA,WUHAN THREE TOWNS,2,2,2,1,D,0.0,0.0,0.0,15,20,4,8,9,16,4,4,2,4,0,0,363,476,6,2,43,57,15,20,4,8,9,16,4,4,2,4,0,0,363,476,43,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523160
12/07/2026,Brasileirao Serie B,2026/2027,AVAI,NAUTICO RECIFE,2,0,1,0,H,0.0,0.0,0.0,15,16,3,1,17,12,6,5,1,1,1,0,257,553,1,1,31,69,15,16,3,1,17,12,6,5,1,1,1,0,257,553,31,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520762
16/05/2026,Chinese Super League,2026/2027,SHANDONG LUNENG,CHONGQING TONGLIANG LONG,3,1,2,0,H,0.0,0.0,0.0,15,8,6,3,11,10,4,4,2,2,0,0,551,405,2,3,58,42,15,8,6,3,11,10,4,4,2,2,0,0,551,405,58,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523153
10/05/2026,Serie A Brasil,2026/2027,REMO,PALMEIRAS,1,1,1,1,D,0.0,0.0,0.0,15,18,4,5,6,6,5,17,1,2,1,0,220,455,4,3,33,67,15,18,4,5,6,6,5,17,1,2,1,0,220,455,33,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492257
05/04/2026,Serie A Brasil,2026/2027,ATLETICO-MG,ATLETICO PARANAENSE,2,1,1,0,H,0.0,0.0,0.0,15,11,5,3,9,13,2,8,0,1,0,0,479,477,2,3,49,51,15,11,5,3,9,13,2,8,0,1,0,0,479,477,49,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492200
23/05/2026,Brasileirao Serie B,2026/2027,NOVORIZONTINO,CEARA,2,1,1,1,H,0.0,0.0,0.0,15,5,6,1,18,12,5,2,1,3,0,1,360,391,0,4,49,51,15,5,6,1,18,12,5,2,1,3,0,1,360,391,49,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520698
21/04/2026,Chinese Super League,2026/2027,SHANGHAI SIPG,CHONGQING TONGLIANG LONG,1,2,0,2,A,0.0,0.0,0.0,15,3,3,2,9,19,11,4,3,3,0,0,651,271,0,2,71,29,15,3,3,2,9,19,11,4,3,3,0,0,651,271,71,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523110
15/03/2026,Chinese Super League,2026/2027,HENAN JIANYE,YUNNAN YUKUN,2,1,1,0,H,0.0,0.0,0.0,15,20,6,6,7,14,4,6,0,3,0,0,329,412,5,4,44,56,15,20,6,6,7,14,4,6,0,3,0,0,329,412,44,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523072
16/05/2026,Serie A Brasil,2026/2027,ATLETICO-MG,MIRASSOL,3,1,1,1,H,0.0,0.0,0.0,15,7,6,3,6,14,5,6,0,1,0,0,389,401,1,3,49,51,15,7,6,3,6,14,5,6,0,1,0,0,389,401,49,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492261
31/05/2026,Brasileirao Serie B,2026/2027,CUIABA,CRB,2,0,2,0,H,0.0,0.0,0.0,15,14,8,4,13,7,7,4,2,0,0,0,347,529,4,6,40,60,15,14,8,4,13,7,7,4,2,0,0,0,347,529,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520704
31/07/2026,Chinese Super League,2026/2027,HENAN JIANYE,DALIAN ZHIXING,1,1,1,0,D,0.0,0.0,0.0,15,9,3,5,17,16,3,5,4,2,0,0,410,294,4,2,58,42,15,9,3,5,17,16,3,5,4,2,0,0,410,294,58,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523219
28/01/2026,Serie A Brasil,2026/2027,ATLETICO-MG,PALMEIRAS,2,2,1,1,D,0.0,0.0,0.0,15,14,2,7,14,20,5,7,4,2,0,0,383,338,5,1,52,48,15,14,2,7,14,20,5,7,4,2,0,0,383,338,52,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492110
23/07/2026,Serie A Brasil,2026/2027,CORINTHIANS,REMO,3,0,3,0,H,0.0,0.0,0.0,15,3,7,0,12,9,3,4,1,1,0,0,516,398,0,4,56,44,15,3,7,0,12,9,3,4,1,1,0,0,516,398,56,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492293
16/05/2026,Brasileirao Serie B,2026/2027,SAO BERNARDO,AMERICA MINEIRO,1,1,0,1,D,0.0,0.0,0.0,15,11,4,4,16,16,6,7,3,5,0,0,416,439,3,3,49,51,15,11,4,4,16,16,6,7,3,5,0,0,416,439,49,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520687
08/06/2026,Brasileirao Serie B,2026/2027,AMERICA MINEIRO,ATLETICO GOIANIENSE,1,2,1,1,A,0.0,0.0,0.0,15,17,6,7,13,11,8,2,0,1,0,0,546,325,4,5,63,37,15,17,6,7,13,11,8,2,0,1,0,0,546,325,63,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520710
09/05/2026,Brasileirao Serie B,2026/2027,CRB,OPERARIO-PR,3,0,2,0,H,0.0,0.0,0.0,15,8,5,2,15,14,6,1,2,4,0,0,352,499,2,2,42,58,15,8,5,2,15,14,6,1,2,4,0,0,352,499,42,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520673
10/05/2026,Brasileirao Serie B,2026/2027,JUVENTUDE,CRICIUMA,0,0,0,0,D,0.0,0.0,0.0,15,14,5,2,14,18,7,9,2,4,0,0,377,295,2,5,55,45,15,14,5,2,14,18,7,9,2,4,0,0,377,295,55,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520675
21/06/2026,Brasileirao Serie B,2026/2027,CRB,FORTALEZA EC,1,1,1,0,D,0.0,0.0,0.0,15,22,7,5,4,11,7,7,1,1,0,0,356,514,4,6,41,59,15,22,7,5,4,11,7,7,1,1,0,0,356,514,41,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520733
27/06/2026,Chinese Super League,2026/2027,SICHUAN JIUNIU,CHENGDU BETTER CITY,2,3,0,1,A,0.0,0.0,0.0,15,16,6,5,13,13,5,9,4,3,1,0,318,265,1,4,54,46,15,16,6,5,13,13,5,9,4,3,1,0,318,265,54,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523182
08/08/2026,2. Bundesliga,2026/2027,SV DARMSTADT 98,HOLSTEIN KIEL,2,2,0,2,D,2.1,3.6,3.3,13,11,3,6,15,16,8,4,2,3,0,0,435,439,4,1,50,50,13,11,3,6,15,16,8,4,2,3,0,0,435,439,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576136
09/08/2026,2. Bundesliga,2026/2027,ENERGIE COTTBUS,HANNOVER 96,3,1,1,1,H,3.25,3.5,2.1,12,26,4,10,11,11,2,6,0,2,0,0,366,426,8,1,45,55,12,26,4,10,11,11,2,6,0,2,0,0,366,426,45,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576135
07/08/2026,2. Bundesliga,2026/2027,VFL BOCHUM,HERTHA BSC,0,1,0,1,A,2.25,3.5,3.0,13,11,3,2,18,13,5,2,2,5,0,0,443,341,1,3,56,44,13,11,3,2,18,13,5,2,2,5,0,0,443,341,56,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576134
07/08/2026,Chinese Super League,2026/2027,BEIJING GUOAN,SICHUAN JIUNIU,4,0,2,0,H,1.45,4.75,6.0,14,11,8,4,19,10,5,5,2,3,0,0,412,363,5,4,53,47,14,11,8,4,19,10,5,5,2,3,0,0,412,363,53,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523227
15/08/2026,LaLiga EA Sports,2026/2027,SEVILLA,RAYO VALLECANO,2,1,0,1,H,2.55,3.0,3.1,13,6,4,3,18,18,1,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570341
30/05/2026,Brasileirao Serie B,2026/2027,JUVENTUDE,AMERICA MINEIRO,3,0,1,0,H,0.0,0.0,0.0,16,16,6,8,16,14,5,5,0,2,0,0,296,508,8,3,38,62,16,16,6,8,16,14,5,5,0,2,0,0,296,508,38,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520705
30/05/2026,Chinese Super League,2026/2027,SICHUAN JIUNIU,QINGDAO JONOON,3,2,1,0,H,0.0,0.0,0.0,16,10,5,4,16,9,9,3,3,2,0,1,311,356,2,2,47,53,16,10,5,4,16,9,9,3,3,2,0,1,311,356,47,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523176
14/06/2026,Brasileirao Serie B,2026/2027,ATHLETIC CLUB,GOIAS,1,1,0,1,D,0.0,0.0,0.0,16,8,2,1,13,15,5,4,4,3,1,0,449,344,0,1,57,43,16,8,2,1,13,15,5,4,4,3,1,0,449,344,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520720
09/05/2026,Brasileirao Serie B,2026/2027,PONTE PRETA,SPORT RECIFE,1,3,1,2,A,0.0,0.0,0.0,16,10,5,4,17,11,11,2,5,4,0,1,271,323,1,3,48,52,16,10,5,4,17,11,11,2,5,4,0,1,271,323,48,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520679
03/04/2026,Serie A Brasil,2026/2027,PALMEIRAS,GREMIO,2,1,1,0,H,0.0,0.0,0.0,16,10,4,5,12,15,8,2,0,3,0,0,486,328,4,2,60,40,16,10,4,5,12,15,8,2,0,3,0,0,486,328,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492198
18/05/2026,Brasileirao Serie B,2026/2027,PONTE PRETA,LONDRINA,1,4,0,1,A,0.0,0.0,0.0,16,19,5,9,16,8,11,4,6,1,0,1,365,335,5,4,54,46,16,19,5,9,16,8,11,4,6,1,0,1,365,335,54,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520686
22/03/2026,Serie A Brasil,2026/2027,REMO,BAHIA,4,1,1,1,H,0.0,0.0,0.0,16,10,10,3,15,10,5,9,2,1,0,0,271,457,2,6,38,62,16,10,10,3,15,10,5,9,2,1,0,0,271,457,38,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492186
16/06/2026,Brasileirao Serie B,2026/2027,LONDRINA,AVAI,3,2,1,1,H,0.0,0.0,0.0,16,3,6,3,9,15,9,4,2,2,0,0,0,0,1,5,48,52,16,3,6,3,9,15,9,4,2,2,0,0,0,0,48,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520727
26/04/2026,Brasileirao Serie B,2026/2027,ATLETICO GOIANIENSE,AVAI,2,1,1,0,H,0.0,0.0,0.0,16,9,6,4,22,10,6,1,5,4,0,0,330,473,3,4,41,59,16,9,6,4,22,10,6,1,5,4,0,0,330,473,41,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520651
06/05/2026,Chinese Super League,2026/2027,BEIJING GUOAN,DALIAN ZHIXING,3,0,0,0,H,0.0,0.0,0.0,16,9,8,5,12,20,4,2,1,5,1,0,487,350,5,5,58,42,16,9,8,5,12,20,4,2,1,5,1,0,487,350,58,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523136
20/06/2026,Brasileirao Serie B,2026/2027,LONDRINA,ATHLETIC CLUB,2,0,0,0,H,0.0,0.0,0.0,16,11,2,1,16,22,2,8,1,3,0,1,329,316,1,0,51,49,16,11,2,1,16,22,2,8,1,3,0,1,329,316,51,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520735
03/05/2026,Brasileirao Serie B,2026/2027,SPORT RECIFE,CEARA,2,0,0,0,H,0.0,0.0,0.0,16,10,5,1,13,16,9,11,2,4,0,0,282,354,1,3,45,55,16,10,5,1,13,16,9,11,2,4,0,0,282,354,45,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520668
03/05/2026,Brasileirao Serie B,2026/2027,ATLETICO GOIANIENSE,JUVENTUDE,0,0,0,0,D,0.0,0.0,0.0,16,5,6,1,15,14,5,1,3,3,1,0,348,363,2,6,50,50,16,5,6,1,15,14,5,1,3,3,1,0,348,363,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520661
19/03/2026,Serie A Brasil,2026/2027,VASCO DA GAMA,FLUMINENSE,3,2,0,1,H,0.0,0.0,0.0,16,14,6,5,9,10,5,5,2,0,0,0,400,382,3,3,52,48,16,14,6,5,9,10,5,5,2,0,0,0,400,382,52,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492179
23/05/2026,Brasileirao Serie B,2026/2027,JUVENTUDE,SPORT RECIFE,0,1,0,0,A,0.0,0.0,0.0,16,10,2,2,19,13,9,2,1,4,0,0,360,346,1,2,52,48,16,10,2,2,19,13,9,2,1,4,0,0,360,346,52,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520696
12/04/2026,Serie A Brasil,2026/2027,CRUZEIRO,RB BRAGANTINO,2,1,1,1,H,0.0,0.0,0.0,16,15,7,4,16,21,2,7,0,2,0,0,333,339,3,5,49,51,16,15,7,4,16,21,2,7,0,2,0,0,333,339,49,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492213
11/04/2026,Serie A Brasil,2026/2027,MIRASSOL,BAHIA,1,2,1,0,A,0.0,0.0,0.0,16,14,6,8,20,14,8,4,5,1,1,0,362,526,6,6,42,58,16,14,6,8,20,14,8,4,5,1,1,0,362,526,42,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492216
03/07/2026,Brasileirao Serie B,2026/2027,FORTALEZA EC,PONTE PRETA,2,0,0,0,H,0.0,0.0,0.0,16,11,6,3,18,20,7,4,4,3,0,0,453,252,3,4,64,36,16,11,6,3,18,20,7,4,4,3,0,0,453,252,64,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520754
