Date,League,Season,HomeTeam,AwayTeam,minuto,parte,goleador,asistente,jugador_tarjeta,equipo,tipo,fixture_id
22/03/2026,Serie A Brasil,2026,SAO PAULO,PALMEIRAS,6,1P,J. Arias,J. Lopez,,PALMEIRAS,Normal Goal,1492187
22/03/2026,Serie A Brasil,2026,VASCO DA GAMA,GREMIO,7,1P,Thiago Mendes,Cuiabano,,VASCO DA GAMA,Normal Goal,1492188
22/03/2026,Serie A Brasil,2026,VASCO DA GAMA,GREMIO,34,1P,David,Cuiabano,,VASCO DA GAMA,Normal Goal,1492188
22/03/2026,Serie A Brasil,2026,VASCO DA GAMA,GREMIO,38,1P,Carlos Vinicius,J. Nardoni,,GREMIO,Normal Goal,1492188
22/03/2026,Serie A Brasil,2026,ATLETICO PARANAENSE,CORITIBA,22,1P,Dudu Kogitzki,Julimar,,ATLETICO PARANAENSE,Normal Goal,1492180
22/03/2026,Serie A Brasil,2026,ATLETICO PARANAENSE,CORITIBA,56,2P,K. Viveros,G. Benavidez,,ATLETICO PARANAENSE,Normal Goal,1492180
22/03/2026,Serie A Brasil,2026,REMO,BAHIA,32,1P,Everaldo,C. Olivera,,BAHIA,Normal Goal,1492186
22/03/2026,Serie A Brasil,2026,REMO,BAHIA,45,1P,Vitor Bueno,,,REMO,Normal Goal,1492186
22/03/2026,Serie A Brasil,2026,REMO,BAHIA,49,2P,Gabriel Taliari,,,REMO,Normal Goal,1492186
22/03/2026,Serie A Brasil,2026,REMO,BAHIA,57,2P,Luciano Juba,,,BAHIA,Missed Penalty,1492186
22/03/2026,Serie A Brasil,2026,REMO,BAHIA,58,2P,Gabriel Taliari,Vitor Bueno,,REMO,Normal Goal,1492186
22/03/2026,Serie A Brasil,2026,REMO,BAHIA,83,2P,Jaja,Alef Manga,,REMO,Normal Goal,1492186
22/03/2026,Serie A Brasil,2026,INTERNACIONAL,CHAPECOENSE-SC,28,1P,G. Mercado,Vitinho,,INTERNACIONAL,Normal Goal,1492185
22/03/2026,Serie A Brasil,2026,INTERNACIONAL,CHAPECOENSE-SC,51,2P,Alan Patrick,,,INTERNACIONAL,Penalty,1492185
22/03/2026,Serie A Brasil,2026,VITORIA,MIRASSOL,28,1P,Baralhas,,,VITORIA,Normal Goal,1492189
22/03/2026,Serie A Brasil,2026,CORINTHIANS,FLAMENGO,3,1P,Lucas Paqueta,Pedro,,FLAMENGO,Normal Goal,1492182
22/03/2026,Serie A Brasil,2026,CORINTHIANS,FLAMENGO,19,1P,Yuri Alberto,Matheus Bidu,,CORINTHIANS,Normal Goal,1492182
29/03/2026,Serie A Brasil,2026,ATLETICO PARANAENSE,BOTAFOGO,4,1P,K. Viveros,Dudu Kogitzki,,ATLETICO PARANAENSE,Normal Goal,1492150
29/03/2026,Serie A Brasil,2026,ATLETICO PARANAENSE,BOTAFOGO,43,1P,Edenilson,,,BOTAFOGO,Normal Goal,1492150
29/03/2026,Serie A Brasil,2026,ATLETICO PARANAENSE,BOTAFOGO,45,1P,K. Viveros,G. Benavidez,,ATLETICO PARANAENSE,Normal Goal,1492150
29/03/2026,Serie A Brasil,2026,ATLETICO PARANAENSE,BOTAFOGO,49,2P,F. Aguirre,L. Esquivel,,ATLETICO PARANAENSE,Normal Goal,1492150
29/03/2026,Serie A Brasil,2026,ATLETICO PARANAENSE,BOTAFOGO,81,2P,L. Esquivel,,,ATLETICO PARANAENSE,Normal Goal,1492150
01/04/2026,Serie A Brasil,2026,INTERNACIONAL,SAO PAULO,23,1P,Alerrandro,B. Aguirre,,INTERNACIONAL,Normal Goal,1492197
01/04/2026,Serie A Brasil,2026,INTERNACIONAL,SAO PAULO,87,2P,Jonathan Calleri,Wendell,,SAO PAULO,Normal Goal,1492197
01/04/2026,Serie A Brasil,2026,BOTAFOGO,MIRASSOL,11,1P,Arthur Cabral,Edenilson,,BOTAFOGO,Normal Goal,1492191
01/04/2026,Serie A Brasil,2026,BOTAFOGO,MIRASSOL,21,1P,Shaylon,,,MIRASSOL,Normal Goal,1492191
01/04/2026,Serie A Brasil,2026,BOTAFOGO,MIRASSOL,43,1P,Alex Telles,,,BOTAFOGO,Penalty,1492191
01/04/2026,Serie A Brasil,2026,BOTAFOGO,MIRASSOL,66,2P,Junior Santos,,,BOTAFOGO,Normal Goal,1492191
01/04/2026,Serie A Brasil,2026,BOTAFOGO,MIRASSOL,90,2P,Igor Formiga,Gabriel Pires,,MIRASSOL,Normal Goal,1492191
01/04/2026,Serie A Brasil,2026,BAHIA,ATLETICO PARANAENSE,3,1P,Everaldo,Jean Lucas,,BAHIA,Normal Goal,1492190
01/04/2026,Serie A Brasil,2026,BAHIA,ATLETICO PARANAENSE,35,1P,Everaldo,Luciano Juba,,BAHIA,Normal Goal,1492190
01/04/2026,Serie A Brasil,2026,BAHIA,ATLETICO PARANAENSE,90,2P,Luciano Juba,,,BAHIA,Normal Goal,1492190
01/04/2026,Serie A Brasil,2026,CRUZEIRO,VITORIA,33,1P,Christian,Matheus Pereira,,CRUZEIRO,Normal Goal,1492195
01/04/2026,Serie A Brasil,2026,CRUZEIRO,VITORIA,36,1P,Kaua Moraes,Matheus Cunha,,CRUZEIRO,Normal Goal,1492195
01/04/2026,Serie A Brasil,2026,CRUZEIRO,VITORIA,39,1P,Kaio Jorge,Christian,,CRUZEIRO,Normal Goal,1492195
01/04/2026,Serie A Brasil,2026,CORITIBA,VASCO DA GAMA,24,1P,Tche Tche,Paulo Henrique,,VASCO DA GAMA,Normal Goal,1492194
01/04/2026,Serie A Brasil,2026,CORITIBA,VASCO DA GAMA,90,2P,A. Saldivia,,,CORITIBA,Own Goal,1492194
02/04/2026,Serie A Brasil,2026,FLUMINENSE,CORINTHIANS,20,1P,John Kennedy,K. Serna,,FLUMINENSE,Normal Goal,1492196
02/04/2026,Serie A Brasil,2026,FLUMINENSE,CORINTHIANS,45,1P,Hercules,,,FLUMINENSE,Normal Goal,1492196
02/04/2026,Serie A Brasil,2026,FLUMINENSE,CORINTHIANS,83,2P,R. Castillo,Martinelli,,FLUMINENSE,Normal Goal,1492196
02/04/2026,Serie A Brasil,2026,FLUMINENSE,CORINTHIANS,89,2P,Andre,,,CORINTHIANS,Normal Goal,1492196
02/04/2026,Serie A Brasil,2026,SANTOS,REMO,40,1P,Thaciano,Neymar,,SANTOS,Normal Goal,1492199
02/04/2026,Serie A Brasil,2026,SANTOS,REMO,82,2P,Moises,G. Escobar,,SANTOS,Normal Goal,1492199
02/04/2026,Serie A Brasil,2026,CHAPECOENSE-SC,ATLETICO-MG,23,1P,Bernard,,,ATLETICO-MG,Normal Goal,1492193
02/04/2026,Serie A Brasil,2026,CHAPECOENSE-SC,ATLETICO-MG,30,1P,Reinier,Hulk,,ATLETICO-MG,Normal Goal,1492193
02/04/2026,Serie A Brasil,2026,CHAPECOENSE-SC,ATLETICO-MG,35,1P,Cuello,Reinier,,ATLETICO-MG,Normal Goal,1492193
02/04/2026,Serie A Brasil,2026,CHAPECOENSE-SC,ATLETICO-MG,90,2P,Dudu,Cuello,,ATLETICO-MG,Normal Goal,1492193
03/04/2026,Serie A Brasil,2026,PALMEIRAS,GREMIO,44,1P,Marlon Freitas,Andreas Pereira,,PALMEIRAS,Normal Goal,1492198
03/04/2026,Serie A Brasil,2026,PALMEIRAS,GREMIO,54,2P,Carlos Vinicius,Gustavo Martins,,GREMIO,Normal Goal,1492198
03/04/2026,Serie A Brasil,2026,PALMEIRAS,GREMIO,72,2P,Marlon Freitas,,,PALMEIRAS,Normal Goal,1492198
03/04/2026,Serie A Brasil,2026,RB BRAGANTINO,FLAMENGO,17,1P,I. Pitta,Juninho Capixaba,,RB BRAGANTINO,Normal Goal,1492192
03/04/2026,Serie A Brasil,2026,RB BRAGANTINO,FLAMENGO,39,1P,Gabriel,H. Mosquera,,RB BRAGANTINO,Normal Goal,1492192
03/04/2026,Serie A Brasil,2026,RB BRAGANTINO,FLAMENGO,55,2P,Lucas Barbosa,A. Sant'Anna,,RB BRAGANTINO,Normal Goal,1492192
04/04/2026,Serie A Brasil,2026,SAO PAULO,CRUZEIRO,12,1P,Jonathan Calleri,,,SAO PAULO,Penalty,1492208
04/04/2026,Serie A Brasil,2026,SAO PAULO,CRUZEIRO,16,1P,Ferreira,Artur,,SAO PAULO,Normal Goal,1492208
04/04/2026,Serie A Brasil,2026,SAO PAULO,CRUZEIRO,47,2P,Christian,K. Arroyo,,CRUZEIRO,Normal Goal,1492208
04/04/2026,Serie A Brasil,2026,SAO PAULO,CRUZEIRO,62,2P,Ferreira,,,SAO PAULO,Normal Goal,1492208
04/04/2026,Serie A Brasil,2026,SAO PAULO,CRUZEIRO,90,2P,Ferreira,Marcos Antonio,,SAO PAULO,Normal Goal,1492208
04/04/2026,Serie A Brasil,2026,CORITIBA,FLUMINENSE,74,2P,Tiago Coser,Josue,,CORITIBA,Normal Goal,1492204
04/04/2026,Serie A Brasil,2026,CORITIBA,FLUMINENSE,81,2P,John Kennedy,Ignacio,,FLUMINENSE,Normal Goal,1492204
05/04/2026,Serie A Brasil,2026,VASCO DA GAMA,BOTAFOGO,61,2P,David,J. Rodriguez,,VASCO DA GAMA,Normal Goal,1492209
05/04/2026,Serie A Brasil,2026,VASCO DA GAMA,BOTAFOGO,66,2P,L. M. Villalba Jaume,,,BOTAFOGO,Normal Goal,1492209
05/04/2026,Serie A Brasil,2026,VASCO DA GAMA,BOTAFOGO,79,2P,Matheus Martins,A. Montoro,,BOTAFOGO,Normal Goal,1492209
05/04/2026,Serie A Brasil,2026,CHAPECOENSE-SC,VITORIA,87,2P,Neto Pessoa,Marcos Vinicius,,CHAPECOENSE-SC,Normal Goal,1492202
05/04/2026,Serie A Brasil,2026,CHAPECOENSE-SC,VITORIA,90,2P,Matheuzinho,,,VITORIA,Penalty,1492202
05/04/2026,Serie A Brasil,2026,FLAMENGO,SANTOS,48,2P,L. Diaz,C. Oliva,,SANTOS,Normal Goal,1492205
05/04/2026,Serie A Brasil,2026,FLAMENGO,SANTOS,64,2P,Pedro,J. Carrascal,,FLAMENGO,Normal Goal,1492205
05/04/2026,Serie A Brasil,2026,FLAMENGO,SANTOS,71,2P,Jorginho,,,FLAMENGO,Penalty,1492205
05/04/2026,Serie A Brasil,2026,FLAMENGO,SANTOS,89,2P,Lucas Paqueta,G. Plata,,FLAMENGO,Normal Goal,1492205
05/04/2026,Serie A Brasil,2026,ATLETICO-MG,ATLETICO PARANAENSE,6,1P,Victor Hugo,,,ATLETICO-MG,Normal Goal,1492200
05/04/2026,Serie A Brasil,2026,ATLETICO-MG,ATLETICO PARANAENSE,80,2P,Gustavo Scarpa,Natanael,,ATLETICO-MG,Normal Goal,1492200
05/04/2026,Serie A Brasil,2026,ATLETICO-MG,ATLETICO PARANAENSE,88,2P,Julimar,Joao Cruz,,ATLETICO PARANAENSE,Normal Goal,1492200
05/04/2026,Serie A Brasil,2026,BAHIA,PALMEIRAS,42,1P,J. Arias,J. Lopez,,PALMEIRAS,Normal Goal,1492201
05/04/2026,Serie A Brasil,2026,BAHIA,PALMEIRAS,58,2P,David Duarte,Everton Ribeiro,,BAHIA,Normal Goal,1492201
05/04/2026,Serie A Brasil,2026,BAHIA,PALMEIRAS,88,2P,S. Ramos,,,PALMEIRAS,Own Goal,1492201
05/04/2026,Serie A Brasil,2026,CORINTHIANS,INTERNACIONAL,78,2P,A. Bernabei,Vitinho,,INTERNACIONAL,Normal Goal,1492203
05/04/2026,Serie A Brasil,2026,MIRASSOL,RB BRAGANTINO,51,2P,I. Pitta,Lucas Barbosa,,RB BRAGANTINO,Normal Goal,1492207
11/04/2026,Serie A Brasil,2026,VITORIA,SAO PAULO,35,1P,Caca,Nathan Mendes,,VITORIA,Normal Goal,1492219
11/04/2026,Serie A Brasil,2026,VITORIA,SAO PAULO,83,2P,Ramon,Baralhas,,VITORIA,Normal Goal,1492219
11/04/2026,Serie A Brasil,2026,REMO,VASCO DA GAMA,54,2P,Andres Gomez,Thiago Mendes,,VASCO DA GAMA,Normal Goal,1492217
11/04/2026,Serie A Brasil,2026,REMO,VASCO DA GAMA,84,2P,Marllon,Diego Hernandez,,REMO,Normal Goal,1492217
11/04/2026,Serie A Brasil,2026,MIRASSOL,BAHIA,14,1P,David Duarte,,,MIRASSOL,Own Goal,1492216
11/04/2026,Serie A Brasil,2026,MIRASSOL,BAHIA,65,2P,Luciano Juba,,,BAHIA,Penalty,1492216
11/04/2026,Serie A Brasil,2026,MIRASSOL,BAHIA,89,2P,M. Sanabria,,,BAHIA,Normal Goal,1492216
11/04/2026,Serie A Brasil,2026,SANTOS,ATLETICO-MG,63,2P,Moises,Gabriel Barbosa,,SANTOS,Normal Goal,1492218
12/04/2026,Serie A Brasil,2026,ATLETICO PARANAENSE,CHAPECOENSE-SC,57,2P,S. Mendoza,,,ATLETICO PARANAENSE,Normal Goal,1492210
12/04/2026,Serie A Brasil,2026,ATLETICO PARANAENSE,CHAPECOENSE-SC,81,2P,K. Viveros,Joao Cruz,,ATLETICO PARANAENSE,Normal Goal,1492210
12/04/2026,Serie A Brasil,2026,BOTAFOGO,CORITIBA,33,1P,Breno Lopes,Josue,,CORITIBA,Normal Goal,1492211
12/04/2026,Serie A Brasil,2026,BOTAFOGO,CORITIBA,55,2P,Danilo,Vitinho,,BOTAFOGO,Normal Goal,1492211
12/04/2026,Serie A Brasil,2026,BOTAFOGO,CORITIBA,77,2P,Arthur Cabral,Edenilson,,BOTAFOGO,Normal Goal,1492211
12/04/2026,Serie A Brasil,2026,BOTAFOGO,CORITIBA,79,2P,J. Lavega,,,CORITIBA,Normal Goal,1492211
12/04/2026,Serie A Brasil,2026,FLUMINENSE,FLAMENGO,7,1P,Pedro,Samuel Lino,,FLAMENGO,Normal Goal,1492214
12/04/2026,Serie A Brasil,2026,FLUMINENSE,FLAMENGO,51,2P,Pedro,Samuel Lino,,FLAMENGO,Normal Goal,1492214
12/04/2026,Serie A Brasil,2026,FLUMINENSE,FLAMENGO,76,2P,J. Savarino,,,FLUMINENSE,Normal Goal,1492214
12/04/2026,Serie A Brasil,2026,CRUZEIRO,RB BRAGANTINO,6,1P,A. Hurtado,I. Pitta,,RB BRAGANTINO,Normal Goal,1492213
12/04/2026,Serie A Brasil,2026,CRUZEIRO,RB BRAGANTINO,18,1P,N. Villarreal,Fagner,,CRUZEIRO,Normal Goal,1492213
12/04/2026,Serie A Brasil,2026,CRUZEIRO,RB BRAGANTINO,49,2P,Christian,K. Arroyo,,CRUZEIRO,Normal Goal,1492213
18/04/2026,Serie A Brasil,2026,CHAPECOENSE-SC,BOTAFOGO,10,1P,Edenilson,Alex Telles,,BOTAFOGO,Normal Goal,1492221
18/04/2026,Serie A Brasil,2026,CHAPECOENSE-SC,BOTAFOGO,14,1P,Matheus Martins,Danilo,,BOTAFOGO,Normal Goal,1492221
18/04/2026,Serie A Brasil,2026,CHAPECOENSE-SC,BOTAFOGO,20,1P,Edenilson,Vitinho,,BOTAFOGO,Normal Goal,1492221
18/04/2026,Serie A Brasil,2026,CHAPECOENSE-SC,BOTAFOGO,45,1P,Marcinho,Y. Bolasie,,CHAPECOENSE-SC,Normal Goal,1492221
18/04/2026,Serie A Brasil,2026,CHAPECOENSE-SC,BOTAFOGO,80,2P,Matheus Martins,J. Correa,,BOTAFOGO,Normal Goal,1492221
18/04/2026,Serie A Brasil,2026,VASCO DA GAMA,SAO PAULO,10,1P,Luciano,,,SAO PAULO,Normal Goal,1492228
18/04/2026,Serie A Brasil,2026,VASCO DA GAMA,SAO PAULO,72,2P,J. Rodriguez,,,VASCO DA GAMA,Penalty,1492228
18/04/2026,Serie A Brasil,2026,VASCO DA GAMA,SAO PAULO,88,2P,Andres Gomez,Brenner,,VASCO DA GAMA,Normal Goal,1492228
18/04/2026,Serie A Brasil,2026,CRUZEIRO,GREMIO,51,2P,Christian,Gerson,,CRUZEIRO,Normal Goal,1492223
18/04/2026,Serie A Brasil,2026,CRUZEIRO,GREMIO,66,2P,L. Romero,Matheus Pereira,,CRUZEIRO,Normal Goal,1492223
19/04/2026,Serie A Brasil,2026,INTERNACIONAL,MIRASSOL,22,1P,Lucas Oliveira,Alesson,,MIRASSOL,Normal Goal,1492225
19/04/2026,Serie A Brasil,2026,INTERNACIONAL,MIRASSOL,45,1P,Andre Luis,Alesson,,MIRASSOL,Normal Goal,1492225
19/04/2026,Serie A Brasil,2026,INTERNACIONAL,MIRASSOL,90,2P,Alan Patrick,R. Borre,,INTERNACIONAL,Normal Goal,1492225
19/04/2026,Serie A Brasil,2026,SANTOS,FLUMINENSE,9,1P,Gabriel Barbosa,,,SANTOS,Normal Goal,1492227
19/04/2026,Serie A Brasil,2026,SANTOS,FLUMINENSE,24,1P,J. Savarino,R. Castillo,,FLUMINENSE,Normal Goal,1492227
19/04/2026,Serie A Brasil,2026,SANTOS,FLUMINENSE,57,2P,A. Barreal,Gabriel Barbosa,,SANTOS,Normal Goal,1492227
19/04/2026,Serie A Brasil,2026,SANTOS,FLUMINENSE,60,2P,R. Castillo,Guga,,FLUMINENSE,Normal Goal,1492227
19/04/2026,Serie A Brasil,2026,SANTOS,FLUMINENSE,86,2P,John Kennedy,Guga,,FLUMINENSE,Normal Goal,1492227
19/04/2026,Serie A Brasil,2026,CORITIBA,ATLETICO-MG,7,1P,Breno Lopes,,,CORITIBA,Normal Goal,1492222
19/04/2026,Serie A Brasil,2026,CORITIBA,ATLETICO-MG,58,2P,Pedro Rocha,,,CORITIBA,Normal Goal,1492222
19/04/2026,Serie A Brasil,2026,PALMEIRAS,ATLETICO PARANAENSE,15,1P,G. Gomez,,,PALMEIRAS,Normal Goal,1492226
19/04/2026,Serie A Brasil,2026,RB BRAGANTINO,REMO,19,1P,I. Pitta,,,RB BRAGANTINO,Normal Goal,1492220
19/04/2026,Serie A Brasil,2026,RB BRAGANTINO,REMO,28,1P,Gabriel Taliari,,,REMO,Normal Goal,1492220
19/04/2026,Serie A Brasil,2026,RB BRAGANTINO,REMO,37,1P,I. Pitta,Matheus Fernandes,,RB BRAGANTINO,Normal Goal,1492220
19/04/2026,Serie A Brasil,2026,RB BRAGANTINO,REMO,39,1P,Marcelinho,Jaja,,REMO,Normal Goal,1492220
19/04/2026,Serie A Brasil,2026,RB BRAGANTINO,REMO,47,2P,D. Tchamba,,,RB BRAGANTINO,Own Goal,1492220
19/04/2026,Serie A Brasil,2026,RB BRAGANTINO,REMO,51,2P,D. Tchamba,,,RB BRAGANTINO,Own Goal,1492220
19/04/2026,Serie A Brasil,2026,FLAMENGO,BAHIA,17,1P,G. de Arrascaeta,Pedro,,FLAMENGO,Normal Goal,1492224
19/04/2026,Serie A Brasil,2026,FLAMENGO,BAHIA,80,2P,Lucas Paqueta,S. Niguez,,FLAMENGO,Normal Goal,1492224
25/04/2026,Serie A Brasil,2026,BAHIA,SANTOS,22,1P,B. Rollheiser,,,SANTOS,Penalty,1492232
25/04/2026,Serie A Brasil,2026,BAHIA,SANTOS,45,1P,B. Rollheiser,,,SANTOS,Penalty,1492232
25/04/2026,Serie A Brasil,2026,BAHIA,SANTOS,76,2P,Luciano Juba,,,BAHIA,Normal Goal,1492232
25/04/2026,Serie A Brasil,2026,BAHIA,SANTOS,83,2P,Willian Jose,Erick Pulga,,BAHIA,Normal Goal,1492232
25/04/2026,Serie A Brasil,2026,BOTAFOGO,INTERNACIONAL,54,2P,Danilo,M. Ponte,,BOTAFOGO,Normal Goal,1492233
25/04/2026,Serie A Brasil,2026,BOTAFOGO,INTERNACIONAL,59,2P,J. Carbonero,Alerrandro,,INTERNACIONAL,Normal Goal,1492233
25/04/2026,Serie A Brasil,2026,BOTAFOGO,INTERNACIONAL,66,2P,C. Medina,,,BOTAFOGO,Normal Goal,1492233
25/04/2026,Serie A Brasil,2026,BOTAFOGO,INTERNACIONAL,74,2P,A. Bernabei,,,INTERNACIONAL,Normal Goal,1492233
25/04/2026,Serie A Brasil,2026,REMO,CRUZEIRO,34,1P,K. Arroyo,Bruno Rodrigues,,CRUZEIRO,Normal Goal,1492238
26/04/2026,Serie A Brasil,2026,SAO PAULO,MIRASSOL,76,2P,Luciano,Wendell,,SAO PAULO,Normal Goal,1492239
26/04/2026,Serie A Brasil,2026,GREMIO,CORITIBA,43,1P,Gabriel Mec,J. Enamorado,,GREMIO,Normal Goal,1492237
26/04/2026,Serie A Brasil,2026,CORINTHIANS,VASCO DA GAMA,38,1P,Matheus Bidu,R. Garro,,CORINTHIANS,Normal Goal,1492235
26/04/2026,Serie A Brasil,2026,ATLETICO PARANAENSE,VITORIA,22,1P,Rene,Matheuzinho,,VITORIA,Normal Goal,1492230
26/04/2026,Serie A Brasil,2026,ATLETICO PARANAENSE,VITORIA,34,1P,K. Viveros,,,ATLETICO PARANAENSE,Penalty,1492230
26/04/2026,Serie A Brasil,2026,ATLETICO PARANAENSE,VITORIA,90,2P,K. Viveros,,,ATLETICO PARANAENSE,Normal Goal,1492230
26/04/2026,Serie A Brasil,2026,ATLETICO PARANAENSE,VITORIA,90,2P,Luiz Gustavo,G. Benavidez,,ATLETICO PARANAENSE,Normal Goal,1492230
26/04/2026,Serie A Brasil,2026,RB BRAGANTINO,PALMEIRAS,21,1P,J. Lopez,R. Sosa,,PALMEIRAS,Normal Goal,1492234
26/04/2026,Serie A Brasil,2026,FLUMINENSE,CHAPECOENSE-SC,56,2P,J. Savarino,,,FLUMINENSE,Penalty,1492236
26/04/2026,Serie A Brasil,2026,FLUMINENSE,CHAPECOENSE-SC,78,2P,Enio,Marcinho,,CHAPECOENSE-SC,Normal Goal,1492236
26/04/2026,Serie A Brasil,2026,FLUMINENSE,CHAPECOENSE-SC,86,2P,John Kennedy,Alisson,,FLUMINENSE,Normal Goal,1492236
26/04/2026,Serie A Brasil,2026,ATLETICO-MG,FLAMENGO,8,1P,Pedro,Samuel Lino,,FLAMENGO,Normal Goal,1492231
26/04/2026,Serie A Brasil,2026,ATLETICO-MG,FLAMENGO,31,1P,G. Plata,Samuel Lino,,FLAMENGO,Normal Goal,1492231
26/04/2026,Serie A Brasil,2026,ATLETICO-MG,FLAMENGO,45,1P,G. de Arrascaeta,G. Varela,,FLAMENGO,Normal Goal,1492231
26/04/2026,Serie A Brasil,2026,ATLETICO-MG,FLAMENGO,84,2P,Pedro,Evertton Araujo,,FLAMENGO,Normal Goal,1492231
02/05/2026,Serie A Brasil,2026,BOTAFOGO,REMO,13,1P,N. Ferraresi,Alex Telles,,BOTAFOGO,Normal Goal,1492241
02/05/2026,Serie A Brasil,2026,BOTAFOGO,REMO,70,2P,Alef Manga,,,REMO,Normal Goal,1492241
02/05/2026,Serie A Brasil,2026,BOTAFOGO,REMO,90,2P,Jaja,,,REMO,Normal Goal,1492241
02/05/2026,Serie A Brasil,2026,PALMEIRAS,SANTOS,26,1P,B. Rollheiser,,,SANTOS,Normal Goal,1492247
02/05/2026,Serie A Brasil,2026,PALMEIRAS,SANTOS,64,2P,J. Lopez,Andreas Pereira,,PALMEIRAS,Normal Goal,1492247
02/05/2026,Serie A Brasil,2026,VITORIA,CORITIBA,15,1P,Rene,Luan Candido,,VITORIA,Normal Goal,1492249
02/05/2026,Serie A Brasil,2026,VITORIA,CORITIBA,28,1P,Ze Vitor,Erick,,VITORIA,Normal Goal,1492249
02/05/2026,Serie A Brasil,2026,VITORIA,CORITIBA,45,1P,Pedro Rocha,Tinga,,CORITIBA,Normal Goal,1492249
02/05/2026,Serie A Brasil,2026,VITORIA,CORITIBA,55,2P,D. Tarzia,Rene,,VITORIA,Normal Goal,1492249
02/05/2026,Serie A Brasil,2026,VITORIA,CORITIBA,61,2P,Erick,,,VITORIA,Penalty,1492249
03/05/2026,Serie A Brasil,2026,CRUZEIRO,ATLETICO-MG,12,1P,A. Minda,M. Cassierra,,ATLETICO-MG,Normal Goal,1492243
03/05/2026,Serie A Brasil,2026,CRUZEIRO,ATLETICO-MG,32,1P,Maycon,,,ATLETICO-MG,Penalty,1492243
03/05/2026,Serie A Brasil,2026,CRUZEIRO,ATLETICO-MG,72,2P,M. Cassierra,R. Lodi,,ATLETICO-MG,Normal Goal,1492243
03/05/2026,Serie A Brasil,2026,CRUZEIRO,ATLETICO-MG,86,2P,Kaio Jorge,,,CRUZEIRO,Penalty,1492243
03/05/2026,Serie A Brasil,2026,SAO PAULO,BAHIA,17,1P,Artur,Wendell,,SAO PAULO,Normal Goal,1492248
03/05/2026,Serie A Brasil,2026,SAO PAULO,BAHIA,62,2P,Luciano Juba,Everton Ribeiro,,BAHIA,Normal Goal,1492248
03/05/2026,Serie A Brasil,2026,SAO PAULO,BAHIA,73,2P,Ferreira,Jonathan Calleri,,SAO PAULO,Normal Goal,1492248
03/05/2026,Serie A Brasil,2026,SAO PAULO,BAHIA,90,2P,Erick,,,BAHIA,Normal Goal,1492248
03/05/2026,Serie A Brasil,2026,FLAMENGO,VASCO DA GAMA,8,1P,Pedro,G. Plata,,FLAMENGO,Normal Goal,1492244
03/05/2026,Serie A Brasil,2026,FLAMENGO,VASCO DA GAMA,60,2P,Jorginho,,,FLAMENGO,Penalty,1492244
03/05/2026,Serie A Brasil,2026,FLAMENGO,VASCO DA GAMA,84,2P,Robert Renan,N. Moreira,,VASCO DA GAMA,Normal Goal,1492244
03/05/2026,Serie A Brasil,2026,FLAMENGO,VASCO DA GAMA,90,2P,Hugo Moura,C. Cuesta,,VASCO DA GAMA,Normal Goal,1492244
03/05/2026,Serie A Brasil,2026,INTERNACIONAL,FLUMINENSE,39,1P,A. Bernabei,Alerrandro,,INTERNACIONAL,Normal Goal,1492245
03/05/2026,Serie A Brasil,2026,INTERNACIONAL,FLUMINENSE,49,2P,Alerrandro,,,INTERNACIONAL,Normal Goal,1492245
03/05/2026,Serie A Brasil,2026,CHAPECOENSE-SC,RB BRAGANTINO,23,1P,Y. Bolasie,Bruno Pacheco,,CHAPECOENSE-SC,Normal Goal,1492242
03/05/2026,Serie A Brasil,2026,CHAPECOENSE-SC,RB BRAGANTINO,41,1P,Gabriel,,,RB BRAGANTINO,Normal Goal,1492242
03/05/2026,Serie A Brasil,2026,CHAPECOENSE-SC,RB BRAGANTINO,73,2P,Lucas Barbosa,Gustavo Neves,,RB BRAGANTINO,Normal Goal,1492242
03/05/2026,Serie A Brasil,2026,MIRASSOL,CORINTHIANS,23,1P,Carlos Eduardo,,,MIRASSOL,Penalty,1492246
03/05/2026,Serie A Brasil,2026,MIRASSOL,CORINTHIANS,33,1P,Edson Carioca,Carlos Eduardo,,MIRASSOL,Normal Goal,1492246
03/05/2026,Serie A Brasil,2026,MIRASSOL,CORINTHIANS,80,2P,Dieguinho,Z. Labyad,,CORINTHIANS,Normal Goal,1492246
09/05/2026,Serie A Brasil,2026,CORITIBA,INTERNACIONAL,28,1P,J. Lavega,Josue,,CORITIBA,Normal Goal,1492253
09/05/2026,Serie A Brasil,2026,CORITIBA,INTERNACIONAL,69,2P,R. Borre,,,INTERNACIONAL,Normal Goal,1492253
09/05/2026,Serie A Brasil,2026,CORITIBA,INTERNACIONAL,84,2P,Rodrigo Moledo,Tinga,,CORITIBA,Normal Goal,1492253
09/05/2026,Serie A Brasil,2026,CORITIBA,INTERNACIONAL,90,2P,F. Torres,,,INTERNACIONAL,Normal Goal,1492253
09/05/2026,Serie A Brasil,2026,FLUMINENSE,VITORIA,36,1P,John Kennedy,,,FLUMINENSE,Normal Goal,1492254
09/05/2026,Serie A Brasil,2026,FLUMINENSE,VITORIA,63,2P,Renato Kayzer,,,VITORIA,Penalty,1492254
09/05/2026,Serie A Brasil,2026,FLUMINENSE,VITORIA,67,2P,Rene,Renato Kayzer,,VITORIA,Normal Goal,1492254
09/05/2026,Serie A Brasil,2026,FLUMINENSE,VITORIA,90,2P,K. Serna,John Kennedy,,FLUMINENSE,Normal Goal,1492254
