Date,League,Season,HomeTeam,AwayTeam,minuto,parte,goleador,asistente,jugador_tarjeta,equipo,tipo,fixture_id
09/11/2025,V-League Vietnam,2026/2027,Song Lam Nghe An,Binh Duong,69,2P,R. Moore,,,Song Lam Nghe An,Normal Goal,1457904
09/11/2025,V-League Vietnam,2026/2027,Ho Chi Minh,Phu Dong,9,1P,Le Hai Duc,,,Phu Dong,Normal Goal,1457905
09/11/2025,V-League Vietnam,2026/2027,Ho Chi Minh,Phu Dong,12,1P,V. H. Voo Huu,,,Ho Chi Minh,Normal Goal,1457905
09/11/2025,V-League Vietnam,2026/2027,Ho Chi Minh,Phu Dong,19,1P,L. Williams,,,Ho Chi Minh,Normal Goal,1457905
09/11/2025,V-League Vietnam,2026/2027,Ho Chi Minh,Phu Dong,45,1P,Nguyen Duc Phu,,,Ho Chi Minh,Normal Goal,1457905
09/11/2025,V-League Vietnam,2026/2027,Ho Chi Minh,Phu Dong,45,1P,Nguyen Hoang Duc,,,Phu Dong,Normal Goal,1457905
09/11/2025,V-League Vietnam,2026/2027,Ho Chi Minh,Phu Dong,50,2P,Gustavo Henrique,,,Phu Dong,Normal Goal,1457905
09/11/2025,V-League Vietnam,2026/2027,Ho Chi Minh,Phu Dong,89,2P,Le Quang Hung,,,Phu Dong,Own Goal,1457905
10/11/2025,V-League Vietnam,2026/2027,Nam Dinh,Ha Noi,7,1P,Lucas,,,Nam Dinh,Normal Goal,1457906
10/11/2025,V-League Vietnam,2026/2027,Nam Dinh,Ha Noi,32,1P,X. M. Pham,,,Ha Noi,Normal Goal,1457906
10/11/2025,V-League Vietnam,2026/2027,Công An Nhân Dân,Hồng Lĩnh Hà Tĩnh,25,1P,Pham Minh Phuc,,,Công An Nhân Dân,Normal Goal,1457907
10/11/2025,V-League Vietnam,2026/2027,Công An Nhân Dân,Hồng Lĩnh Hà Tĩnh,51,2P,China,,,Công An Nhân Dân,Normal Goal,1457907
10/11/2025,V-League Vietnam,2026/2027,Công An Nhân Dân,Hồng Lĩnh Hà Tĩnh,81,2P,Nguyen Quang Hai,,,Công An Nhân Dân,Normal Goal,1457907
18/12/2025,V-League Vietnam,2026/2027,Hoang Anh Gia Lai,Công An Nhân Dân,17,1P,Leo Artur,,,Công An Nhân Dân,Normal Goal,1429352
18/12/2025,V-League Vietnam,2026/2027,Hoang Anh Gia Lai,Công An Nhân Dân,42,1P,S. Mauk,,,Công An Nhân Dân,Normal Goal,1429352
18/12/2025,V-League Vietnam,2026/2027,Hoang Anh Gia Lai,Công An Nhân Dân,58,2P,Phan Van Duc,,,Công An Nhân Dân,Normal Goal,1429352
18/12/2025,V-League Vietnam,2026/2027,Hoang Anh Gia Lai,Công An Nhân Dân,81,2P,Gabriel Conceicao,,,Hoang Anh Gia Lai,Penalty,1429352
31/01/2026,V-League Vietnam,2026/2027,Hai Phong,Viettel,33,1P,Lucao,,,Viettel,Normal Goal,1457909
31/01/2026,V-League Vietnam,2026/2027,Hai Phong,Viettel,57,2P,J. Tagueu,,,Hai Phong,Normal Goal,1457909
31/01/2026,V-League Vietnam,2026/2027,Hai Phong,Viettel,68,2P,Lucao,,,Viettel,Normal Goal,1457909
31/01/2026,V-League Vietnam,2026/2027,Song Lam Nghe An,Ha Noi,8,1P,H. L. Nguyen,,,Ha Noi,Normal Goal,1457910
31/01/2026,V-League Vietnam,2026/2027,Song Lam Nghe An,Ha Noi,26,1P,Do Hung Dung,,,Ha Noi,Normal Goal,1457910
31/01/2026,V-League Vietnam,2026/2027,Song Lam Nghe An,Ha Noi,62,2P,Daniel Passira,,,Ha Noi,Normal Goal,1457910
31/01/2026,V-League Vietnam,2026/2027,Song Lam Nghe An,Ha Noi,89,2P,Tran Manh Quynh,,,Song Lam Nghe An,Normal Goal,1457910
01/02/2026,V-League Vietnam,2026/2027,Hoang Anh Gia Lai,Da Nang,55,2P,Gabriel Conceicao,,,Hoang Anh Gia Lai,Normal Goal,1457911
01/02/2026,V-League Vietnam,2026/2027,Thanh Hóa,Nam Dinh,6,1P,Lam Ti Phong,,,Nam Dinh,Normal Goal,1457912
01/02/2026,V-League Vietnam,2026/2027,Thanh Hóa,Nam Dinh,29,1P,Brenner,,,Nam Dinh,Normal Goal,1457912
01/02/2026,V-League Vietnam,2026/2027,Thanh Hóa,Nam Dinh,38,1P,Nguyen Dinh Huyen,,,Thanh Hóa,Normal Goal,1457912
01/02/2026,V-League Vietnam,2026/2027,Thanh Hóa,Nam Dinh,79,2P,Duong Thanh Hao,,,Thanh Hóa,Own Goal,1457912
01/02/2026,V-League Vietnam,2026/2027,Pho Hien,Ho Chi Minh,24,1P,L. Williams,,,Ho Chi Minh,Normal Goal,1457913
01/02/2026,V-League Vietnam,2026/2027,Pho Hien,Ho Chi Minh,58,2P,K. Ngo,,,Ho Chi Minh,Normal Goal,1457913
01/02/2026,V-League Vietnam,2026/2027,Pho Hien,Ho Chi Minh,80,2P,H. Van,,,Pho Hien,Normal Goal,1457913
01/02/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Phu Dong,2,1P,Geovane,,,Phu Dong,Normal Goal,1457914
01/02/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Phu Dong,30,1P,Alan Grafite,,,Công An Nhân Dân,Normal Goal,1457914
01/02/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Phu Dong,36,1P,Alan Grafite,,,Công An Nhân Dân,Penalty,1457914
01/02/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Phu Dong,45,1P,Alan Grafite,,,Công An Nhân Dân,Normal Goal,1457914
01/02/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Phu Dong,55,2P,Nguyen Do Chung,,,Phu Dong,Normal Goal,1457914
07/02/2026,V-League Vietnam,2026/2027,Binh Duong,Pho Hien,18,1P,Ho Tan Tai,,,Binh Duong,Normal Goal,1457917
07/02/2026,V-League Vietnam,2026/2027,Binh Duong,Pho Hien,23,1P,S. Olaleye,,,Pho Hien,Normal Goal,1457917
07/02/2026,V-League Vietnam,2026/2027,Binh Duong,Pho Hien,59,2P,Thai Ba Dat,,,Pho Hien,Normal Goal,1457917
07/02/2026,V-League Vietnam,2026/2027,Phu Dong,Hoang Anh Gia Lai,16,1P,Nguyen Minh Tam,,,Hoang Anh Gia Lai,Normal Goal,1457915
07/02/2026,V-League Vietnam,2026/2027,Phu Dong,Hoang Anh Gia Lai,64,2P,Geovane,,,Phu Dong,Normal Goal,1457915
07/02/2026,V-League Vietnam,2026/2027,Phu Dong,Hoang Anh Gia Lai,85,2P,Marciel,,,Hoang Anh Gia Lai,Normal Goal,1457915
07/02/2026,V-League Vietnam,2026/2027,Ha Noi,Hai Phong,10,1P,D. Fisher,,,Ha Noi,Normal Goal,1457916
07/02/2026,V-League Vietnam,2026/2027,Ha Noi,Hai Phong,80,2P,Hen Do Hoang,,,Ha Noi,Normal Goal,1457916
08/02/2026,V-League Vietnam,2026/2027,Ho Chi Minh,Thanh Hóa,9,1P,D. Thongkhamsavath,,,Thanh Hóa,Normal Goal,1457918
08/02/2026,V-League Vietnam,2026/2027,Ho Chi Minh,Thanh Hóa,14,1P,P. Makrillos,,,Ho Chi Minh,Normal Goal,1457918
08/02/2026,V-League Vietnam,2026/2027,Ho Chi Minh,Thanh Hóa,76,2P,D. Thongkhamsavath,,,Thanh Hóa,Normal Goal,1457918
08/02/2026,V-League Vietnam,2026/2027,Viettel,Song Lam Nghe An,3,1P,J. Garcia,,,Song Lam Nghe An,Normal Goal,1457919
08/02/2026,V-League Vietnam,2026/2027,Viettel,Song Lam Nghe An,20,1P,Lucao,,,Viettel,Normal Goal,1457919
08/02/2026,V-League Vietnam,2026/2027,Viettel,Song Lam Nghe An,55,2P,M. Olaha,,,Song Lam Nghe An,Penalty,1457919
08/02/2026,V-League Vietnam,2026/2027,Viettel,Song Lam Nghe An,84,2P,R. Moore,,,Song Lam Nghe An,Normal Goal,1457919
08/02/2026,V-League Vietnam,2026/2027,Viettel,Song Lam Nghe An,90,2P,M. Olaha,,,Song Lam Nghe An,Penalty,1457919
09/02/2026,V-League Vietnam,2026/2027,Nam Dinh,Hồng Lĩnh Hà Tĩnh,4,1P,P. Tau,,,Nam Dinh,Normal Goal,1457920
09/02/2026,V-League Vietnam,2026/2027,Nam Dinh,Hồng Lĩnh Hà Tĩnh,90,2P,Balotelli,,,Hồng Lĩnh Hà Tĩnh,Normal Goal,1457920
24/02/2026,V-League Vietnam,2026/2027,Thanh Hóa,Công An Nhân Dân,28,1P,D. Thongkhamsavath,,,Thanh Hóa,Normal Goal,1457922
24/02/2026,V-League Vietnam,2026/2027,Thanh Hóa,Công An Nhân Dân,56,2P,Alan Grafite,,,Công An Nhân Dân,Penalty,1457922
24/02/2026,V-League Vietnam,2026/2027,Thanh Hóa,Công An Nhân Dân,65,2P,Doan Van Hau,,,Công An Nhân Dân,Normal Goal,1457922
24/02/2026,V-League Vietnam,2026/2027,Thanh Hóa,Công An Nhân Dân,80,2P,Alan Grafite,,,Công An Nhân Dân,Normal Goal,1457922
24/02/2026,V-League Vietnam,2026/2027,Viettel,Nam Dinh,69,2P,Le Quoc Nhat Nam,,,Viettel,Normal Goal,1457923
28/02/2026,V-League Vietnam,2026/2027,Da Nang,Pho Hien,10,1P,H. P. Nguyen,,,Da Nang,Normal Goal,1518019
28/02/2026,V-League Vietnam,2026/2027,Da Nang,Pho Hien,80,2P,Ribamar,,,Da Nang,Normal Goal,1518019
28/02/2026,V-League Vietnam,2026/2027,Da Nang,Pho Hien,88,2P,Nguyen Duc Anh,,,Da Nang,Normal Goal,1518019
28/02/2026,V-League Vietnam,2026/2027,Hồng Lĩnh Hà Tĩnh,Song Lam Nghe An,21,1P,M. Olaha,,,Song Lam Nghe An,Normal Goal,1518020
28/02/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Hoang Anh Gia Lai,40,1P,Marciel,,,Hoang Anh Gia Lai,Normal Goal,1518021
28/02/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Hoang Anh Gia Lai,76,2P,Pham Minh Phuc,,,Công An Nhân Dân,Normal Goal,1518021
28/02/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Hoang Anh Gia Lai,82,2P,China,,,Công An Nhân Dân,Normal Goal,1518021
28/02/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Hoang Anh Gia Lai,90,2P,China,,,Công An Nhân Dân,Normal Goal,1518021
01/03/2026,V-League Vietnam,2026/2027,Hai Phong,Thanh Hóa,54,2P,J. Tagueu,,,Hai Phong,Normal Goal,1518022
01/03/2026,V-League Vietnam,2026/2027,Hai Phong,Thanh Hóa,59,2P,Nguyen Van Tung,,,Thanh Hóa,Normal Goal,1518022
01/03/2026,V-League Vietnam,2026/2027,Hai Phong,Thanh Hóa,62,2P,J. Tagueu,,,Hai Phong,Normal Goal,1518022
01/03/2026,V-League Vietnam,2026/2027,Hai Phong,Thanh Hóa,63,2P,Luiz Antonio,,,Hai Phong,Normal Goal,1518022
01/03/2026,V-League Vietnam,2026/2027,Hai Phong,Thanh Hóa,73,2P,Nguyen Van Tung,,,Thanh Hóa,Normal Goal,1518022
01/03/2026,V-League Vietnam,2026/2027,Hai Phong,Thanh Hóa,82,2P,R. Gordon,,,Thanh Hóa,Normal Goal,1518022
01/03/2026,V-League Vietnam,2026/2027,Nam Dinh,Phu Dong,9,1P,Do Thanh Thinh,,,Phu Dong,Normal Goal,1518023
01/03/2026,V-League Vietnam,2026/2027,Nam Dinh,Phu Dong,33,1P,Nguyen Hoang Duc,,,Phu Dong,Normal Goal,1518023
01/03/2026,V-League Vietnam,2026/2027,Nam Dinh,Phu Dong,42,1P,C. Akolo,,,Nam Dinh,Normal Goal,1518023
01/03/2026,V-League Vietnam,2026/2027,Nam Dinh,Phu Dong,74,2P,Rafaelson,,,Nam Dinh,Normal Goal,1518023
01/03/2026,V-League Vietnam,2026/2027,Nam Dinh,Phu Dong,81,2P,K. Pham Ba,,,Nam Dinh,Normal Goal,1518023
01/03/2026,V-League Vietnam,2026/2027,Ho Chi Minh,Binh Duong,69,2P,Nguyen Tran Viet Cuong,,,Binh Duong,Penalty,1518024
01/03/2026,V-League Vietnam,2026/2027,Viettel,Ha Noi,40,1P,Nguyen Huu Thang,,,Viettel,Normal Goal,1518025
06/03/2026,V-League Vietnam,2026/2027,Thanh Hóa,Hồng Lĩnh Hà Tĩnh,90,2P,Helerson,,,Hồng Lĩnh Hà Tĩnh,Normal Goal,1518026
07/03/2026,V-League Vietnam,2026/2027,Hoang Anh Gia Lai,Ho Chi Minh,45,1P,K. Ngo,,,Ho Chi Minh,Normal Goal,1518027
07/03/2026,V-League Vietnam,2026/2027,Song Lam Nghe An,Hai Phong,48,2P,R. Moore,,,Song Lam Nghe An,Normal Goal,1518029
07/03/2026,V-League Vietnam,2026/2027,Phu Dong,Da Nang,21,1P,Nguyen Duc Anh,,,Phu Dong,Own Goal,1518028
07/03/2026,V-League Vietnam,2026/2027,Phu Dong,Da Nang,70,2P,Ribamar,,,Da Nang,Normal Goal,1518028
08/03/2026,V-League Vietnam,2026/2027,Binh Duong,Viettel,3,1P,Khuat Van Khang,,,Viettel,Normal Goal,1518030
08/03/2026,V-League Vietnam,2026/2027,Binh Duong,Viettel,9,1P,N. T. Long P.,,,Binh Duong,Normal Goal,1518030
08/03/2026,V-League Vietnam,2026/2027,Binh Duong,Viettel,42,1P,Lucao,,,Viettel,Normal Goal,1518030
08/03/2026,V-League Vietnam,2026/2027,Binh Duong,Viettel,80,2P,Wesley Nata,,,Viettel,Normal Goal,1518030
08/03/2026,V-League Vietnam,2026/2027,Pho Hien,Nam Dinh,90,2P,Lucas,,,Nam Dinh,Normal Goal,1518031
08/03/2026,V-League Vietnam,2026/2027,Ha Noi,Công An Nhân Dân,27,1P,Hendrio,,,Ha Noi,Normal Goal,1518032
08/03/2026,V-League Vietnam,2026/2027,Ha Noi,Công An Nhân Dân,74,2P,Hendrio,,,Ha Noi,Penalty,1518032
08/03/2026,V-League Vietnam,2026/2027,Ha Noi,Công An Nhân Dân,90,2P,Leo Artur,,,Công An Nhân Dân,Penalty,1518032
13/03/2026,V-League Vietnam,2026/2027,Da Nang,Hoang Anh Gia Lai,11,1P,Pham Dinh Duy,,,Da Nang,Normal Goal,1518033
13/03/2026,V-League Vietnam,2026/2027,Da Nang,Hoang Anh Gia Lai,61,2P,Jairo Rodrigues,,,Hoang Anh Gia Lai,Normal Goal,1518033
13/03/2026,V-League Vietnam,2026/2027,Da Nang,Hoang Anh Gia Lai,67,2P,G. B. Tran,,,Hoang Anh Gia Lai,Normal Goal,1518033
13/03/2026,V-League Vietnam,2026/2027,Da Nang,Hoang Anh Gia Lai,73,2P,Jairo Rodrigues,,,Da Nang,Own Goal,1518033
13/03/2026,V-League Vietnam,2026/2027,Da Nang,Hoang Anh Gia Lai,85,2P,Jairo Rodrigues,,,Hoang Anh Gia Lai,Normal Goal,1518033
13/03/2026,V-League Vietnam,2026/2027,Da Nang,Hoang Anh Gia Lai,90,2P,V. S. Vu,,,Da Nang,Normal Goal,1518033
13/03/2026,V-League Vietnam,2026/2027,Nam Dinh,Thanh Hóa,78,2P,C. Akolo,,,Nam Dinh,Normal Goal,1518034
13/03/2026,V-League Vietnam,2026/2027,Ha Noi,Song Lam Nghe An,68,2P,D. Fisher,,,Ha Noi,Normal Goal,1518035
13/03/2026,V-League Vietnam,2026/2027,Ha Noi,Song Lam Nghe An,72,2P,H. L. Nguyen,,,Ha Noi,Normal Goal,1518035
13/03/2026,V-League Vietnam,2026/2027,Ha Noi,Song Lam Nghe An,90,2P,Nguyen Van Quyet,,,Ha Noi,Penalty,1518035
14/03/2026,V-League Vietnam,2026/2027,Binh Duong,Hồng Lĩnh Hà Tĩnh,70,2P,Ngo Tung Quoc,,,Binh Duong,Normal Goal,1518036
14/03/2026,V-League Vietnam,2026/2027,Binh Duong,Hồng Lĩnh Hà Tĩnh,86,2P,H. Alves,,,Binh Duong,Normal Goal,1518036
14/03/2026,V-League Vietnam,2026/2027,Phu Dong,Công An Nhân Dân,2,1P,Alan Grafite,,,Công An Nhân Dân,Normal Goal,1518039
14/03/2026,V-League Vietnam,2026/2027,Phu Dong,Công An Nhân Dân,63,2P,Le Pham Thanh Long,,,Công An Nhân Dân,Normal Goal,1518039
14/03/2026,V-League Vietnam,2026/2027,Phu Dong,Công An Nhân Dân,87,2P,Pham Gia Hung,,,Phu Dong,Normal Goal,1518039
15/03/2026,V-League Vietnam,2026/2027,Ho Chi Minh,Pho Hien,76,2P,K. Ngo,,,Ho Chi Minh,Normal Goal,1518037
15/03/2026,V-League Vietnam,2026/2027,Viettel,Hai Phong,60,2P,Lucao,,,Viettel,Normal Goal,1518038
22/03/2026,V-League Vietnam,2026/2027,Da Nang,Công An Nhân Dân,68,2P,Leo Artur,,,Công An Nhân Dân,Penalty,1457921
04/04/2026,V-League Vietnam,2026/2027,Hai Phong,Ha Noi,79,2P,Nguyen Huu Nam,,,Hai Phong,Normal Goal,1518041
04/04/2026,V-League Vietnam,2026/2027,Pho Hien,Binh Duong,40,1P,Mac Quan Hong,,,Binh Duong,Normal Goal,1518042
04/04/2026,V-League Vietnam,2026/2027,Pho Hien,Binh Duong,64,2P,Nguyen Thanh Nhan,,,Pho Hien,Normal Goal,1518042
04/04/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Da Nang,6,1P,S. Mauk,,,Công An Nhân Dân,Normal Goal,1518043
04/04/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Da Nang,24,1P,S. Mauk,,,Công An Nhân Dân,Normal Goal,1518043
04/04/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Da Nang,30,1P,Nguyen Dinh Bac,,,Công An Nhân Dân,Normal Goal,1518043
04/04/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Da Nang,48,2P,V. S. Vu,,,Da Nang,Normal Goal,1518043
04/04/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Da Nang,70,2P,Nguyen Dinh Bac,,,Công An Nhân Dân,Normal Goal,1518043
04/04/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Da Nang,85,2P,Le Van Do,,,Công An Nhân Dân,Normal Goal,1518043
05/04/2026,V-League Vietnam,2026/2027,Hoang Anh Gia Lai,Phu Dong,12,1P,Vo Dinh Lam,,,Hoang Anh Gia Lai,Normal Goal,1518040
05/04/2026,V-League Vietnam,2026/2027,Hoang Anh Gia Lai,Phu Dong,70,2P,Geovane,,,Phu Dong,Penalty,1518040
05/04/2026,V-League Vietnam,2026/2027,Hoang Anh Gia Lai,Phu Dong,84,2P,Le Van Thuan,,,Phu Dong,Normal Goal,1518040
05/04/2026,V-League Vietnam,2026/2027,Song Lam Nghe An,Viettel,8,1P,Vuong Van Huy,,,Song Lam Nghe An,Normal Goal,1518045
05/04/2026,V-League Vietnam,2026/2027,Song Lam Nghe An,Viettel,86,2P,Pedro Henrique,,,Viettel,Normal Goal,1518045
05/04/2026,V-League Vietnam,2026/2027,Thanh Hóa,Ho Chi Minh,8,1P,B. Nguyen,,,Thanh Hóa,Normal Goal,1518046
05/04/2026,V-League Vietnam,2026/2027,Thanh Hóa,Ho Chi Minh,25,1P,R. Gordon,,,Thanh Hóa,Normal Goal,1518046
05/04/2026,V-League Vietnam,2026/2027,Thanh Hóa,Ho Chi Minh,52,2P,Nguyen Van Tung,,,Thanh Hóa,Normal Goal,1518046
05/04/2026,V-League Vietnam,2026/2027,Thanh Hóa,Ho Chi Minh,90,2P,Le Van Thang,,,Thanh Hóa,Normal Goal,1518046
05/04/2026,V-League Vietnam,2026/2027,Hồng Lĩnh Hà Tĩnh,Nam Dinh,36,1P,Rafaelson,,,Nam Dinh,Penalty,1518044
05/04/2026,V-League Vietnam,2026/2027,Hồng Lĩnh Hà Tĩnh,Nam Dinh,49,2P,C. Akolo,,,Nam Dinh,Normal Goal,1518044
10/04/2026,V-League Vietnam,2026/2027,Viettel,Thanh Hóa,73,2P,Pedro Henrique,,,Viettel,Penalty,1518047
11/04/2026,V-League Vietnam,2026/2027,Hai Phong,Ho Chi Minh,30,1P,J. Tagueu,,,Hai Phong,Normal Goal,1518048
11/04/2026,V-League Vietnam,2026/2027,Hai Phong,Ho Chi Minh,61,2P,J. Tagueu,,,Hai Phong,Normal Goal,1518048
11/04/2026,V-League Vietnam,2026/2027,Hai Phong,Ho Chi Minh,76,2P,Pham Trung Hieu,,,Hai Phong,Normal Goal,1518048
11/04/2026,V-League Vietnam,2026/2027,Nam Dinh,Hoang Anh Gia Lai,45,1P,Junior,,,Hoang Anh Gia Lai,Normal Goal,1518049
11/04/2026,V-League Vietnam,2026/2027,Nam Dinh,Hoang Anh Gia Lai,72,2P,Ly Cong Hoang Anh,,,Nam Dinh,Normal Goal,1518049
11/04/2026,V-League Vietnam,2026/2027,Nam Dinh,Hoang Anh Gia Lai,81,2P,Luong Thanh Ngoc Lam,,,Hoang Anh Gia Lai,Normal Goal,1518049
11/04/2026,V-League Vietnam,2026/2027,Song Lam Nghe An,Da Nang,59,2P,M. Olaha,,,Song Lam Nghe An,Penalty,1518050
12/04/2026,V-League Vietnam,2026/2027,Binh Duong,Phu Dong,45,1P,Geovane,,,Phu Dong,Penalty,1518051
12/04/2026,V-League Vietnam,2026/2027,Binh Duong,Phu Dong,55,2P,Ho Tan Tai,,,Binh Duong,Normal Goal,1518051
12/04/2026,V-League Vietnam,2026/2027,Binh Duong,Phu Dong,90,2P,Le Van Thuan,,,Phu Dong,Normal Goal,1518051
12/04/2026,V-League Vietnam,2026/2027,Pho Hien,Công An Nhân Dân,12,1P,Nguyen Dinh Bac,,,Công An Nhân Dân,Normal Goal,1518052
12/04/2026,V-League Vietnam,2026/2027,Pho Hien,Công An Nhân Dân,54,2P,Nguyen Xuan Bac,,,Pho Hien,Normal Goal,1518052
12/04/2026,V-League Vietnam,2026/2027,Ha Noi,Hồng Lĩnh Hà Tĩnh,25,1P,X. M. Pham,,,Ha Noi,Normal Goal,1518053
12/04/2026,V-League Vietnam,2026/2027,Ha Noi,Hồng Lĩnh Hà Tĩnh,66,2P,Hen Do Hoang,,,Ha Noi,Normal Goal,1518053
12/04/2026,V-League Vietnam,2026/2027,Ha Noi,Hồng Lĩnh Hà Tĩnh,72,2P,Daniel Passira,,,Ha Noi,Normal Goal,1518053
17/04/2026,V-League Vietnam,2026/2027,Ha Noi,Binh Duong,1,1P,Nguyen Tran Viet Cuong,,,Binh Duong,Normal Goal,1518054
17/04/2026,V-League Vietnam,2026/2027,Ha Noi,Binh Duong,12,1P,Hen Do Hoang,,,Ha Noi,Penalty,1518054
17/04/2026,V-League Vietnam,2026/2027,Ha Noi,Binh Duong,24,1P,H. L. Nguyen,,,Ha Noi,Normal Goal,1518054
17/04/2026,V-League Vietnam,2026/2027,Ha Noi,Binh Duong,34,1P,D. Fisher,,,Ha Noi,Normal Goal,1518054
17/04/2026,V-League Vietnam,2026/2027,Ha Noi,Binh Duong,60,2P,Nguyen Tran Viet Cuong,,,Binh Duong,Normal Goal,1518054
17/04/2026,V-League Vietnam,2026/2027,Ha Noi,Binh Duong,68,2P,Hen Do Hoang,,,Ha Noi,Normal Goal,1518054
18/04/2026,V-League Vietnam,2026/2027,Phu Dong,Pho Hien,35,1P,Pham Gia Hung,,,Phu Dong,Normal Goal,1518056
18/04/2026,V-League Vietnam,2026/2027,Phu Dong,Pho Hien,38,1P,T. Thanh Trung,,,Phu Dong,Normal Goal,1518056
18/04/2026,V-League Vietnam,2026/2027,Phu Dong,Pho Hien,61,2P,Le Van Thuan,,,Phu Dong,Normal Goal,1518056
18/04/2026,V-League Vietnam,2026/2027,Hồng Lĩnh Hà Tĩnh,Hai Phong,20,1P,C. Atshimene,,,Hồng Lĩnh Hà Tĩnh,Normal Goal,1518055
19/04/2026,V-League Vietnam,2026/2027,Da Nang,Nam Dinh,21,1P,Rafaelson,,,Nam Dinh,Normal Goal,1518057
19/04/2026,V-League Vietnam,2026/2027,Da Nang,Nam Dinh,51,2P,J. Lopez,,,Da Nang,Normal Goal,1518057
19/04/2026,V-League Vietnam,2026/2027,Da Nang,Nam Dinh,61,2P,C. Akolo,,,Nam Dinh,Normal Goal,1518057
19/04/2026,V-League Vietnam,2026/2027,Ho Chi Minh,Công An Nhân Dân,20,1P,Le Van Do,,,Công An Nhân Dân,Normal Goal,1518060
19/04/2026,V-League Vietnam,2026/2027,Ho Chi Minh,Công An Nhân Dân,81,2P,China,,,Công An Nhân Dân,Normal Goal,1518060
19/04/2026,V-League Vietnam,2026/2027,Ho Chi Minh,Công An Nhân Dân,86,2P,Nguyen Dinh Bac,,,Công An Nhân Dân,Normal Goal,1518060
19/04/2026,V-League Vietnam,2026/2027,Thanh Hóa,Song Lam Nghe An,45,1P,Le Van Thang,,,Thanh Hóa,Normal Goal,1518058
19/04/2026,V-League Vietnam,2026/2027,Thanh Hóa,Song Lam Nghe An,70,2P,Tran Manh Quynh,,,Song Lam Nghe An,Normal Goal,1518058
19/04/2026,V-League Vietnam,2026/2027,Viettel,Hoang Anh Gia Lai,73,2P,Wesley Nata,,,Viettel,Normal Goal,1518059
24/04/2026,V-League Vietnam,2026/2027,Phu Dong,Ha Noi,4,1P,Do Hung Dung,,,Ha Noi,Normal Goal,1518063
24/04/2026,V-League Vietnam,2026/2027,Phu Dong,Ha Noi,45,1P,A. Tiep,,,Ha Noi,Normal Goal,1518063
24/04/2026,V-League Vietnam,2026/2027,Phu Dong,Ha Noi,45,1P,Geovane,,,Phu Dong,Normal Goal,1518063
24/04/2026,V-League Vietnam,2026/2027,Phu Dong,Ha Noi,58,2P,Nguyen Van Quyet,,,Ha Noi,Normal Goal,1518063
24/04/2026,V-League Vietnam,2026/2027,Phu Dong,Ha Noi,62,2P,Nguyen Quoc Viet,,,Phu Dong,Normal Goal,1518063
25/04/2026,V-League Vietnam,2026/2027,Binh Duong,Nam Dinh,3,1P,Nguyen Tran Viet Cuong,,,Binh Duong,Normal Goal,1518062
25/04/2026,V-League Vietnam,2026/2027,Binh Duong,Nam Dinh,67,2P,Giap Tuan Duong,,,Nam Dinh,Normal Goal,1518062
25/04/2026,V-League Vietnam,2026/2027,Thanh Hóa,Pho Hien,62,2P,Nguyen Ngoc My,,,Thanh Hóa,Normal Goal,1518064
26/04/2026,V-League Vietnam,2026/2027,Da Nang,Viettel,1,1P,J. Lopez,,,Da Nang,Normal Goal,1518065
26/04/2026,V-League Vietnam,2026/2027,Da Nang,Viettel,22,1P,Lucao,,,Viettel,Normal Goal,1518065
26/04/2026,V-League Vietnam,2026/2027,Da Nang,Viettel,32,1P,Lucao,,,Viettel,Normal Goal,1518065
26/04/2026,V-League Vietnam,2026/2027,Da Nang,Viettel,45,1P,M. Makaric,,,Da Nang,Normal Goal,1518065
26/04/2026,V-League Vietnam,2026/2027,Da Nang,Viettel,74,2P,Dinh Viet Tu,,,Viettel,Normal Goal,1518065
26/04/2026,V-League Vietnam,2026/2027,Da Nang,Viettel,90,2P,J. Lopez,,,Da Nang,Penalty,1518065
26/04/2026,V-League Vietnam,2026/2027,Hồng Lĩnh Hà Tĩnh,Ho Chi Minh,12,1P,L. Williams,,,Ho Chi Minh,Normal Goal,1518066
26/04/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Song Lam Nghe An,19,1P,Nguyen Dinh Bac,,,Công An Nhân Dân,Normal Goal,1518067
26/04/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Song Lam Nghe An,34,1P,Nguyen Dinh Bac,,,Công An Nhân Dân,Normal Goal,1518067
26/04/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Song Lam Nghe An,37,1P,Pham Minh Phuc,,,Công An Nhân Dân,Normal Goal,1518067
