fixture_id,Goles_Todo_HTML,Goles_1P_HTML,Goles_2P_HTML,Goles_Todo_TXT
1523176,13' W. Moraes <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 68' W. Moraes <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 80' Y. Cong <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 90' W. Moraes <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span> | 90'(pen) M. Edjouma <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span>,13' W. Moraes <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,68' W. Moraes <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 80' Y. Cong <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 90' W. Moraes <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span> | 90'(pen) M. Edjouma <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span>,13' W. Moraes 1-0 | 68' W. Moraes 2-0 | 80' Y. Cong 2-1 | 90' W. Moraes 3-1 | 90'(pen) M. Edjouma 3-2
1523177,10' A. Cordoba (Y. Fan) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,10' A. Cordoba (Y. Fan) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,,10' A. Cordoba (Y. Fan) 1-0
1523178,57' J. Cadiz <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 74' H. Zichang <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,,57' J. Cadiz <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 74' H. Zichang <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,57' J. Cadiz 1-0 | 74' H. Zichang 1-1
1523179,13' S. Wenjie (J. Yonghao) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 19' O. Taty Maritu (Y. Chugui) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 26' L. Chuangyi (S. Wenjie) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 30' Cleber (C. Vinicius) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 40' M. Edjouma <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span> | 45' A. El Messaoudi (S. Wenjie) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-2</span>,13' S. Wenjie (J. Yonghao) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 19' O. Taty Maritu (Y. Chugui) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 26' L. Chuangyi (S. Wenjie) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 30' Cleber (C. Vinicius) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 40' M. Edjouma <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span> | 45' A. El Messaoudi (S. Wenjie) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-2</span>,,13' S. Wenjie (J. Yonghao) 1-0 | 19' O. Taty Maritu (Y. Chugui) 1-1 | 26' L. Chuangyi (S. Wenjie) 2-1 | 30' Cleber (C. Vinicius) 2-2 | 40' M. Edjouma 3-2 | 45' A. El Messaoudi (S. Wenjie) 4-2
1523180,14' Zeca (X. Wenneng) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 25'(pen) Zeca <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 52'(pen) V. Qazaishvili <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-3</span> | 55' G. Madruga (Zeca) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-4</span> | 69' T. Kunimoto (Z. Yifeng) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-4</span> | 88' V. Qazaishvili <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-5</span>,14' Zeca (X. Wenneng) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 25'(pen) Zeca <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span>,52'(pen) V. Qazaishvili <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-3</span> | 55' G. Madruga (Zeca) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-4</span> | 69' T. Kunimoto (Z. Yifeng) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-4</span> | 88' V. Qazaishvili <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-5</span>,14' Zeca (X. Wenneng) 0-1 | 25'(pen) Zeca 0-2 | 52'(pen) V. Qazaishvili 0-3 | 55' G. Madruga (Zeca) 0-4 | 69' T. Kunimoto (Z. Yifeng) 1-4 | 88' V. Qazaishvili 1-5
1523181,7' B. Nazario (Gustavo) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 16' X. Li (O. Melendo) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 56' J. Claude (M. Vital) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,7' B. Nazario (Gustavo) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 16' X. Li (O. Melendo) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,56' J. Claude (M. Vital) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,7' B. Nazario (Gustavo) 1-0 | 16' X. Li (O. Melendo) 1-1 | 56' J. Claude (M. Vital) 1-2
1523182,5'(pen) W. Shihao <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 54' H. Yiran <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 73' D. Owusu-Sekyere (Y. Yiming) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 89' T. Chow <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 90' W. Shihao (F. Silva) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-3</span>,5'(pen) W. Shihao <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,54' H. Yiran <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 73' D. Owusu-Sekyere (Y. Yiming) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 89' T. Chow <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 90' W. Shihao (F. Silva) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-3</span>,5'(pen) W. Shihao 0-1 | 54' H. Yiran 0-2 | 73' D. Owusu-Sekyere (Y. Yiming) 1-2 | 89' T. Chow 2-2 | 90' W. Shihao (F. Silva) 2-3
1523183,66' G. Ramos <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,,66' G. Ramos <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,66' G. Ramos 1-0
1523184,49' G. Cimpanu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,,49' G. Cimpanu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,49' G. Cimpanu 1-0
1523185,7' A. Zhang (C. Jin) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 20' P. Xinli (A. Yakubu) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 49' N. Da Luz (Davidson) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 66' N. Da Luz (P. Xinli) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span>,7' A. Zhang (C. Jin) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 20' P. Xinli (A. Yakubu) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,49' N. Da Luz (Davidson) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 66' N. Da Luz (P. Xinli) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span>,7' A. Zhang (C. Jin) 0-1 | 20' P. Xinli (A. Yakubu) 1-1 | 49' N. Da Luz (Davidson) 2-1 | 66' N. Da Luz (P. Xinli) 3-1
1523186,9' N. Stanciu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 25'(pen) W. Xi <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 32' L. Asue <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 59' R. Ratao <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-3</span> | 90' R. Ratao <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-4</span>,9' N. Stanciu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 25'(pen) W. Xi <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 32' L. Asue <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,59' R. Ratao <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-3</span> | 90' R. Ratao <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-4</span>,9' N. Stanciu 1-0 | 25'(pen) W. Xi 1-1 | 32' L. Asue 1-2 | 59' R. Ratao 1-3 | 90' R. Ratao 1-4
1523187,36' B. Nazario (W. Shangyuan) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 64' A. Bunyamin (O. Taty Maritu) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 75' Cleber <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,36' B. Nazario (W. Shangyuan) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,64' A. Bunyamin (O. Taty Maritu) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 75' Cleber <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,36' B. Nazario (W. Shangyuan) 0-1 | 64' A. Bunyamin (O. Taty Maritu) 1-1 | 75' Cleber 2-1
1523188,21' X. Yuwang <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 47' A. Kouame <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 74' Jeffinho <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 83' Jeffinho <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span>,21' X. Yuwang <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,47' A. Kouame <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 74' Jeffinho <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 83' Jeffinho <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span>,21' X. Yuwang 0-1 | 47' A. Kouame 1-1 | 74' Jeffinho 2-1 | 83' Jeffinho 3-1
1523189,84' N. Da Luz <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 90' Davidson <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 90' M. Orr <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,,84' N. Da Luz <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 90' Davidson <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 90' M. Orr <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,84' N. Da Luz 1-0 | 90' Davidson 2-0 | 90' M. Orr 2-1
1523190,74' Serginho <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 81' L. Liangming <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,,74' Serginho <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 81' L. Liangming <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,74' Serginho 1-0 | 81' L. Liangming 2-0
1523191,2' K. Bevis (J. Cadiz) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 44' N. Stanciu (F. Acheampong) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 45'(pen) J. Cadiz <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 55' L. Jing <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 90' C. Malele (L. Jing) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span>,2' K. Bevis (J. Cadiz) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 44' N. Stanciu (F. Acheampong) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 45'(pen) J. Cadiz <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,55' L. Jing <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 90' C. Malele (L. Jing) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span>,2' K. Bevis (J. Cadiz) 0-1 | 44' N. Stanciu (F. Acheampong) 1-1 | 45'(pen) J. Cadiz 1-2 | 55' L. Jing 2-2 | 90' C. Malele (L. Jing) 3-2
1523192,26' G. Schettine (B. Dun) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 90' Xadas (A. Quiles) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 90' J. Shengpan (A. Quiles) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span>,26' G. Schettine (B. Dun) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,90' Xadas (A. Quiles) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 90' J. Shengpan (A. Quiles) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span>,26' G. Schettine (B. Dun) 1-0 | 90' Xadas (A. Quiles) 2-0 | 90' J. Shengpan (A. Quiles) 3-0
1523193,55' Y. Ming-Yang (F. Silva) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 84' Y. Cong <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,,55' Y. Ming-Yang (F. Silva) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 84' Y. Cong <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,55' Y. Ming-Yang (F. Silva) 0-1 | 84' Y. Cong 1-1
1523194,19' W. Xi (L. Asue) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 51' W. Xi (Z. Chenjie) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 66' Y. Wang (A. Mitrita) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 79' M. Tolic (X. Junchi) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 86'(pen) R. Ratao <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span>,19' W. Xi (L. Asue) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,51' W. Xi (Z. Chenjie) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 66' Y. Wang (A. Mitrita) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 79' M. Tolic (X. Junchi) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 86'(pen) R. Ratao <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span>,19' W. Xi (L. Asue) 1-0 | 51' W. Xi (Z. Chenjie) 2-0 | 66' Y. Wang (A. Mitrita) 2-1 | 79' M. Tolic (X. Junchi) 2-2 | 86'(pen) R. Ratao 3-2
1523195,10' M. Mewlan (Zeca) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 16' Zeca (L. Yang) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 26' Zeca (M. Mewlan) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span> | 42' A. Ionita II (O. Taty Maritu) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span> | 54' C. Pu (Zeca) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-1</span> | 76'(pen) Cleber <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-2</span> | 90' Cleber (O. Taty Maritu) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-3</span>,10' M. Mewlan (Zeca) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 16' Zeca (L. Yang) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 26' Zeca (M. Mewlan) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span> | 42' A. Ionita II (O. Taty Maritu) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span>,54' C. Pu (Zeca) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-1</span> | 76'(pen) Cleber <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-2</span> | 90' Cleber (O. Taty Maritu) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-3</span>,10' M. Mewlan (Zeca) 1-0 | 16' Zeca (L. Yang) 2-0 | 26' Zeca (M. Mewlan) 3-0 | 42' A. Ionita II (O. Taty Maritu) 3-1 | 54' C. Pu (Zeca) 4-1 | 76'(pen) Cleber 4-2 | 90' Cleber (O. Taty Maritu) 4-3
1523197,24' A. Mitrita <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 50' M. Tolic <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 58' N. Andjelkovic <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 71'(pen) M. Edjouma <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 90' T. Qianglong <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span>,24' A. Mitrita <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,50' M. Tolic <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 58' N. Andjelkovic <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 71'(pen) M. Edjouma <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 90' T. Qianglong <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span>,24' A. Mitrita 1-0 | 50' M. Tolic 2-0 | 58' N. Andjelkovic 2-1 | 71'(pen) M. Edjouma 2-2 | 90' T. Qianglong 3-2
1523198,42' G. Ramos <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 73' C. Yongjing <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 86' Z. Xizhe <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-3</span>,42' G. Ramos <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,73' C. Yongjing <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 86' Z. Xizhe <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-3</span>,42' G. Ramos 0-1 | 73' C. Yongjing 0-2 | 86' Z. Xizhe 0-3
1523199,30' Y. Junsheng (W. Moraes) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 43' Y. Yiming <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 54' G. Xavier <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span>,30' Y. Junsheng (W. Moraes) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 43' Y. Yiming <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,54' G. Xavier <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span>,30' Y. Junsheng (W. Moraes) 1-0 | 43' Y. Yiming 2-0 | 54' G. Xavier 3-0
1523200,35' F. Silva <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 49' L. Dimata <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,35' F. Silva <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,49' L. Dimata <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,35' F. Silva 1-0 | 49' L. Dimata 1-1
