fixture_id,League,Season,Date,Home,Away,FTHG,FTAG,Result,Round
825995,Super Liga Malasia,2022/2023,2022-03-04,Sabah FA,Negeri Sembilan,0,1,0-1,Regular Season - 1
825991,Super Liga Malasia,2022/2023,2022-03-04,Selangor United,Kedah,0,1,0-1,Regular Season - 1
825992,Super Liga Malasia,2022/2023,2022-03-04,Kuala Lumpur FA,Selangor,3,3,3-3,Regular Season - 1
825993,Super Liga Malasia,2022/2023,2022-03-04,Johor Darul Takzim FC,Penang,1,0,1-0,Regular Season - 1
825996,Super Liga Malasia,2022/2023,2022-03-05,Petaling Jaya City,Melaka United,1,0,1-0,Regular Season - 1
844274,Super Liga Malasia,2022/2023,2022-03-08,Penang,Melaka United,1,1,1-1,Regular Season - 2
844276,Super Liga Malasia,2022/2023,2022-03-09,Sabah FA,Petaling Jaya City,3,1,3-1,Regular Season - 2
844278,Super Liga Malasia,2022/2023,2022-03-09,Johor Darul Takzim FC,Selangor United,6,0,6-0,Regular Season - 2
844279,Super Liga Malasia,2022/2023,2022-03-09,Kedah,Kuala Lumpur FA,3,2,3-2,Regular Season - 2
844280,Super Liga Malasia,2022/2023,2022-04-05,Selangor United,Penang,1,1,1-1,Regular Season - 3
844282,Super Liga Malasia,2022/2023,2022-04-05,Negeri Sembilan,Selangor,2,2,2-2,Regular Season - 3
844281,Super Liga Malasia,2022/2023,2022-04-05,Melaka United,Sabah FA,0,1,0-1,Regular Season - 3
844285,Super Liga Malasia,2022/2023,2022-04-06,Petaling Jaya City,Terengganu,3,0,3-0,Regular Season - 3
844283,Super Liga Malasia,2022/2023,2022-04-06,Kuala Lumpur FA,Johor Darul Takzim FC,0,3,0-3,Regular Season - 3
844284,Super Liga Malasia,2022/2023,2022-04-06,Kedah,Pahang,1,0,1-0,Regular Season - 3
844286,Super Liga Malasia,2022/2023,2022-04-09,Penang,Negeri Sembilan,1,1,1-1,Regular Season - 4
844288,Super Liga Malasia,2022/2023,2022-04-09,Kuala Lumpur FA,Melaka United,2,0,2-0,Regular Season - 4
844287,Super Liga Malasia,2022/2023,2022-04-09,Pahang,Petaling Jaya City,1,1,1-1,Regular Season - 4
844289,Super Liga Malasia,2022/2023,2022-04-10,Selangor United,Sabah FA,0,1,0-1,Regular Season - 4
844290,Super Liga Malasia,2022/2023,2022-04-10,Johor Darul Takzim FC,Terengganu,2,1,2-1,Regular Season - 4
844291,Super Liga Malasia,2022/2023,2022-04-10,Selangor,Kedah,4,1,4-1,Regular Season - 4
844292,Super Liga Malasia,2022/2023,2022-04-16,Negeri Sembilan,Petaling Jaya City,3,1,3-1,Regular Season - 5
844293,Super Liga Malasia,2022/2023,2022-04-16,Kuala Lumpur FA,Sabah FA,2,0,2-0,Regular Season - 5
844294,Super Liga Malasia,2022/2023,2022-04-16,Pahang,Melaka United,1,2,1-2,Regular Season - 5
844295,Super Liga Malasia,2022/2023,2022-04-17,Selangor United,Terengganu,0,2,0-2,Regular Season - 5
844296,Super Liga Malasia,2022/2023,2022-04-17,Penang,Kedah,1,2,1-2,Regular Season - 5
844298,Super Liga Malasia,2022/2023,2022-04-22,Terengganu,Selangor,2,0,2-0,Regular Season - 6
844300,Super Liga Malasia,2022/2023,2022-04-23,Petaling Jaya City,Selangor United,1,3,1-3,Regular Season - 6
844299,Super Liga Malasia,2022/2023,2022-04-23,Pahang,Penang,3,1,3-1,Regular Season - 6
844301,Super Liga Malasia,2022/2023,2022-04-24,Sabah FA,Kedah,4,0,4-0,Regular Season - 6
844302,Super Liga Malasia,2022/2023,2022-04-24,Negeri Sembilan,Kuala Lumpur FA,2,1,2-1,Regular Season - 6
844275,Super Liga Malasia,2022/2023,2022-04-29,Selangor,Pahang,3,1,3-1,Regular Season - 2
844304,Super Liga Malasia,2022/2023,2022-05-06,Selangor United,Negeri Sembilan,1,2,1-2,Regular Season - 7
844305,Super Liga Malasia,2022/2023,2022-05-06,Kedah,Melaka United,2,3,2-3,Regular Season - 7
844307,Super Liga Malasia,2022/2023,2022-05-07,Kuala Lumpur FA,Pahang,1,2,1-2,Regular Season - 7
844310,Super Liga Malasia,2022/2023,2022-05-10,Kuala Lumpur FA,Penang,3,2,3-2,Regular Season - 8
844312,Super Liga Malasia,2022/2023,2022-05-10,Petaling Jaya City,Kedah,3,3,3-3,Regular Season - 8
844314,Super Liga Malasia,2022/2023,2022-05-11,Pahang,Selangor United,1,2,1-2,Regular Season - 8
844315,Super Liga Malasia,2022/2023,2022-05-11,Negeri Sembilan,Johor Darul Takzim FC,0,1,0-1,Regular Season - 8
844317,Super Liga Malasia,2022/2023,2022-05-17,Selangor United,Kuala Lumpur FA,1,2,1-2,Regular Season - 9
844318,Super Liga Malasia,2022/2023,2022-05-17,Penang,Sabah FA,2,4,2-4,Regular Season - 9
844319,Super Liga Malasia,2022/2023,2022-05-17,Kedah,Negeri Sembilan,0,0,0-0,Regular Season - 9
844320,Super Liga Malasia,2022/2023,2022-05-18,Johor Darul Takzim FC,Pahang,2,2,2-2,Regular Season - 9
844323,Super Liga Malasia,2022/2023,2022-06-18,Sabah FA,Pahang,2,1,2-1,Regular Season - 10
844322,Super Liga Malasia,2022/2023,2022-06-18,Melaka United,Negeri Sembilan,0,0,0-0,Regular Season - 10
844326,Super Liga Malasia,2022/2023,2022-06-18,Penang,Petaling Jaya City,1,1,1-1,Regular Season - 10
844325,Super Liga Malasia,2022/2023,2022-06-18,Terengganu,Kuala Lumpur FA,2,0,2-0,Regular Season - 10
844324,Super Liga Malasia,2022/2023,2022-06-19,Selangor,Selangor United,7,0,7-0,Regular Season - 10
844308,Super Liga Malasia,2022/2023,2022-06-22,Penang,Terengganu,2,1,2-1,Regular Season - 7
844297,Super Liga Malasia,2022/2023,2022-06-24,Johor Darul Takzim FC,Selangor,5,1,5-1,Regular Season - 5
844328,Super Liga Malasia,2022/2023,2022-06-25,Negeri Sembilan,Pahang,3,0,3-0,Regular Season - 11
844329,Super Liga Malasia,2022/2023,2022-06-25,Melaka United,Selangor United,2,3,2-3,Regular Season - 11
844306,Super Liga Malasia,2022/2023,2022-06-28,Johor Darul Takzim FC,Petaling Jaya City,4,0,4-0,Regular Season - 7
844309,Super Liga Malasia,2022/2023,2022-06-28,Selangor,Sabah FA,1,1,1-1,Regular Season - 7
844277,Super Liga Malasia,2022/2023,2022-06-29,Terengganu,Negeri Sembilan,0,0,0-0,Regular Season - 2
844303,Super Liga Malasia,2022/2023,2022-07-02,Melaka United,Johor Darul Takzim FC,1,1,1-1,Regular Season - 6
844334,Super Liga Malasia,2022/2023,2022-07-03,Negeri Sembilan,Sabah FA,0,1,0-1,Regular Season - 12
844335,Super Liga Malasia,2022/2023,2022-07-03,Terengganu,Pahang,2,1,2-1,Regular Season - 12
844311,Super Liga Malasia,2022/2023,2022-07-05,Melaka United,Selangor,2,0,2-0,Regular Season - 8
844330,Super Liga Malasia,2022/2023,2022-07-15,Sabah FA,Johor Darul Takzim FC,1,2,1-2,Regular Season - 11
844331,Super Liga Malasia,2022/2023,2022-07-15,Terengganu,Kedah,2,1,2-1,Regular Season - 11
844332,Super Liga Malasia,2022/2023,2022-07-16,Kuala Lumpur FA,Petaling Jaya City,0,0,0-0,Regular Season - 11
844333,Super Liga Malasia,2022/2023,2022-07-16,Selangor,Penang,2,0,2-0,Regular Season - 11
844313,Super Liga Malasia,2022/2023,2022-07-19,Sabah FA,Terengganu,2,1,2-1,Regular Season - 8
844336,Super Liga Malasia,2022/2023,2022-07-19,Kedah,Selangor United,3,1,3-1,Regular Season - 12
844338,Super Liga Malasia,2022/2023,2022-07-20,Penang,Johor Darul Takzim FC,0,1,0-1,Regular Season - 12
844339,Super Liga Malasia,2022/2023,2022-07-20,Melaka United,Petaling Jaya City,2,2,2-2,Regular Season - 12
844337,Super Liga Malasia,2022/2023,2022-07-20,Selangor,Kuala Lumpur FA,1,1,1-1,Regular Season - 12
844340,Super Liga Malasia,2022/2023,2022-07-26,Petaling Jaya City,Sabah FA,1,2,1-2,Regular Season - 13
844341,Super Liga Malasia,2022/2023,2022-07-26,Melaka United,Penang,4,1,4-1,Regular Season - 13
844343,Super Liga Malasia,2022/2023,2022-07-27,Selangor United,Johor Darul Takzim FC,0,4,0-4,Regular Season - 13
844342,Super Liga Malasia,2022/2023,2022-07-27,Pahang,Selangor,2,0,2-0,Regular Season - 13
844344,Super Liga Malasia,2022/2023,2022-07-27,Negeri Sembilan,Terengganu,2,1,2-1,Regular Season - 13
844345,Super Liga Malasia,2022/2023,2022-07-27,Kuala Lumpur FA,Kedah,2,1,2-1,Regular Season - 13
844346,Super Liga Malasia,2022/2023,2022-07-31,Sabah FA,Melaka United,2,1,2-1,Regular Season - 14
844347,Super Liga Malasia,2022/2023,2022-07-31,Penang,Selangor United,2,3,2-3,Regular Season - 14
844348,Super Liga Malasia,2022/2023,2022-07-31,Selangor,Negeri Sembilan,2,3,2-3,Regular Season - 14
844349,Super Liga Malasia,2022/2023,2022-08-01,Johor Darul Takzim FC,Kuala Lumpur FA,5,0,5-0,Regular Season - 14
844351,Super Liga Malasia,2022/2023,2022-08-01,Terengganu,Petaling Jaya City,0,0,0-0,Regular Season - 14
844350,Super Liga Malasia,2022/2023,2022-08-01,Pahang,Kedah,2,0,2-0,Regular Season - 14
844353,Super Liga Malasia,2022/2023,2022-08-09,Sabah FA,Selangor United,1,0,1-0,Regular Season - 15
844352,Super Liga Malasia,2022/2023,2022-08-09,Negeri Sembilan,Penang,3,2,3-2,Regular Season - 15
844354,Super Liga Malasia,2022/2023,2022-08-09,Petaling Jaya City,Pahang,0,3,0-3,Regular Season - 15
844356,Super Liga Malasia,2022/2023,2022-08-10,Terengganu,Johor Darul Takzim FC,1,2,1-2,Regular Season - 15
844358,Super Liga Malasia,2022/2023,2022-08-13,Petaling Jaya City,Negeri Sembilan,0,2,0-2,Regular Season - 16
844360,Super Liga Malasia,2022/2023,2022-08-13,Terengganu,Selangor United,1,0,1-0,Regular Season - 16
844361,Super Liga Malasia,2022/2023,2022-08-13,Melaka United,Pahang,2,2,2-2,Regular Season - 16
844364,Super Liga Malasia,2022/2023,2022-08-17,Selangor United,Petaling Jaya City,0,0,0-0,Regular Season - 17
844365,Super Liga Malasia,2022/2023,2022-08-17,Selangor,Terengganu,0,2,0-2,Regular Season - 17
844369,Super Liga Malasia,2022/2023,2022-08-17,Kedah,Sabah FA,1,1,1-1,Regular Season - 17
844366,Super Liga Malasia,2022/2023,2022-08-18,Kuala Lumpur FA,Negeri Sembilan,1,0,1-0,Regular Season - 17
844368,Super Liga Malasia,2022/2023,2022-08-18,Penang,Pahang,2,3,2-3,Regular Season - 17
825994,Super Liga Malasia,2022/2023,2022-08-21,Pahang,Terengganu,1,2,1-2,Regular Season - 1
844321,Super Liga Malasia,2022/2023,2022-08-21,Selangor,Petaling Jaya City,0,1,0-1,Regular Season - 9
844367,Super Liga Malasia,2022/2023,2022-08-29,Johor Darul Takzim FC,Melaka United,4,0,4-0,Regular Season - 17
844359,Super Liga Malasia,2022/2023,2022-09-01,Sabah FA,Kuala Lumpur FA,2,2,2-2,Regular Season - 16
844363,Super Liga Malasia,2022/2023,2022-09-02,Kedah,Penang,1,0,1-0,Regular Season - 16
844362,Super Liga Malasia,2022/2023,2022-09-03,Selangor,Johor Darul Takzim FC,1,1,1-1,Regular Season - 16
844316,Super Liga Malasia,2022/2023,2022-09-03,Terengganu,Melaka United,5,0,5-0,Regular Season - 9
844371,Super Liga Malasia,2022/2023,2022-09-09,Negeri Sembilan,Selangor United,3,2,3-2,Regular Season - 18
844373,Super Liga Malasia,2022/2023,2022-09-09,Melaka United,Kedah,0,3,0-3,Regular Season - 18
844370,Super Liga Malasia,2022/2023,2022-09-10,Sabah FA,Selangor,2,3,2-3,Regular Season - 18
844372,Super Liga Malasia,2022/2023,2022-09-11,Pahang,Kuala Lumpur FA,0,2,0-2,Regular Season - 18
844375,Super Liga Malasia,2022/2023,2022-09-14,Terengganu,Penang,3,0,3-0,Regular Season - 18
844357,Super Liga Malasia,2022/2023,2022-09-14,Kedah,Selangor,3,1,3-1,Regular Season - 15
844374,Super Liga Malasia,2022/2023,2022-09-15,Petaling Jaya City,Johor Darul Takzim FC,2,2,2-2,Regular Season - 18
844355,Super Liga Malasia,2022/2023,2022-09-15,Melaka United,Kuala Lumpur FA,0,0,0-0,Regular Season - 15
844381,Super Liga Malasia,2022/2023,2022-09-24,Penang,Kuala Lumpur FA,1,0,1-0,Regular Season - 19
844386,Super Liga Malasia,2022/2023,2022-09-28,Kuala Lumpur FA,Selangor United,5,0,5-0,Regular Season - 20
844376,Super Liga Malasia,2022/2023,2022-10-01,Selangor United,Pahang,1,4,1-4,Regular Season - 19
844377,Super Liga Malasia,2022/2023,2022-10-01,Johor Darul Takzim FC,Negeri Sembilan,5,0,5-0,Regular Season - 19
844380,Super Liga Malasia,2022/2023,2022-10-01,Terengganu,Sabah FA,2,0,2-0,Regular Season - 19
844378,Super Liga Malasia,2022/2023,2022-10-01,Selangor,Melaka United,5,0,5-0,Regular Season - 19
844379,Super Liga Malasia,2022/2023,2022-10-01,Kedah,Petaling Jaya City,0,1,0-1,Regular Season - 19
844327,Super Liga Malasia,2022/2023,2022-10-04,Kedah,Johor Darul Takzim FC,1,3,1-3,Regular Season - 10
844384,Super Liga Malasia,2022/2023,2022-10-07,Sabah FA,Penang,4,1,4-1,Regular Season - 20
844382,Super Liga Malasia,2022/2023,2022-10-07,Petaling Jaya City,Selangor,0,1,0-1,Regular Season - 20
844385,Super Liga Malasia,2022/2023,2022-10-07,Melaka United,Terengganu,2,4,2-4,Regular Season - 20
844387,Super Liga Malasia,2022/2023,2022-10-07,Pahang,Johor Darul Takzim FC,0,0,0-0,Regular Season - 20
844383,Super Liga Malasia,2022/2023,2022-10-08,Negeri Sembilan,Kedah,4,3,4-3,Regular Season - 20
844391,Super Liga Malasia,2022/2023,2022-10-11,Selangor United,Selangor,0,1,0-1,Regular Season - 21
844388,Super Liga Malasia,2022/2023,2022-10-11,Negeri Sembilan,Melaka United,2,0,2-0,Regular Season - 21
844392,Super Liga Malasia,2022/2023,2022-10-11,Pahang,Sabah FA,1,2,1-2,Regular Season - 21
844389,Super Liga Malasia,2022/2023,2022-10-11,Petaling Jaya City,Penang,2,0,2-0,Regular Season - 21
844390,Super Liga Malasia,2022/2023,2022-10-11,Kuala Lumpur FA,Terengganu,1,2,1-2,Regular Season - 21
844393,Super Liga Malasia,2022/2023,2022-10-11,Johor Darul Takzim FC,Kedah,4,1,4-1,Regular Season - 21
844394,Super Liga Malasia,2022/2023,2022-10-15,Penang,Selangor,1,1,1-1,Regular Season - 22
844395,Super Liga Malasia,2022/2023,2022-10-15,Selangor United,Melaka United,1,0,1-0,Regular Season - 22
844399,Super Liga Malasia,2022/2023,2022-10-15,Petaling Jaya City,Kuala Lumpur FA,1,0,1-0,Regular Season - 22
844398,Super Liga Malasia,2022/2023,2022-10-15,Johor Darul Takzim FC,Sabah FA,3,0,3-0,Regular Season - 22
844396,Super Liga Malasia,2022/2023,2022-10-15,Pahang,Negeri Sembilan,2,0,2-0,Regular Season - 22
844397,Super Liga Malasia,2022/2023,2022-10-15,Kedah,Terengganu,1,3,1-3,Regular Season - 22
997417,Super Liga Malasia,2023/2024,2023-02-24,Johor Darul Takzim FC,Terengganu,2,0,2-0,Regular Season - 1
997418,Super Liga Malasia,2023/2024,2023-02-25,Kelantan FA,Kuching FA,1,2,1-2,Regular Season - 1
997419,Super Liga Malasia,2023/2024,2023-02-25,Sabah FA,Pdrm,4,0,4-0,Regular Season - 1
997420,Super Liga Malasia,2023/2024,2023-02-25,Kuala Lumpur FA,Penang,2,2,2-2,Regular Season - 1
997421,Super Liga Malasia,2023/2024,2023-02-25,Perak,Kedah,1,4,1-4,Regular Season - 1
997422,Super Liga Malasia,2023/2024,2023-02-26,Selangor,Kelantan United,1,0,1-0,Regular Season - 1
997423,Super Liga Malasia,2023/2024,2023-02-26,Negeri Sembilan,Pahang,1,1,1-1,Regular Season - 1
997424,Super Liga Malasia,2023/2024,2023-02-28,Pdrm,Perak,0,0,0-0,Regular Season - 2
997425,Super Liga Malasia,2023/2024,2023-03-01,Sabah FA,Kelantan United,3,1,3-1,Regular Season - 2
997426,Super Liga Malasia,2023/2024,2023-03-01,Kuala Lumpur FA,Johor Darul Takzim FC,0,3,0-3,Regular Season - 2
997428,Super Liga Malasia,2023/2024,2023-03-01,Penang,Negeri Sembilan,0,0,0-0,Regular Season - 2
997427,Super Liga Malasia,2023/2024,2023-03-01,Kedah,Terengganu,1,0,1-0,Regular Season - 2
997429,Super Liga Malasia,2023/2024,2023-03-02,Kuching FA,Selangor,0,5,0-5,Regular Season - 2
997430,Super Liga Malasia,2023/2024,2023-03-02,Pahang,Kelantan FA,4,1,4-1,Regular Season - 2
997431,Super Liga Malasia,2023/2024,2023-03-04,Kelantan United,Perak,0,0,0-0,Regular Season - 3
997432,Super Liga Malasia,2023/2024,2023-03-04,Kedah,Pdrm,0,1,0-1,Regular Season - 3
997433,Super Liga Malasia,2023/2024,2023-03-05,Selangor,Pahang,1,1,1-1,Regular Season - 3
997435,Super Liga Malasia,2023/2024,2023-03-05,Kelantan FA,Penang,2,0,2-0,Regular Season - 3
997434,Super Liga Malasia,2023/2024,2023-03-05,Terengganu,Kuala Lumpur FA,0,0,0-0,Regular Season - 3
997436,Super Liga Malasia,2023/2024,2023-03-06,Kuching FA,Sabah FA,1,2,1-2,Regular Season - 3
997437,Super Liga Malasia,2023/2024,2023-03-06,Negeri Sembilan,Johor Darul Takzim FC,0,7,0-7,Regular Season - 3
997438,Super Liga Malasia,2023/2024,2023-03-11,Johor Darul Takzim FC,Kelantan FA,5,1,5-1,Regular Season - 4
997440,Super Liga Malasia,2023/2024,2023-03-11,Terengganu,Pdrm,1,0,1-0,Regular Season - 4
997441,Super Liga Malasia,2023/2024,2023-03-12,Penang,Selangor,1,2,1-2,Regular Season - 4
997442,Super Liga Malasia,2023/2024,2023-03-12,Pahang,Sabah FA,1,1,1-1,Regular Season - 4
997443,Super Liga Malasia,2023/2024,2023-03-12,Perak,Kuching FA,2,0,2-0,Regular Season - 4
997444,Super Liga Malasia,2023/2024,2023-03-13,Kelantan United,Kedah,2,3,2-3,Regular Season - 4
997445,Super Liga Malasia,2023/2024,2023-03-16,Negeri Sembilan,Terengganu,2,1,2-1,Regular Season - 5
997446,Super Liga Malasia,2023/2024,2023-03-16,Perak,Pahang,0,3,0-3,Regular Season - 5
997448,Super Liga Malasia,2023/2024,2023-03-17,Kelantan FA,Kuala Lumpur FA,2,2,2-2,Regular Season - 5
997447,Super Liga Malasia,2023/2024,2023-03-17,Sabah FA,Penang,5,2,5-2,Regular Season - 5
997449,Super Liga Malasia,2023/2024,2023-03-17,Selangor,Johor Darul Takzim FC,0,4,0-4,Regular Season - 5
997450,Super Liga Malasia,2023/2024,2023-03-17,Kedah,Kuching FA,3,0,3-0,Regular Season - 5
997451,Super Liga Malasia,2023/2024,2023-03-18,Pdrm,Kelantan United,2,0,2-0,Regular Season - 5
997453,Super Liga Malasia,2023/2024,2023-03-31,Penang,Perak,3,1,3-1,Regular Season - 6
997455,Super Liga Malasia,2023/2024,2023-03-31,Kuala Lumpur FA,Selangor,1,3,1-3,Regular Season - 6
997452,Super Liga Malasia,2023/2024,2023-03-31,Terengganu,Kelantan United,2,1,2-1,Regular Season - 6
997454,Super Liga Malasia,2023/2024,2023-03-31,Johor Darul Takzim FC,Sabah FA,4,0,4-0,Regular Season - 6
997456,Super Liga Malasia,2023/2024,2023-04-01,Kuching FA,Pdrm,0,1,0-1,Regular Season - 6
997458,Super Liga Malasia,2023/2024,2023-04-01,Negeri Sembilan,Kelantan FA,4,2,4-2,Regular Season - 6
997457,Super Liga Malasia,2023/2024,2023-04-01,Pahang,Kedah,1,1,1-1,Regular Season - 6
997459,Super Liga Malasia,2023/2024,2023-04-04,Terengganu,Kelantan FA,5,0,5-0,Regular Season - 7
997461,Super Liga Malasia,2023/2024,2023-04-04,Perak,Johor Darul Takzim FC,0,5,0-5,Regular Season - 7
997460,Super Liga Malasia,2023/2024,2023-04-04,Selangor,Negeri Sembilan,2,1,2-1,Regular Season - 7
997463,Super Liga Malasia,2023/2024,2023-04-05,Kuching FA,Kelantan United,1,1,1-1,Regular Season - 7
997465,Super Liga Malasia,2023/2024,2023-04-05,Pdrm,Pahang,1,2,1-2,Regular Season - 7
997555,Super Liga Malasia,2023/2024,2023-04-05,Kuala Lumpur FA,Sabah FA,2,0,2-0,Regular Season - 7
997464,Super Liga Malasia,2023/2024,2023-04-05,Kedah,Penang,1,0,1-0,Regular Season - 7
997467,Super Liga Malasia,2023/2024,2023-04-09,Penang,Pdrm,4,2,4-2,Regular Season - 8
997466,Super Liga Malasia,2023/2024,2023-04-09,Terengganu,Kuching FA,2,0,2-0,Regular Season - 8
997468,Super Liga Malasia,2023/2024,2023-04-09,Johor Darul Takzim FC,Kedah,6,0,6-0,Regular Season - 8
997469,Super Liga Malasia,2023/2024,2023-04-09,Selangor,Kelantan FA,3,0,3-0,Regular Season - 8
997472,Super Liga Malasia,2023/2024,2023-04-10,Negeri Sembilan,Sabah FA,1,1,1-1,Regular Season - 8
997471,Super Liga Malasia,2023/2024,2023-04-10,Kuala Lumpur FA,Perak,1,0,1-0,Regular Season - 8
997470,Super Liga Malasia,2023/2024,2023-04-10,Pahang,Kelantan United,1,0,1-0,Regular Season - 8
997473,Super Liga Malasia,2023/2024,2023-04-18,Kuching FA,Pahang,0,1,0-1,Regular Season - 9
997475,Super Liga Malasia,2023/2024,2023-04-18,Penang,Kelantan United,2,0,2-0,Regular Season - 9
997476,Super Liga Malasia,2023/2024,2023-04-18,Selangor,Terengganu,5,1,5-1,Regular Season - 9
997474,Super Liga Malasia,2023/2024,2023-04-18,Kedah,Kuala Lumpur FA,2,3,2-3,Regular Season - 9
997477,Super Liga Malasia,2023/2024,2023-04-19,Sabah FA,Kelantan FA,6,1,6-1,Regular Season - 9
997479,Super Liga Malasia,2023/2024,2023-04-19,Pdrm,Johor Darul Takzim FC,0,1,0-1,Regular Season - 9
997478,Super Liga Malasia,2023/2024,2023-04-19,Perak,Negeri Sembilan,1,1,1-1,Regular Season - 9
997575,Super Liga Malasia,2023/2024,2023-04-27,Sabah FA,Selangor,2,1,2-1,Regular Season - 10
997483,Super Liga Malasia,2023/2024,2023-04-27,Kuala Lumpur FA,Pdrm,3,0,3-0,Regular Season - 10
997484,Super Liga Malasia,2023/2024,2023-04-27,Penang,Kuching FA,2,1,2-1,Regular Season - 10
997485,Super Liga Malasia,2023/2024,2023-04-28,Negeri Sembilan,Kedah,1,2,1-2,Regular Season - 10
997486,Super Liga Malasia,2023/2024,2023-04-28,Kelantan FA,Perak,2,3,2-3,Regular Season - 10
997482,Super Liga Malasia,2023/2024,2023-04-28,Terengganu,Pahang,1,2,1-2,Regular Season - 10
997480,Super Liga Malasia,2023/2024,2023-05-13,Johor Darul Takzim FC,Kelantan United,6,0,6-0,Regular Season - 10
997531,Super Liga Malasia,2023/2024,2023-05-14,Negeri Sembilan,Kuala Lumpur FA,2,1,2-1,Regular Season - 4
997489,Super Liga Malasia,2023/2024,2023-05-18,Pdrm,Negeri Sembilan,1,2,1-2,Regular Season - 11
997487,Super Liga Malasia,2023/2024,2023-05-19,Sabah FA,Terengganu,2,2,2-2,Regular Season - 11
997488,Super Liga Malasia,2023/2024,2023-05-19,Kuching FA,Johor Darul Takzim FC,0,4,0-4,Regular Season - 11
997490,Super Liga Malasia,2023/2024,2023-05-19,Kedah,Kelantan FA,5,0,5-0,Regular Season - 11
997491,Super Liga Malasia,2023/2024,2023-05-20,Pahang,Penang,1,0,1-0,Regular Season - 11
997492,Super Liga Malasia,2023/2024,2023-05-20,Perak,Selangor,0,4,0-4,Regular Season - 11
997493,Super Liga Malasia,2023/2024,2023-05-20,Kelantan United,Kuala Lumpur FA,1,3,1-3,Regular Season - 11
997494,Super Liga Malasia,2023/2024,2023-05-23,Sabah FA,Perak,3,1,3-1,Regular Season - 12
997496,Super Liga Malasia,2023/2024,2023-05-23,Kelantan FA,Pdrm,1,4,1-4,Regular Season - 12
997495,Super Liga Malasia,2023/2024,2023-05-23,Negeri Sembilan,Kelantan United,3,3,3-3,Regular Season - 12
997497,Super Liga Malasia,2023/2024,2023-05-24,Johor Darul Takzim FC,Pahang,2,0,2-0,Regular Season - 12
997500,Super Liga Malasia,2023/2024,2023-05-24,Kuala Lumpur FA,Kuching FA,1,1,1-1,Regular Season - 12
997499,Super Liga Malasia,2023/2024,2023-05-24,Terengganu,Penang,1,0,1-0,Regular Season - 12
997498,Super Liga Malasia,2023/2024,2023-05-24,Selangor,Kedah,3,2,3-2,Regular Season - 12
997501,Super Liga Malasia,2023/2024,2023-06-02,Kedah,Sabah FA,2,1,2-1,Regular Season - 13
997502,Super Liga Malasia,2023/2024,2023-06-02,Kelantan United,Kelantan FA,4,1,4-1,Regular Season - 13
997503,Super Liga Malasia,2023/2024,2023-06-03,Perak,Terengganu,0,3,0-3,Regular Season - 13
997504,Super Liga Malasia,2023/2024,2023-06-03,Pdrm,Selangor,1,0,1-0,Regular Season - 13
997505,Super Liga Malasia,2023/2024,2023-06-03,Penang,Johor Darul Takzim FC,0,2,0-2,Regular Season - 13
997506,Super Liga Malasia,2023/2024,2023-06-04,Kuching FA,Negeri Sembilan,1,1,1-1,Regular Season - 13
997507,Super Liga Malasia,2023/2024,2023-06-04,Pahang,Kuala Lumpur FA,1,2,1-2,Regular Season - 13
997509,Super Liga Malasia,2023/2024,2023-06-07,Kedah,Perak,3,0,3-0,Regular Season - 14
997508,Super Liga Malasia,2023/2024,2023-06-07,Kelantan United,Selangor,1,7,1-7,Regular Season - 14
997512,Super Liga Malasia,2023/2024,2023-06-08,Pdrm,Sabah FA,1,0,1-0,Regular Season - 14
997510,Super Liga Malasia,2023/2024,2023-06-08,Penang,Kuala Lumpur FA,1,1,1-1,Regular Season - 14
997511,Super Liga Malasia,2023/2024,2023-06-09,Pahang,Negeri Sembilan,4,3,4-3,Regular Season - 14
997514,Super Liga Malasia,2023/2024,2023-06-09,Terengganu,Johor Darul Takzim FC,1,3,1-3,Regular Season - 14
997518,Super Liga Malasia,2023/2024,2023-06-23,Kelantan FA,Pahang,0,5,0-5,Regular Season - 15
997517,Super Liga Malasia,2023/2024,2023-06-23,Perak,Pdrm,1,2,1-2,Regular Season - 15
997521,Super Liga Malasia,2023/2024,2023-06-26,Negeri Sembilan,Penang,1,1,1-1,Regular Season - 15
997519,Super Liga Malasia,2023/2024,2023-06-26,Kelantan United,Sabah FA,0,3,0-3,Regular Season - 15
997516,Super Liga Malasia,2023/2024,2023-07-03,Terengganu,Kedah,1,0,1-0,Regular Season - 15
997515,Super Liga Malasia,2023/2024,2023-07-03,Johor Darul Takzim FC,Kuala Lumpur FA,6,1,6-1,Regular Season - 15
997520,Super Liga Malasia,2023/2024,2023-07-03,Selangor,Kuching FA,2,1,2-1,Regular Season - 15
997522,Super Liga Malasia,2023/2024,2023-07-07,Kuala Lumpur FA,Terengganu,3,3,3-3,Regular Season - 16
997523,Super Liga Malasia,2023/2024,2023-07-07,Perak,Kelantan United,1,1,1-1,Regular Season - 16
997524,Super Liga Malasia,2023/2024,2023-07-08,Sabah FA,Kuching FA,4,3,4-3,Regular Season - 16
997526,Super Liga Malasia,2023/2024,2023-07-08,Penang,Kelantan FA,4,3,4-3,Regular Season - 16
997525,Super Liga Malasia,2023/2024,2023-07-08,Johor Darul Takzim FC,Negeri Sembilan,2,0,2-0,Regular Season - 16
997528,Super Liga Malasia,2023/2024,2023-07-09,Pahang,Selangor,1,0,1-0,Regular Season - 16
