Date,League,Season,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR,fixture_id
2022-02-04,Primera Chile,2022/2023,O'Higgins,D. La Serena,3,0,3.0,0.0,H,828397
2022-02-05,Primera Chile,2022/2023,Union Espanola,Palestino,1,1,1.0,0.0,D,828399
2022-02-05,Primera Chile,2022/2023,Coquimbo Unido,U. Catolica,2,3,2.0,1.0,A,828395
2022-02-06,Primera Chile,2022/2023,Antofagasta,Cobresal,0,1,0.0,0.0,A,828396
2022-02-06,Primera Chile,2022/2023,Union La Calera,Universidad de Chile,2,4,0.0,1.0,A,828394
2022-02-06,Primera Chile,2022/2023,Colo Colo,Everton de Vina,2,0,0.0,0.0,H,828398
2022-02-07,Primera Chile,2022/2023,A. Italiano,Nublense,1,2,1.0,0.0,A,828400
2022-02-07,Primera Chile,2022/2023,Curico Unido,Huachipato,4,0,1.0,0.0,H,836831
2022-02-11,Primera Chile,2022/2023,Palestino,O'Higgins,1,0,1.0,0.0,H,828406
2022-02-11,Primera Chile,2022/2023,Everton de Vina,Coquimbo Unido,2,0,1.0,0.0,H,828403
2022-02-12,Primera Chile,2022/2023,Huachipato,A. Italiano,2,1,1.0,1.0,H,836832
2022-02-12,Primera Chile,2022/2023,Universidad de Chile,Antofagasta,2,1,1.0,0.0,H,828402
2022-02-13,Primera Chile,2022/2023,D. La Serena,Colo Colo,1,1,0.0,1.0,D,828401
2022-02-13,Primera Chile,2022/2023,U. Catolica,Union Espanola,2,1,1.0,0.0,H,828405
2022-02-14,Primera Chile,2022/2023,Nublense,Union La Calera,0,0,0.0,0.0,D,828404
2022-02-14,Primera Chile,2022/2023,Cobresal,Curico Unido,2,3,0.0,2.0,A,828407
2022-02-18,Primera Chile,2022/2023,O'Higgins,Huachipato,1,1,1.0,1.0,D,836833
2022-02-18,Primera Chile,2022/2023,Union Espanola,Everton de Vina,1,1,1.0,1.0,D,828411
2022-02-19,Primera Chile,2022/2023,Colo Colo,A. Italiano,1,1,1.0,0.0,D,828412
2022-02-19,Primera Chile,2022/2023,Antofagasta,D. La Serena,2,2,1.0,1.0,D,828410
2022-02-20,Primera Chile,2022/2023,Coquimbo Unido,Palestino,2,2,0.0,2.0,D,828413
2022-02-20,Primera Chile,2022/2023,Union La Calera,Cobresal,0,2,0.0,0.0,A,828409
2022-02-20,Primera Chile,2022/2023,U. Catolica,Curico Unido,1,0,0.0,0.0,H,828414
2022-02-21,Primera Chile,2022/2023,Nublense,Universidad de Chile,3,2,1.0,1.0,H,828408
2022-02-25,Primera Chile,2022/2023,Union La Calera,Everton de Vina,1,1,1.0,0.0,D,828418
2022-02-26,Primera Chile,2022/2023,D. La Serena,Coquimbo Unido,1,1,1.0,0.0,D,828417
2022-02-26,Primera Chile,2022/2023,Cobresal,Nublense,1,1,1.0,1.0,D,828421
2022-02-26,Primera Chile,2022/2023,A. Italiano,Antofagasta,0,3,0.0,2.0,A,828416
2022-02-27,Primera Chile,2022/2023,Huachipato,Colo Colo,1,0,0.0,0.0,H,836834
2022-02-27,Primera Chile,2022/2023,Palestino,U. Catolica,3,2,1.0,1.0,H,828415
2022-02-28,Primera Chile,2022/2023,Curico Unido,Union Espanola,0,1,0.0,0.0,A,828419
2022-02-28,Primera Chile,2022/2023,Universidad de Chile,O'Higgins,0,1,0.0,1.0,A,828420
2022-03-04,Primera Chile,2022/2023,Palestino,Union La Calera,0,0,0.0,0.0,D,828426
2022-03-04,Primera Chile,2022/2023,Nublense,D. La Serena,3,1,2.0,0.0,H,828425
2022-03-05,Primera Chile,2022/2023,Coquimbo Unido,Antofagasta,3,2,3.0,0.0,H,828424
2022-03-05,Primera Chile,2022/2023,Union Espanola,Huachipato,1,0,0.0,0.0,H,836835
2022-03-05,Primera Chile,2022/2023,Everton de Vina,Curico Unido,1,1,1.0,1.0,D,828428
2022-03-06,Primera Chile,2022/2023,Colo Colo,Universidad de Chile,4,1,3.0,0.0,H,828422
2022-03-06,Primera Chile,2022/2023,O'Higgins,A. Italiano,2,2,0.0,1.0,D,828427
2022-03-06,Primera Chile,2022/2023,Cobresal,U. Catolica,3,1,2.0,1.0,H,828423
2022-03-11,Primera Chile,2022/2023,D. La Serena,Cobresal,2,3,1.0,1.0,A,828430
2022-03-12,Primera Chile,2022/2023,Coquimbo Unido,Nublense,0,1,0.0,0.0,A,828435
2022-03-12,Primera Chile,2022/2023,U. Catolica,Everton de Vina,0,1,0.0,0.0,A,828431
2022-03-12,Primera Chile,2022/2023,Union La Calera,Huachipato,1,0,0.0,0.0,H,836836
2022-03-13,Primera Chile,2022/2023,Curico Unido,O'Higgins,5,0,4.0,0.0,H,828434
2022-03-13,Primera Chile,2022/2023,A. Italiano,Palestino,3,1,1.0,0.0,H,828433
2022-03-14,Primera Chile,2022/2023,Antofagasta,Colo Colo,0,1,0.0,0.0,A,828429
2022-03-17,Primera Chile,2022/2023,Universidad de Chile,Curico Unido,1,1,0.0,0.0,D,828441
2022-03-19,Primera Chile,2022/2023,O'Higgins,U. Catolica,2,1,2.0,0.0,H,828437
2022-03-19,Primera Chile,2022/2023,Cobresal,Coquimbo Unido,2,1,0.0,1.0,H,828438
2022-03-20,Primera Chile,2022/2023,Huachipato,D. La Serena,2,3,0.0,3.0,A,836837
2022-03-20,Primera Chile,2022/2023,Palestino,Colo Colo,0,5,0.0,3.0,A,828436
2022-03-20,Primera Chile,2022/2023,Everton de Vina,A. Italiano,0,0,0.0,0.0,D,828440
2022-03-21,Primera Chile,2022/2023,Antofagasta,Union La Calera,0,0,0.0,0.0,D,828439
2022-03-21,Primera Chile,2022/2023,Union Espanola,Nublense,1,0,1.0,0.0,H,828442
2022-03-27,Primera Chile,2022/2023,Universidad de Chile,Union Espanola,2,0,1.0,0.0,H,828432
2022-03-31,Primera Chile,2022/2023,Colo Colo,Union La Calera,4,0,2.0,0.0,H,828446
2022-04-01,Primera Chile,2022/2023,D. La Serena,Everton de Vina,1,3,1.0,0.0,A,828447
2022-04-02,Primera Chile,2022/2023,Nublense,Antofagasta,1,1,0.0,0.0,D,828444
2022-04-02,Primera Chile,2022/2023,U. Catolica,Universidad de Chile,2,1,2.0,0.0,H,828443
2022-04-02,Primera Chile,2022/2023,O'Higgins,Coquimbo Unido,2,1,0.0,0.0,H,828445
2022-04-03,Primera Chile,2022/2023,Huachipato,Cobresal,1,0,0.0,0.0,H,836838
2022-04-03,Primera Chile,2022/2023,A. Italiano,Union Espanola,0,1,0.0,0.0,A,828448
2022-04-05,Primera Chile,2022/2023,Curico Unido,Palestino,0,0,0.0,0.0,D,828449
2022-04-09,Primera Chile,2022/2023,Everton de Vina,Huachipato,0,1,0.0,0.0,A,836839
2022-04-09,Primera Chile,2022/2023,Coquimbo Unido,Universidad de Chile,1,0,0.0,0.0,H,828450
2022-04-10,Primera Chile,2022/2023,U. Catolica,D. La Serena,0,2,0.0,1.0,A,828452
2022-04-10,Primera Chile,2022/2023,Cobresal,A. Italiano,0,1,0.0,1.0,A,828453
2022-04-10,Primera Chile,2022/2023,Palestino,Nublense,1,1,1.0,0.0,D,828456
2022-04-10,Primera Chile,2022/2023,Union Espanola,Colo Colo,2,1,0.0,1.0,H,828451
2022-04-11,Primera Chile,2022/2023,Union La Calera,Curico Unido,0,0,0.0,0.0,D,828455
2022-04-15,Primera Chile,2022/2023,D. La Serena,Union Espanola,1,2,1.0,1.0,A,828461
2022-04-16,Primera Chile,2022/2023,A. Italiano,Coquimbo Unido,1,1,0.0,1.0,D,828459
2022-04-16,Primera Chile,2022/2023,Universidad de Chile,Palestino,0,0,0.0,0.0,D,828462
2022-04-17,Primera Chile,2022/2023,Curico Unido,Antofagasta,2,0,1.0,0.0,H,828457
2022-04-17,Primera Chile,2022/2023,Huachipato,U. Catolica,1,0,0.0,0.0,H,836840
2022-04-17,Primera Chile,2022/2023,Colo Colo,Cobresal,2,1,2.0,1.0,H,828458
2022-04-18,Primera Chile,2022/2023,Nublense,Everton de Vina,2,1,0.0,0.0,H,828460
2022-04-19,Primera Chile,2022/2023,Union La Calera,O'Higgins,0,0,0.0,0.0,D,828463
2022-04-23,Primera Chile,2022/2023,Everton de Vina,Palestino,0,0,0.0,0.0,D,828468
2022-04-23,Primera Chile,2022/2023,Antofagasta,Huachipato,0,0,0.0,0.0,D,836841
2022-04-23,Primera Chile,2022/2023,D. La Serena,Curico Unido,1,3,0.0,2.0,A,828469
2022-04-24,Primera Chile,2022/2023,U. Catolica,Colo Colo,1,1,1.0,0.0,D,828465
2022-04-24,Primera Chile,2022/2023,O'Higgins,Nublense,1,0,1.0,0.0,H,828470
2022-04-25,Primera Chile,2022/2023,Coquimbo Unido,Union La Calera,3,2,0.0,1.0,H,828467
2022-04-27,Primera Chile,2022/2023,Union Espanola,Cobresal,2,2,0.0,1.0,D,828466
2022-04-29,Primera Chile,2022/2023,A. Italiano,Universidad de Chile,2,0,0.0,0.0,H,828464
2022-04-30,Primera Chile,2022/2023,Antofagasta,O'Higgins,1,0,0.0,0.0,H,828454
2022-05-07,Primera Chile,2022/2023,O'Higgins,Union Espanola,2,2,2.0,1.0,D,828477
2022-05-07,Primera Chile,2022/2023,Universidad de Chile,D. La Serena,2,0,0.0,0.0,H,828474
2022-05-08,Primera Chile,2022/2023,Palestino,Antofagasta,1,0,1.0,0.0,H,828473
2022-05-08,Primera Chile,2022/2023,Nublense,U. Catolica,4,0,3.0,0.0,H,828472
2022-05-09,Primera Chile,2022/2023,Coquimbo Unido,Huachipato,1,2,1.0,1.0,A,836842
2022-05-09,Primera Chile,2022/2023,Cobresal,Everton de Vina,0,0,0.0,0.0,D,828475
2022-05-09,Primera Chile,2022/2023,Curico Unido,Colo Colo,1,2,0.0,2.0,A,828471
2022-05-10,Primera Chile,2022/2023,Union La Calera,A. Italiano,1,0,1.0,0.0,H,828476
2022-05-13,Primera Chile,2022/2023,U. Catolica,Union La Calera,3,0,0.0,0.0,H,828481
2022-05-14,Primera Chile,2022/2023,Union Espanola,Antofagasta,2,0,0.0,0.0,H,828479
2022-05-14,Primera Chile,2022/2023,D. La Serena,Palestino,0,0,0.0,0.0,D,828483
2022-05-14,Primera Chile,2022/2023,Everton de Vina,Universidad de Chile,2,1,1.0,0.0,H,828478
2022-05-14,Primera Chile,2022/2023,Colo Colo,Coquimbo Unido,4,0,3.0,0.0,H,828480
2022-05-15,Primera Chile,2022/2023,Cobresal,O'Higgins,2,0,0.0,0.0,H,828484
2022-05-15,Primera Chile,2022/2023,Huachipato,Nublense,1,3,0.0,1.0,A,836843
2022-05-17,Primera Chile,2022/2023,Curico Unido,A. Italiano,4,1,2.0,1.0,H,828482
2022-05-20,Primera Chile,2022/2023,Coquimbo Unido,Union Espanola,2,4,1.0,1.0,A,828490
2022-05-21,Primera Chile,2022/2023,Antofagasta,Everton de Vina,2,2,0.0,1.0,D,828489
2022-05-21,Primera Chile,2022/2023,A. Italiano,U. Catolica,3,2,2.0,1.0,H,828486
2022-05-21,Primera Chile,2022/2023,Universidad de Chile,Huachipato,3,2,1.0,0.0,H,836844
2022-05-22,Primera Chile,2022/2023,Union La Calera,D. La Serena,1,1,0.0,0.0,D,828488
2022-05-22,Primera Chile,2022/2023,Palestino,Cobresal,3,1,2.0,0.0,H,828487
2022-05-22,Primera Chile,2022/2023,O'Higgins,Colo Colo,1,1,1.0,0.0,D,828485
2022-05-23,Primera Chile,2022/2023,Nublense,Curico Unido,3,1,1.0,1.0,H,828491
2022-05-28,Primera Chile,2022/2023,Curico Unido,Coquimbo Unido,3,0,3.0,0.0,H,828494
2022-05-28,Primera Chile,2022/2023,D. La Serena,A. Italiano,3,2,2.0,0.0,H,828496
2022-05-28,Primera Chile,2022/2023,Cobresal,Universidad de Chile,1,0,1.0,0.0,H,828492
2022-05-29,Primera Chile,2022/2023,Huachipato,Palestino,2,1,1.0,1.0,H,836845
2022-05-29,Primera Chile,2022/2023,U. Catolica,Antofagasta,1,0,1.0,0.0,H,828493
2022-05-30,Primera Chile,2022/2023,Union Espanola,Union La Calera,1,1,0.0,1.0,D,828495
2022-05-30,Primera Chile,2022/2023,Colo Colo,Nublense,0,0,0.0,0.0,D,828498
2022-05-31,Primera Chile,2022/2023,Everton de Vina,O'Higgins,0,0,0.0,0.0,D,828497
2022-06-30,Primera Chile,2022/2023,Nublense,A. Italiano,1,2,0.0,0.0,A,828503
2022-07-01,Primera Chile,2022/2023,Everton de Vina,Colo Colo,1,1,1.0,1.0,D,828499
2022-07-02,Primera Chile,2022/2023,Palestino,Union Espanola,1,0,1.0,0.0,H,828504
2022-07-02,Primera Chile,2022/2023,Universidad de Chile,Union La Calera,2,1,0.0,0.0,H,828502
2022-07-03,Primera Chile,2022/2023,Huachipato,Curico Unido,2,2,1.0,0.0,D,836846
2022-07-03,Primera Chile,2022/2023,D. La Serena,O'Higgins,1,0,0.0,0.0,H,828505
2022-07-03,Primera Chile,2022/2023,U. Catolica,Coquimbo Unido,2,0,0.0,0.0,H,828501
2022-07-04,Primera Chile,2022/2023,Cobresal,Antofagasta,2,1,1.0,1.0,H,828500
2022-07-09,Primera Chile,2022/2023,O'Higgins,Palestino,1,2,1.0,1.0,A,828511
2022-07-09,Primera Chile,2022/2023,Curico Unido,Cobresal,1,0,0.0,0.0,H,828508
2022-07-09,Primera Chile,2022/2023,A. Italiano,Huachipato,1,1,0.0,1.0,D,836847
2022-07-10,Primera Chile,2022/2023,Coquimbo Unido,Everton de Vina,1,1,0.0,1.0,D,828510
2022-07-10,Primera Chile,2022/2023,Antofagasta,Universidad de Chile,1,1,0.0,0.0,D,828506
2022-07-11,Primera Chile,2022/2023,Union La Calera,Nublense,2,2,1.0,1.0,D,828512
2022-07-11,Primera Chile,2022/2023,Colo Colo,D. La Serena,3,0,3.0,0.0,H,828509
2022-07-16,Primera Chile,2022/2023,Palestino,Coquimbo Unido,5,1,1.0,1.0,H,828516
2022-07-16,Primera Chile,2022/2023,A. Italiano,Colo Colo,1,2,0.0,0.0,A,828513
2022-07-16,Primera Chile,2022/2023,Cobresal,Union La Calera,3,1,1.0,1.0,H,828517
2022-07-17,Primera Chile,2022/2023,Everton de Vina,Union Espanola,2,1,2.0,0.0,H,828518
2022-07-17,Primera Chile,2022/2023,D. La Serena,Antofagasta,0,1,0.0,0.0,A,828515
2022-07-17,Primera Chile,2022/2023,Universidad de Chile,Nublense,0,1,0.0,0.0,A,828519
2022-07-17,Primera Chile,2022/2023,Curico Unido,U. Catolica,3,2,0.0,2.0,H,828514
2022-07-18,Primera Chile,2022/2023,Huachipato,O'Higgins,1,2,0.0,1.0,A,836848
2022-07-22,Primera Chile,2022/2023,Nublense,Cobresal,3,2,1.0,1.0,H,828521
2022-07-23,Primera Chile,2022/2023,Antofagasta,A. Italiano,2,3,0.0,3.0,A,828524
2022-07-23,Primera Chile,2022/2023,Coquimbo Unido,D. La Serena,2,0,0.0,0.0,H,828522
2022-07-23,Primera Chile,2022/2023,Colo Colo,Huachipato,1,0,0.0,0.0,H,836849
2022-07-24,Primera Chile,2022/2023,Everton de Vina,Union La Calera,0,1,0.0,0.0,A,828523
2022-07-24,Primera Chile,2022/2023,O'Higgins,Universidad de Chile,1,0,0.0,0.0,H,828520
2022-07-24,Primera Chile,2022/2023,U. Catolica,Palestino,0,1,0.0,0.0,A,828525
2022-07-25,Primera Chile,2022/2023,Union Espanola,Curico Unido,1,3,1.0,1.0,A,828526
2022-07-29,Primera Chile,2022/2023,Huachipato,Union Espanola,2,5,1.0,3.0,A,836850
2022-07-30,Primera Chile,2022/2023,Union La Calera,Palestino,2,2,1.0,1.0,D,828531
2022-07-30,Primera Chile,2022/2023,Antofagasta,Coquimbo Unido,2,1,2.0,0.0,H,828529
2022-07-30,Primera Chile,2022/2023,D. La Serena,Nublense,3,0,1.0,0.0,H,828533
2022-07-30,Primera Chile,2022/2023,U. Catolica,Cobresal,1,0,0.0,0.0,H,828528
2022-07-31,Primera Chile,2022/2023,Curico Unido,Everton de Vina,0,4,0.0,3.0,A,828530
2022-07-31,Primera Chile,2022/2023,Universidad de Chile,Colo Colo,1,3,1.0,1.0,A,828527
2022-07-31,Primera Chile,2022/2023,A. Italiano,O'Higgins,2,1,0.0,0.0,H,828532
2022-08-06,Primera Chile,2022/2023,O'Higgins,Curico Unido,0,0,0.0,0.0,D,828540
2022-08-06,Primera Chile,2022/2023,Cobresal,D. La Serena,1,1,1.0,0.0,D,828537
2022-08-06,Primera Chile,2022/2023,Everton de Vina,U. Catolica,1,1,0.0,0.0,D,828535
2022-08-07,Primera Chile,2022/2023,Palestino,A. Italiano,3,3,3.0,1.0,D,828539
2022-08-07,Primera Chile,2022/2023,Union Espanola,Universidad de Chile,1,1,1.0,1.0,D,828534
2022-08-07,Primera Chile,2022/2023,Colo Colo,Antofagasta,1,0,0.0,0.0,H,828536
2022-08-08,Primera Chile,2022/2023,Nublense,Coquimbo Unido,2,1,1.0,0.0,H,828538
2022-08-08,Primera Chile,2022/2023,Huachipato,Union La Calera,3,4,1.0,3.0,A,836851
2022-08-12,Primera Chile,2022/2023,U. Catolica,O'Higgins,2,2,1.0,1.0,D,828547
2022-08-13,Primera Chile,2022/2023,Coquimbo Unido,Cobresal,3,1,1.0,0.0,H,828543
2022-08-13,Primera Chile,2022/2023,A. Italiano,Everton de Vina,1,0,0.0,0.0,H,828544
2022-08-13,Primera Chile,2022/2023,Curico Unido,Universidad de Chile,3,1,1.0,0.0,H,828541
2022-08-14,Primera Chile,2022/2023,Union La Calera,Antofagasta,1,1,1.0,0.0,D,828542
2022-08-14,Primera Chile,2022/2023,D. La Serena,Huachipato,0,1,0.0,1.0,A,836852
2022-08-14,Primera Chile,2022/2023,Colo Colo,Palestino,1,0,0.0,0.0,H,828546
2022-08-15,Primera Chile,2022/2023,Nublense,Union Espanola,1,2,1.0,0.0,A,828545
2022-08-27,Primera Chile,2022/2023,Everton de Vina,D. La Serena,4,0,1.0,0.0,H,828550
2022-08-27,Primera Chile,2022/2023,Palestino,Curico Unido,2,1,1.0,0.0,H,828553
2022-08-27,Primera Chile,2022/2023,Universidad de Chile,U. Catolica,0,3,0.0,1.0,A,828549
2022-08-27,Primera Chile,2022/2023,Coquimbo Unido,O'Higgins,0,1,0.0,0.0,A,828552
2022-08-28,Primera Chile,2022/2023,Antofagasta,Nublense,1,0,0.0,0.0,H,828554
2022-08-28,Primera Chile,2022/2023,Cobresal,Huachipato,2,0,0.0,0.0,H,836853
2022-08-28,Primera Chile,2022/2023,Union La Calera,Colo Colo,2,1,0.0,1.0,H,828548
2022-08-29,Primera Chile,2022/2023,Union Espanola,A. Italiano,2,3,0.0,3.0,A,828551
2022-09-07,Primera Chile,2022/2023,Universidad de Chile,Coquimbo Unido,0,0,0.0,0.0,D,828558
2022-09-08,Primera Chile,2022/2023,A. Italiano,Cobresal,2,2,0.0,2.0,D,828557
2022-09-08,Primera Chile,2022/2023,Colo Colo,Union Espanola,4,0,3.0,0.0,H,828560
2022-09-09,Primera Chile,2022/2023,Curico Unido,Union La Calera,2,0,1.0,0.0,H,828559
2022-09-09,Primera Chile,2022/2023,O'Higgins,Antofagasta,1,0,1.0,0.0,H,828556
2022-09-10,Primera Chile,2022/2023,Huachipato,Everton de Vina,1,1,1.0,0.0,D,836854
2022-09-10,Primera Chile,2022/2023,D. La Serena,U. Catolica,0,4,0.0,2.0,A,828555
2022-09-10,Primera Chile,2022/2023,Nublense,Palestino,2,0,1.0,0.0,H,828561
2022-09-13,Primera Chile,2022/2023,Coquimbo Unido,A. Italiano,0,1,0.0,0.0,A,828566
2022-09-13,Primera Chile,2022/2023,O'Higgins,Union La Calera,2,2,1.0,1.0,D,828565
2022-09-14,Primera Chile,2022/2023,Union Espanola,D. La Serena,0,1,0.0,1.0,A,828564
2022-09-14,Primera Chile,2022/2023,Cobresal,Colo Colo,0,2,0.0,1.0,A,828563
2022-09-14,Primera Chile,2022/2023,Everton de Vina,Nublense,1,1,0.0,0.0,D,828568
2022-09-14,Primera Chile,2022/2023,U. Catolica,Huachipato,1,0,0.0,0.0,H,836855
2022-09-15,Primera Chile,2022/2023,Palestino,Universidad de Chile,1,2,0.0,2.0,A,828562
2022-09-15,Primera Chile,2022/2023,Antofagasta,Curico Unido,0,0,0.0,0.0,D,828567
2022-09-30,Primera Chile,2022/2023,Union La Calera,Coquimbo Unido,2,0,2.0,0.0,H,828571
2022-10-01,Primera Chile,2022/2023,Huachipato,Antofagasta,1,0,0.0,0.0,H,836856
2022-10-01,Primera Chile,2022/2023,Palestino,Everton de Vina,1,4,1.0,1.0,A,828572
2022-10-01,Primera Chile,2022/2023,Curico Unido,D. La Serena,1,0,0.0,0.0,H,828570
2022-10-02,Primera Chile,2022/2023,Nublense,O'Higgins,2,2,1.0,1.0,D,828575
2022-10-02,Primera Chile,2022/2023,Cobresal,Union Espanola,2,0,1.0,0.0,H,828574
2022-10-03,Primera Chile,2022/2023,Universidad de Chile,A. Italiano,2,3,1.0,1.0,A,828573
2022-10-04,Primera Chile,2022/2023,Colo Colo,U. Catolica,0,0,0.0,0.0,D,828569
2022-10-07,Primera Chile,2022/2023,Huachipato,Coquimbo Unido,0,1,0.0,1.0,A,836857
2022-10-08,Primera Chile,2022/2023,U. Catolica,Nublense,2,2,2.0,0.0,D,828582
2022-10-08,Primera Chile,2022/2023,Union Espanola,O'Higgins,0,0,0.0,0.0,D,828580
2022-10-09,Primera Chile,2022/2023,D. La Serena,Universidad de Chile,1,2,0.0,1.0,A,828576
2022-10-09,Primera Chile,2022/2023,Colo Colo,Curico Unido,1,1,1.0,1.0,D,828581
2022-10-09,Primera Chile,2022/2023,Everton de Vina,Cobresal,3,3,1.0,1.0,D,828577
2022-10-10,Primera Chile,2022/2023,A. Italiano,Union La Calera,0,2,0.0,1.0,A,828578
2022-10-15,Primera Chile,2022/2023,Antofagasta,Palestino,0,3,,,A,828579
2022-10-19,Primera Chile,2022/2023,Union Espanola,U. Catolica,1,2,0.0,1.0,A,828507
2022-10-21,Primera Chile,2022/2023,O'Higgins,Cobresal,1,0,1.0,0.0,H,828585
2022-10-22,Primera Chile,2022/2023,Nublense,Huachipato,2,0,1.0,0.0,H,836858
2022-10-22,Primera Chile,2022/2023,Universidad de Chile,Everton de Vina,1,1,1.0,0.0,D,828587
2022-10-23,Primera Chile,2022/2023,Palestino,D. La Serena,5,0,2.0,0.0,H,828586
2022-10-23,Primera Chile,2022/2023,Antofagasta,Union Espanola,2,0,1.0,0.0,H,828588
2022-10-23,Primera Chile,2022/2023,Coquimbo Unido,Colo Colo,0,2,0.0,1.0,A,828583
2022-10-23,Primera Chile,2022/2023,Union La Calera,U. Catolica,4,0,3.0,0.0,H,828584
2022-10-24,Primera Chile,2022/2023,A. Italiano,Curico Unido,1,1,1.0,0.0,D,828589
2022-10-30,Primera Chile,2022/2023,Cobresal,Palestino,1,0,1.0,0.0,H,828594
2022-10-30,Primera Chile,2022/2023,Huachipato,Universidad de Chile,4,0,3.0,0.0,H,836859
2022-10-30,Primera Chile,2022/2023,Union Espanola,Coquimbo Unido,1,3,0.0,0.0,A,828591
2022-10-30,Primera Chile,2022/2023,Everton de Vina,Antofagasta,3,0,1.0,0.0,H,828590
2022-10-30,Primera Chile,2022/2023,D. La Serena,Union La Calera,2,1,0.0,1.0,H,828592
2022-10-30,Primera Chile,2022/2023,Colo Colo,O'Higgins,2,0,0.0,0.0,H,828595
2022-10-31,Primera Chile,2022/2023,Curico Unido,Nublense,1,2,1.0,1.0,A,828596
2022-10-31,Primera Chile,2022/2023,U. Catolica,A. Italiano,0,0,0.0,0.0,D,828593
2022-11-05,Primera Chile,2022/2023,Palestino,Huachipato,5,0,2.0,0.0,H,836860
2022-11-05,Primera Chile,2022/2023,O'Higgins,Everton de Vina,2,0,2.0,0.0,H,828601
2022-11-05,Primera Chile,2022/2023,Universidad de Chile,Cobresal,3,4,3.0,2.0,A,828599
2022-11-05,Primera Chile,2022/2023,Union La Calera,Union Espanola,2,1,2.0,1.0,H,828602
2022-11-06,Primera Chile,2022/2023,Antofagasta,U. Catolica,0,2,0.0,1.0,A,828598
2022-11-06,Primera Chile,2022/2023,A. Italiano,D. La Serena,3,0,2.0,0.0,H,828600
2022-11-06,Primera Chile,2022/2023,Coquimbo Unido,Curico Unido,1,1,0.0,0.0,D,828603
2022-11-06,Primera Chile,2022/2023,Nublense,Colo Colo,1,1,1.0,1.0,D,828597
2023-01-20,Primera Chile,2023/2024,Magallanes,O'Higgins,0,1,0.0,0.0,A,983666
2023-01-20,Primera Chile,2023/2024,Union Espanola,Nublense,0,1,0.0,1.0,A,983667
2023-01-21,Primera Chile,2023/2024,Palestino,A. Italiano,1,1,0.0,0.0,D,983665
2023-01-21,Primera Chile,2023/2024,Cobresal,Union La Calera,3,1,2.0,1.0,H,983664
2023-01-22,Primera Chile,2023/2024,Everton de Vina,U. Catolica,0,3,0.0,2.0,A,983662
2023-01-22,Primera Chile,2023/2024,Deportes Copiapo,Colo Colo,2,5,1.0,2.0,A,983661
2023-01-22,Primera Chile,2023/2024,Universidad de Chile,Huachipato,1,3,1.0,1.0,A,983668
2023-01-23,Primera Chile,2023/2024,Curico Unido,Coquimbo Unido,1,0,0.0,0.0,H,983663
2023-01-27,Primera Chile,2023/2024,Nublense,Magallanes,3,2,1.0,0.0,H,983675
2023-01-28,Primera Chile,2023/2024,Union La Calera,Everton de Vina,3,2,3.0,0.0,H,983672
2023-01-28,Primera Chile,2023/2024,Coquimbo Unido,Palestino,1,1,1.0,0.0,D,983674
2023-01-28,Primera Chile,2023/2024,Universidad de Chile,Union Espanola,1,0,1.0,0.0,H,983673
2023-01-28,Primera Chile,2023/2024,U. Catolica,Curico Unido,3,1,1.0,0.0,H,983676
2023-01-29,Primera Chile,2023/2024,Huachipato,Cobresal,2,1,1.0,1.0,H,983671
2023-01-29,Primera Chile,2023/2024,O'Higgins,Colo Colo,5,1,0.0,1.0,H,983669
2023-01-29,Primera Chile,2023/2024,A. Italiano,Deportes Copiapo,3,0,1.0,0.0,H,983670
2023-02-03,Primera Chile,2023/2024,Coquimbo Unido,U. Catolica,2,1,1.0,1.0,H,983678
2023-02-04,Primera Chile,2023/2024,Curico Unido,A. Italiano,2,1,0.0,0.0,H,983682
2023-02-04,Primera Chile,2023/2024,Magallanes,Union La Calera,1,1,1.0,0.0,D,983680
2023-02-04,Primera Chile,2023/2024,Union Espanola,Everton de Vina,1,1,1.0,0.0,D,983681
2023-02-05,Primera Chile,2023/2024,Palestino,Universidad de Chile,2,0,0.0,0.0,H,983677
2023-02-05,Primera Chile,2023/2024,Cobresal,Deportes Copiapo,1,0,1.0,0.0,H,983679
2023-02-06,Primera Chile,2023/2024,O'Higgins,Huachipato,0,1,0.0,1.0,A,983684
2023-02-10,Primera Chile,2023/2024,A. Italiano,Union Espanola,1,1,1.0,1.0,D,983688
2023-02-11,Primera Chile,2023/2024,Union La Calera,Curico Unido,3,2,0.0,0.0,H,983692
2023-02-11,Primera Chile,2023/2024,Deportes Copiapo,Palestino,1,3,1.0,1.0,A,983689
2023-02-11,Primera Chile,2023/2024,Universidad de Chile,Magallanes,2,1,1.0,0.0,H,983690
2023-02-11,Primera Chile,2023/2024,Everton de Vina,Coquimbo Unido,2,0,2.0,0.0,H,983687
2023-02-12,Primera Chile,2023/2024,U. Catolica,Cobresal,3,3,3.0,2.0,D,983686
2023-02-13,Primera Chile,2023/2024,Colo Colo,Nublense,1,0,0.0,0.0,H,983683
2023-02-16,Primera Chile,2023/2024,Curico Unido,Deportes Copiapo,1,2,1.0,1.0,A,983695
2023-02-17,Primera Chile,2023/2024,Union Espanola,Magallanes,1,2,0.0,1.0,A,983698
2023-02-18,Primera Chile,2023/2024,Coquimbo Unido,Huachipato,1,2,0.0,1.0,A,983700
