Date,League,Season,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR,fixture_id
2024-10-20,Primera Chile,2024/2025,Deportes Copiapo,Everton de Vina,3,5,1.0,2.0,A,1161542
2024-11-02,Primera Chile,2024/2025,Union Espanola,Palestino,2,3,1.0,1.0,A,1161554
2024-11-02,Primera Chile,2024/2025,Everton de Vina,Huachipato,1,0,0.0,0.0,H,1161552
2024-11-02,Primera Chile,2024/2025,A. Italiano,Deportes Copiapo,4,1,3.0,0.0,H,1161553
2024-11-02,Primera Chile,2024/2025,Coquimbo Unido,Union La Calera,0,0,0.0,0.0,D,1161551
2024-11-02,Primera Chile,2024/2025,Cobresal,O'Higgins,3,1,1.0,1.0,H,1161550
2024-11-02,Primera Chile,2024/2025,Cobreloa,U. Catolica,2,2,2.0,2.0,D,1161549
2024-11-03,Primera Chile,2024/2025,Colo Colo,Deportes Iquique,3,0,2.0,0.0,H,1161548
2024-11-03,Primera Chile,2024/2025,Nublense,Universidad de Chile,1,4,0.0,1.0,A,1161555
2024-11-09,Primera Chile,2024/2025,Deportes Iquique,Union Espanola,2,0,1.0,0.0,H,1161558
2024-11-09,Primera Chile,2024/2025,U. Catolica,Coquimbo Unido,1,2,0.0,1.0,A,1161557
2024-11-10,Primera Chile,2024/2025,Palestino,A. Italiano,2,0,0.0,0.0,H,1161561
2024-11-10,Primera Chile,2024/2025,O'Higgins,Cobreloa,0,3,0.0,2.0,A,1161562
2024-11-10,Primera Chile,2024/2025,Union La Calera,Cobresal,3,0,3.0,0.0,H,1161560
2024-11-10,Primera Chile,2024/2025,Huachipato,Nublense,1,0,0.0,0.0,H,1161563
2024-11-10,Primera Chile,2024/2025,Universidad de Chile,Everton de Vina,1,1,1.0,0.0,D,1161556
2024-11-10,Primera Chile,2024/2025,Deportes Copiapo,Colo Colo,1,1,0.0,0.0,D,1161559
2025-02-15,Primera Chile,2025/2026,Deportes Iquique,Coquimbo Unido,0,3,0.0,1.0,A,1339008
2025-02-15,Primera Chile,2025/2026,Palestino,Cobresal,2,1,0.0,0.0,H,1339007
2025-02-15,Primera Chile,2025/2026,O'Higgins,Huachipato,0,0,0.0,0.0,D,1339013
2025-02-15,Primera Chile,2025/2026,Universidad de Chile,Nublense,5,0,0.0,0.0,H,1339012
2025-02-16,Primera Chile,2025/2026,D. La Serena,Colo Colo,1,3,0.0,1.0,A,1339006
2025-02-16,Primera Chile,2025/2026,Deportes Limache,Everton de Vina,1,1,0.0,1.0,D,1339009
2025-02-17,Primera Chile,2025/2026,U. Catolica,A. Italiano,3,1,2.0,1.0,H,1339010
2025-02-17,Primera Chile,2025/2026,Union La Calera,Union Espanola,4,0,2.0,0.0,H,1339011
2025-02-21,Primera Chile,2025/2026,Union Espanola,Palestino,0,3,0.0,1.0,A,1339020
2025-02-21,Primera Chile,2025/2026,A. Italiano,Deportes Iquique,4,2,2.0,0.0,H,1339015
2025-02-22,Primera Chile,2025/2026,Coquimbo Unido,U. Catolica,1,0,0.0,0.0,H,1339014
2025-02-22,Primera Chile,2025/2026,Nublense,Deportes Limache,1,1,0.0,0.0,D,1339019
2025-02-23,Primera Chile,2025/2026,Huachipato,Everton de Vina,4,0,3.0,0.0,H,1339018
2025-02-23,Primera Chile,2025/2026,Cobresal,D. La Serena,3,1,1.0,0.0,H,1339016
2025-02-23,Primera Chile,2025/2026,Universidad de Chile,Union La Calera,1,0,1.0,0.0,H,1339017
2025-02-24,Primera Chile,2025/2026,Colo Colo,O'Higgins,0,1,0.0,0.0,A,1339021
2025-02-28,Primera Chile,2025/2026,Deportes Limache,Coquimbo Unido,1,2,1.0,1.0,A,1339025
2025-03-01,Primera Chile,2025/2026,D. La Serena,Union Espanola,1,0,0.0,0.0,H,1339027
2025-03-01,Primera Chile,2025/2026,Palestino,A. Italiano,0,2,0.0,1.0,A,1339026
2025-03-01,Primera Chile,2025/2026,U. Catolica,Deportes Iquique,1,0,1.0,0.0,H,1339024
2025-03-01,Primera Chile,2025/2026,Everton de Vina,Nublense,1,2,1.0,2.0,A,1339029
2025-03-02,Primera Chile,2025/2026,Huachipato,Colo Colo,2,1,0.0,0.0,H,1339023
2025-03-02,Primera Chile,2025/2026,Cobresal,Universidad de Chile,2,1,0.0,0.0,H,1339022
2025-03-02,Primera Chile,2025/2026,Union La Calera,O'Higgins,2,2,1.0,1.0,D,1339028
2025-03-07,Primera Chile,2025/2026,Union La Calera,Huachipato,1,0,0.0,0.0,H,1339037
2025-03-08,Primera Chile,2025/2026,Nublense,U. Catolica,1,1,0.0,0.0,D,1339031
2025-03-08,Primera Chile,2025/2026,Deportes Iquique,Palestino,1,3,1.0,2.0,A,1339036
2025-03-08,Primera Chile,2025/2026,A. Italiano,Deportes Limache,3,1,0.0,1.0,H,1339035
2025-03-09,Primera Chile,2025/2026,Coquimbo Unido,Cobresal,1,1,0.0,0.0,D,1339032
2025-03-09,Primera Chile,2025/2026,O'Higgins,D. La Serena,1,1,0.0,1.0,D,1339033
2025-03-09,Primera Chile,2025/2026,Colo Colo,Everton de Vina,2,0,1.0,0.0,H,1339034
2025-03-14,Primera Chile,2025/2026,A. Italiano,Universidad de Chile,1,1,0.0,1.0,D,1339161
2025-03-14,Primera Chile,2025/2026,Deportes Limache,Huachipato,2,3,2.0,0.0,A,1339045
2025-03-15,Primera Chile,2025/2026,Everton de Vina,Coquimbo Unido,0,0,0.0,0.0,D,1339039
2025-03-16,Primera Chile,2025/2026,D. La Serena,Union La Calera,1,0,0.0,0.0,H,1339040
2025-03-16,Primera Chile,2025/2026,Palestino,Nublense,2,0,1.0,0.0,H,1339044
2025-03-16,Primera Chile,2025/2026,Cobresal,O'Higgins,0,0,0.0,0.0,D,1339043
2025-03-16,Primera Chile,2025/2026,Deportes Iquique,Union Espanola,0,4,0.0,1.0,A,1339042
2025-03-27,Primera Chile,2025/2026,Colo Colo,Palestino,1,1,0.0,1.0,D,1339053
2025-03-27,Primera Chile,2025/2026,Everton de Vina,Universidad de Chile,2,0,1.0,0.0,H,1339046
2025-03-28,Primera Chile,2025/2026,Union Espanola,U. Catolica,1,2,0.0,1.0,A,1339047
2025-03-28,Primera Chile,2025/2026,Nublense,Deportes Iquique,1,1,1.0,0.0,D,1339048
2025-03-29,Primera Chile,2025/2026,O'Higgins,Deportes Limache,3,1,2.0,0.0,H,1339051
2025-03-30,Primera Chile,2025/2026,Huachipato,D. La Serena,3,1,1.0,1.0,H,1339050
2025-03-30,Primera Chile,2025/2026,Coquimbo Unido,A. Italiano,2,1,1.0,0.0,H,1339052
2025-03-30,Primera Chile,2025/2026,Union La Calera,Cobresal,2,1,0.0,0.0,H,1339049
2025-04-12,Primera Chile,2025/2026,Coquimbo Unido,Huachipato,0,0,0.0,0.0,D,1339061
2025-04-12,Primera Chile,2025/2026,Cobresal,U. Catolica,1,1,1.0,1.0,D,1339055
2025-04-13,Primera Chile,2025/2026,A. Italiano,O'Higgins,1,0,1.0,0.0,H,1339059
2025-04-13,Primera Chile,2025/2026,D. La Serena,Everton de Vina,2,1,1.0,1.0,H,1339058
2025-04-14,Primera Chile,2025/2026,Palestino,Union La Calera,1,0,0.0,0.0,H,1339057
2025-04-14,Primera Chile,2025/2026,Union Espanola,Nublense,3,0,2.0,0.0,H,1339060
2025-04-15,Primera Chile,2025/2026,Deportes Limache,Deportes Iquique,2,0,0.0,0.0,H,1339056
2025-04-17,Primera Chile,2025/2026,Universidad de Chile,D. La Serena,3,1,2.0,0.0,H,1339064
2025-04-18,Primera Chile,2025/2026,A. Italiano,Union Espanola,2,0,0.0,0.0,H,1339068
2025-04-19,Primera Chile,2025/2026,Huachipato,Cobresal,0,1,0.0,1.0,A,1339063
2025-04-19,Primera Chile,2025/2026,U. Catolica,Deportes Limache,2,1,0.0,1.0,H,1339067
2025-04-20,Primera Chile,2025/2026,Everton de Vina,Union La Calera,1,1,1.0,1.0,D,1339066
2025-04-20,Primera Chile,2025/2026,O'Higgins,Palestino,1,0,0.0,0.0,H,1339069
2025-04-21,Primera Chile,2025/2026,Nublense,Coquimbo Unido,0,0,0.0,0.0,D,1339065
2025-04-25,Primera Chile,2025/2026,Union La Calera,A. Italiano,1,0,1.0,0.0,H,1339075
2025-04-25,Primera Chile,2025/2026,Nublense,D. La Serena,2,0,0.0,0.0,H,1339197
2025-04-26,Primera Chile,2025/2026,U. Catolica,Everton de Vina,6,0,3.0,0.0,H,1339073
2025-04-26,Primera Chile,2025/2026,Cobresal,Deportes Limache,3,1,2.0,0.0,H,1339074
2025-04-26,Primera Chile,2025/2026,Colo Colo,Coquimbo Unido,2,0,2.0,0.0,H,1339072
2025-04-27,Primera Chile,2025/2026,O'Higgins,Deportes Iquique,2,2,2.0,0.0,D,1339071
2025-04-27,Primera Chile,2025/2026,Palestino,Universidad de Chile,2,3,0.0,1.0,A,1339070
2025-04-27,Primera Chile,2025/2026,Huachipato,Union Espanola,2,1,2.0,1.0,H,1339076
2025-05-02,Primera Chile,2025/2026,Deportes Limache,Colo Colo,1,0,1.0,0.0,H,1339078
2025-05-03,Primera Chile,2025/2026,Union Espanola,Cobresal,0,1,0.0,1.0,A,1339080
2025-05-03,Primera Chile,2025/2026,Everton de Vina,Palestino,1,2,1.0,2.0,A,1339083
2025-05-03,Primera Chile,2025/2026,Universidad de Chile,U. Catolica,1,0,0.0,0.0,H,1339079
2025-05-03,Primera Chile,2025/2026,Coquimbo Unido,O'Higgins,2,0,0.0,0.0,H,1339084
2025-05-04,Primera Chile,2025/2026,Deportes Iquique,Huachipato,3,0,1.0,0.0,H,1339085
2025-05-04,Primera Chile,2025/2026,A. Italiano,D. La Serena,2,1,1.0,1.0,H,1339081
2025-05-05,Primera Chile,2025/2026,Nublense,Union La Calera,1,1,0.0,0.0,D,1339082
2025-05-17,Primera Chile,2025/2026,Union La Calera,Coquimbo Unido,0,1,0.0,0.0,A,1339089
2025-05-17,Primera Chile,2025/2026,Cobresal,A. Italiano,0,1,0.0,1.0,A,1339092
2025-05-17,Primera Chile,2025/2026,O'Higgins,U. Catolica,2,0,1.0,0.0,H,1339087
2025-05-18,Primera Chile,2025/2026,Deportes Limache,Palestino,0,1,0.0,0.0,A,1339211
2025-05-18,Primera Chile,2025/2026,Universidad de Chile,Huachipato,5,1,5.0,0.0,H,1339206
2025-05-19,Primera Chile,2025/2026,Union Espanola,Everton de Vina,0,3,0.0,0.0,A,1339090
2025-05-19,Primera Chile,2025/2026,Colo Colo,Nublense,2,2,1.0,2.0,D,1339093
2025-05-20,Primera Chile,2025/2026,D. La Serena,Deportes Iquique,2,1,1.0,1.0,H,1339088
2025-05-23,Primera Chile,2025/2026,Deportes Limache,Universidad de Chile,2,0,1.0,0.0,H,1339094
2025-05-24,Primera Chile,2025/2026,Everton de Vina,Cobresal,2,2,0.0,2.0,D,1339095
2025-05-24,Primera Chile,2025/2026,Colo Colo,Union Espanola,4,1,3.0,1.0,H,1339098
2025-05-25,Primera Chile,2025/2026,Coquimbo Unido,Palestino,0,0,0.0,0.0,D,1339099
2025-05-25,Primera Chile,2025/2026,Nublense,O'Higgins,0,1,0.0,0.0,A,1339100
2025-05-25,Primera Chile,2025/2026,U. Catolica,D. La Serena,1,3,0.0,1.0,A,1339096
2025-05-26,Primera Chile,2025/2026,Deportes Iquique,Union La Calera,0,1,0.0,0.0,A,1339097
2025-05-26,Primera Chile,2025/2026,A. Italiano,Huachipato,4,3,1.0,2.0,H,1339101
2025-05-31,Primera Chile,2025/2026,Huachipato,Nublense,0,1,0.0,0.0,A,1339109
2025-05-31,Primera Chile,2025/2026,D. La Serena,Coquimbo Unido,2,4,1.0,2.0,A,1339105
2025-05-31,Primera Chile,2025/2026,Universidad de Chile,O'Higgins,6,0,3.0,0.0,H,1339108
2025-06-01,Primera Chile,2025/2026,Everton de Vina,A. Italiano,1,1,0.0,0.0,D,1339107
2025-06-01,Primera Chile,2025/2026,Palestino,U. Catolica,1,1,1.0,0.0,D,1339103
2025-06-01,Primera Chile,2025/2026,Union La Calera,Colo Colo,0,1,0.0,1.0,A,1339102
2025-06-02,Primera Chile,2025/2026,Cobresal,Deportes Iquique,2,1,1.0,0.0,H,1339104
2025-06-03,Primera Chile,2025/2026,Union Espanola,Deportes Limache,2,2,0.0,1.0,D,1339106
2025-06-13,Primera Chile,2025/2026,Deportes Iquique,Colo Colo,2,2,1.0,0.0,D,1339062
2025-06-14,Primera Chile,2025/2026,Deportes Limache,Union La Calera,0,1,0.0,0.0,A,1339113
2025-06-14,Primera Chile,2025/2026,Palestino,D. La Serena,2,1,0.0,0.0,H,1339112
2025-06-14,Primera Chile,2025/2026,U. Catolica,Huachipato,1,0,0.0,0.0,H,1339117
2025-06-15,Primera Chile,2025/2026,O'Higgins,Union Espanola,1,0,0.0,0.0,H,1339116
2025-06-15,Primera Chile,2025/2026,Coquimbo Unido,Universidad de Chile,1,0,0.0,0.0,H,1339110
2025-06-16,Primera Chile,2025/2026,Nublense,A. Italiano,2,3,1.0,2.0,A,1339115
2025-06-17,Primera Chile,2025/2026,Deportes Iquique,Everton de Vina,1,2,0.0,1.0,A,1339114
2025-06-17,Primera Chile,2025/2026,Colo Colo,Cobresal,4,0,1.0,0.0,H,1339111
2025-06-20,Primera Chile,2025/2026,Union La Calera,U. Catolica,1,1,1.0,1.0,D,1339119
2025-06-21,Primera Chile,2025/2026,Union Espanola,Coquimbo Unido,0,2,0.0,1.0,A,1339121
2025-06-21,Primera Chile,2025/2026,Universidad de Chile,Deportes Iquique,3,1,0.0,1.0,H,1339120
2025-06-21,Primera Chile,2025/2026,Huachipato,Palestino,2,2,0.0,2.0,D,1339123
2025-06-22,Primera Chile,2025/2026,D. La Serena,Deportes Limache,1,1,0.0,1.0,D,1339122
2025-06-22,Primera Chile,2025/2026,A. Italiano,Colo Colo,2,1,0.0,0.0,H,1339118
2025-06-22,Primera Chile,2025/2026,Cobresal,Nublense,1,1,1.0,1.0,D,1339125
2025-06-23,Primera Chile,2025/2026,Everton de Vina,O'Higgins,0,1,0.0,0.0,A,1339124
2025-07-05,Primera Chile,2025/2026,Union Espanola,Universidad de Chile,0,2,0.0,1.0,A,1339030
2025-07-06,Primera Chile,2025/2026,U. Catolica,Colo Colo,2,0,0.0,0.0,H,1339038
2025-07-12,Primera Chile,2025/2026,Universidad de Chile,Colo Colo,2,1,1.0,1.0,H,1339054
2025-07-18,Primera Chile,2025/2026,Everton de Vina,Deportes Limache,0,0,0.0,0.0,D,1339129
2025-07-19,Primera Chile,2025/2026,Union Espanola,Union La Calera,3,1,0.0,1.0,H,1339131
2025-07-19,Primera Chile,2025/2026,Colo Colo,D. La Serena,2,1,0.0,0.0,H,1339126
2025-07-19,Primera Chile,2025/2026,Coquimbo Unido,Deportes Iquique,4,1,1.0,1.0,H,1339128
2025-07-20,Primera Chile,2025/2026,A. Italiano,U. Catolica,1,1,0.0,1.0,D,1339130
2025-07-20,Primera Chile,2025/2026,Nublense,Universidad de Chile,2,2,0.0,0.0,D,1339132
2025-07-21,Primera Chile,2025/2026,Huachipato,O'Higgins,2,1,0.0,1.0,H,1339133
2025-07-25,Primera Chile,2025/2026,Deportes Limache,Nublense,0,1,0.0,0.0,A,1339139
2025-07-26,Primera Chile,2025/2026,D. La Serena,Cobresal,0,2,0.0,1.0,A,1339136
2025-07-26,Primera Chile,2025/2026,Everton de Vina,Huachipato,4,1,3.0,1.0,H,1339138
2025-07-27,Primera Chile,2025/2026,O'Higgins,Colo Colo,1,1,0.0,1.0,D,1339141
2025-07-27,Primera Chile,2025/2026,Palestino,Union Espanola,1,0,0.0,0.0,H,1339140
2025-07-27,Primera Chile,2025/2026,U. Catolica,Coquimbo Unido,0,3,0.0,2.0,A,1339134
2025-07-27,Primera Chile,2025/2026,Deportes Iquique,A. Italiano,1,0,0.0,0.0,H,1339135
2025-07-28,Primera Chile,2025/2026,Union La Calera,Universidad de Chile,0,4,0.0,3.0,A,1339137
2025-08-01,Primera Chile,2025/2026,A. Italiano,Palestino,1,1,0.0,0.0,D,1339146
2025-08-02,Primera Chile,2025/2026,Union Espanola,D. La Serena,1,0,0.0,0.0,H,1339147
2025-08-02,Primera Chile,2025/2026,Coquimbo Unido,Deportes Limache,2,1,0.0,1.0,H,1339145
2025-08-02,Primera Chile,2025/2026,Deportes Iquique,U. Catolica,2,2,1.0,2.0,D,1339144
2025-08-03,Primera Chile,2025/2026,O'Higgins,Union La Calera,1,0,0.0,0.0,H,1339148
2025-08-03,Primera Chile,2025/2026,Colo Colo,Huachipato,2,2,0.0,1.0,D,1339143
2025-08-03,Primera Chile,2025/2026,Nublense,Everton de Vina,1,0,1.0,0.0,H,1339149
2025-08-04,Primera Chile,2025/2026,Universidad de Chile,Cobresal,0,1,0.0,1.0,A,1339142
2025-08-08,Primera Chile,2025/2026,Palestino,Deportes Iquique,2,0,0.0,0.0,H,1339156
2025-08-09,Primera Chile,2025/2026,Huachipato,Union La Calera,1,0,0.0,0.0,H,1339157
2025-08-09,Primera Chile,2025/2026,Universidad de Chile,Union Espanola,4,1,1.0,1.0,H,1339150
2025-08-09,Primera Chile,2025/2026,D. La Serena,O'Higgins,3,3,1.0,0.0,D,1339153
2025-08-10,Primera Chile,2025/2026,Everton de Vina,Colo Colo,1,1,0.0,1.0,D,1339154
2025-08-10,Primera Chile,2025/2026,Cobresal,Coquimbo Unido,1,2,1.0,1.0,A,1339152
2025-08-11,Primera Chile,2025/2026,Deportes Limache,A. Italiano,4,0,1.0,0.0,H,1339155
2025-08-15,Primera Chile,2025/2026,Union Espanola,Deportes Iquique,2,2,1.0,1.0,D,1339162
2025-08-16,Primera Chile,2025/2026,Union La Calera,D. La Serena,1,1,1.0,0.0,D,1339160
2025-08-16,Primera Chile,2025/2026,Nublense,Palestino,1,0,1.0,0.0,H,1339164
2025-08-16,Primera Chile,2025/2026,Colo Colo,U. Catolica,1,4,1.0,3.0,A,1339158
2025-08-16,Primera Chile,2025/2026,O'Higgins,Cobresal,1,0,1.0,0.0,H,1339163
2025-08-17,Primera Chile,2025/2026,Universidad de Chile,A. Italiano,1,3,0.0,0.0,A,1339041
2025-08-17,Primera Chile,2025/2026,Huachipato,Deportes Limache,4,0,1.0,0.0,H,1339165
2025-08-17,Primera Chile,2025/2026,Coquimbo Unido,Everton de Vina,2,1,0.0,0.0,H,1339159
2025-08-22,Primera Chile,2025/2026,Palestino,Colo Colo,0,0,0.0,0.0,D,1339173
2025-08-23,Primera Chile,2025/2026,Deportes Limache,O'Higgins,2,2,1.0,0.0,D,1339171
2025-08-23,Primera Chile,2025/2026,Cobresal,Union La Calera,1,0,0.0,0.0,H,1339169
2025-08-23,Primera Chile,2025/2026,A. Italiano,Coquimbo Unido,0,1,0.0,0.0,A,1339172
2025-08-24,Primera Chile,2025/2026,U. Catolica,Union Espanola,2,0,1.0,0.0,H,1339167
2025-08-24,Primera Chile,2025/2026,D. La Serena,Huachipato,0,2,0.0,0.0,A,1339170
2025-08-24,Primera Chile,2025/2026,Deportes Iquique,Nublense,0,2,0.0,1.0,A,1339168
2025-08-28,Primera Chile,2025/2026,Everton de Vina,D. La Serena,3,1,2.0,0.0,H,1339178
2025-08-29,Primera Chile,2025/2026,Union La Calera,Palestino,1,2,0.0,1.0,A,1339177
2025-08-30,Primera Chile,2025/2026,Huachipato,Coquimbo Unido,0,1,0.0,1.0,A,1339181
2025-08-30,Primera Chile,2025/2026,O'Higgins,A. Italiano,3,2,2.0,0.0,H,1339179
2025-08-30,Primera Chile,2025/2026,U. Catolica,Cobresal,2,1,0.0,1.0,H,1339175
2025-08-31,Primera Chile,2025/2026,Deportes Iquique,Deportes Limache,2,1,0.0,1.0,H,1339176
2025-08-31,Primera Chile,2025/2026,Colo Colo,Universidad de Chile,1,0,0.0,0.0,H,1339174
2025-08-31,Primera Chile,2025/2026,Nublense,Union Espanola,1,2,1.0,0.0,A,1339180
2025-09-07,Primera Chile,2025/2026,Cobresal,Palestino,2,1,1.0,0.0,H,1339127
2025-09-12,Primera Chile,2025/2026,Coquimbo Unido,Nublense,2,1,0.0,0.0,H,1339185
2025-09-12,Primera Chile,2025/2026,Union La Calera,Everton de Vina,1,0,1.0,0.0,H,1339186
2025-09-13,Primera Chile,2025/2026,Union Espanola,A. Italiano,3,4,2.0,0.0,A,1339188
2025-09-13,Primera Chile,2025/2026,Palestino,O'Higgins,1,2,0.0,1.0,A,1339189
2025-09-13,Primera Chile,2025/2026,Cobresal,Huachipato,3,2,1.0,1.0,H,1339183
2025-09-13,Primera Chile,2025/2026,Deportes Limache,U. Catolica,0,1,0.0,0.0,A,1339187
2025-09-26,Primera Chile,2025/2026,Colo Colo,Deportes Iquique,4,0,1.0,0.0,H,1339182
2025-09-28,Primera Chile,2025/2026,D. La Serena,Universidad de Chile,1,1,0.0,0.0,D,1339184
2025-10-09,Primera Chile,2025/2026,U. Catolica,Nublense,1,0,1.0,0.0,H,1339151
2025-10-12,Primera Chile,2025/2026,Union Espanola,Huachipato,4,2,3.0,0.0,H,1339196
2025-10-13,Primera Chile,2025/2026,Universidad de Chile,Palestino,2,1,2.0,1.0,H,1339190
2025-10-17,Primera Chile,2025/2026,A. Italiano,Union La Calera,4,3,1.0,3.0,H,1339195
2025-10-17,Primera Chile,2025/2026,Deportes Iquique,O'Higgins,2,3,1.0,1.0,A,1339191
2025-10-18,Primera Chile,2025/2026,D. La Serena,Nublense,1,1,0.0,0.0,D,1339077
2025-10-18,Primera Chile,2025/2026,Deportes Limache,Cobresal,2,0,2.0,0.0,H,1339194
2025-10-19,Primera Chile,2025/2026,Coquimbo Unido,Colo Colo,1,0,0.0,0.0,H,1339192
2025-10-19,Primera Chile,2025/2026,Everton de Vina,U. Catolica,0,3,0.0,2.0,A,1339193
2025-10-24,Primera Chile,2025/2026,Palestino,Everton de Vina,2,1,0.0,0.0,H,1339203
2025-10-25,Primera Chile,2025/2026,D. La Serena,A. Italiano,2,1,1.0,0.0,H,1339201
2025-10-25,Primera Chile,2025/2026,Huachipato,Deportes Iquique,1,1,0.0,0.0,D,1339205
2025-10-26,Primera Chile,2025/2026,U. Catolica,Universidad de Chile,1,0,0.0,0.0,H,1339199
2025-10-26,Primera Chile,2025/2026,Cobresal,Union Espanola,1,0,0.0,0.0,H,1339200
2025-10-26,Primera Chile,2025/2026,O'Higgins,Coquimbo Unido,0,1,0.0,0.0,A,1339204
2025-10-26,Primera Chile,2025/2026,Union La Calera,Nublense,3,0,1.0,0.0,H,1339202
2025-10-27,Primera Chile,2025/2026,Colo Colo,Deportes Limache,2,2,1.0,0.0,D,1339198
2025-10-31,Primera Chile,2025/2026,A. Italiano,Cobresal,1,2,0.0,2.0,A,1339212
2025-10-31,Primera Chile,2025/2026,Deportes Iquique,D. La Serena,1,2,0.0,1.0,A,1339208
2025-11-01,Primera Chile,2025/2026,Nublense,Colo Colo,0,1,0.0,0.0,A,1339213
2025-11-02,Primera Chile,2025/2026,Huachipato,Universidad de Chile,1,0,0.0,0.0,H,1339086
2025-11-02,Primera Chile,2025/2026,Coquimbo Unido,Union La Calera,2,0,1.0,0.0,H,1339209
2025-11-02,Primera Chile,2025/2026,U. Catolica,O'Higgins,0,2,0.0,1.0,A,1339207
2025-11-02,Primera Chile,2025/2026,Everton de Vina,Union Espanola,0,0,0.0,0.0,D,1339210
2025-11-03,Primera Chile,2025/2026,Palestino,Deportes Limache,2,1,1.0,0.0,H,1339091
2025-11-05,Primera Chile,2025/2026,Universidad de Chile,Everton de Vina,2,0,0.0,0.0,H,1339166
2025-11-07,Primera Chile,2025/2026,Union La Calera,Deportes Iquique,1,2,1.0,2.0,A,1339217
2025-11-08,Primera Chile,2025/2026,D. La Serena,U. Catolica,0,1,0.0,0.0,A,1339216
2025-11-08,Primera Chile,2025/2026,Union Espanola,Colo Colo,1,2,1.0,1.0,A,1339218
2025-11-08,Primera Chile,2025/2026,Palestino,Coquimbo Unido,1,2,0.0,0.0,A,1339219
2025-11-08,Primera Chile,2025/2026,O'Higgins,Nublense,4,2,1.0,1.0,H,1339220
2025-11-09,Primera Chile,2025/2026,Huachipato,A. Italiano,2,1,1.0,0.0,H,1339221
2025-11-09,Primera Chile,2025/2026,Universidad de Chile,Deportes Limache,4,3,1.0,2.0,H,1339214
2025-11-09,Primera Chile,2025/2026,Cobresal,Everton de Vina,1,2,0.0,2.0,A,1339215
2025-11-21,Primera Chile,2025/2026,Deportes Iquique,Cobresal,2,1,0.0,1.0,H,1339224
2025-11-21,Primera Chile,2025/2026,A. Italiano,Everton de Vina,2,0,0.0,0.0,H,1339227
2025-11-21,Primera Chile,2025/2026,Deportes Limache,Union Espanola,1,0,0.0,0.0,H,1339226
2025-11-22,Primera Chile,2025/2026,Coquimbo Unido,D. La Serena,2,1,0.0,0.0,H,1339225
2025-11-22,Primera Chile,2025/2026,U. Catolica,Palestino,2,1,1.0,0.0,H,1339223
2025-11-23,Primera Chile,2025/2026,O'Higgins,Universidad de Chile,0,1,0.0,1.0,A,1339228
2025-11-23,Primera Chile,2025/2026,Colo Colo,Union La Calera,4,1,3.0,0.0,H,1339222
2025-11-24,Primera Chile,2025/2026,Nublense,Huachipato,0,1,0.0,0.0,A,1339229
2025-11-28,Primera Chile,2025/2026,Cobresal,Colo Colo,3,0,2.0,0.0,H,1339231
2025-11-29,Primera Chile,2025/2026,Huachipato,U. Catolica,0,0,0.0,0.0,D,1339237
2025-11-29,Primera Chile,2025/2026,D. La Serena,Palestino,0,3,0.0,0.0,A,1339232
2025-11-30,Primera Chile,2025/2026,Union Espanola,O'Higgins,2,4,1.0,1.0,A,1339236
2025-11-30,Primera Chile,2025/2026,Everton de Vina,Deportes Iquique,0,1,0.0,1.0,A,1339234
2025-11-30,Primera Chile,2025/2026,Union La Calera,Deportes Limache,0,1,0.0,0.0,A,1339233
2025-12-01,Primera Chile,2025/2026,A. Italiano,Nublense,1,0,1.0,0.0,H,1339235
2025-12-02,Primera Chile,2025/2026,Universidad de Chile,Coquimbo Unido,1,1,0.0,1.0,D,1339230
2025-12-05,Primera Chile,2025/2026,Palestino,Huachipato,2,2,1.0,1.0,D,1339243
2025-12-06,Primera Chile,2025/2026,Deportes Iquique,Universidad de Chile,2,3,1.0,1.0,A,1339240
2025-12-06,Primera Chile,2025/2026,O'Higgins,Everton de Vina,1,0,0.0,0.0,H,1339244
2025-12-06,Primera Chile,2025/2026,Coquimbo Unido,Union Espanola,4,2,2.0,1.0,H,1339241
2025-12-06,Primera Chile,2025/2026,U. Catolica,Union La Calera,2,1,0.0,1.0,H,1339239
2025-12-06,Primera Chile,2025/2026,Deportes Limache,D. La Serena,1,0,0.0,0.0,H,1339242
2025-12-07,Primera Chile,2025/2026,Colo Colo,A. Italiano,1,2,0.0,2.0,A,1339238
2025-12-07,Primera Chile,2025/2026,Nublense,Cobresal,5,0,3.0,0.0,H,1339245
2022-04-09,Serie A Brasil,2022/2023,Fluminense,Santos,0,0,0.0,0.0,D,837992
2022-04-09,Serie A Brasil,2022/2023,Atletico Goianiense,Flamengo,1,1,0.0,0.0,D,837998
2022-04-10,Serie A Brasil,2022/2023,Palmeiras,Ceara,2,3,1.0,2.0,A,837994
2022-04-10,Serie A Brasil,2022/2023,Coritiba,Goias,3,0,1.0,0.0,H,838000
2022-04-10,Serie A Brasil,2022/2023,Botafogo,Corinthians,1,3,0.0,3.0,A,837995
2022-04-10,Serie A Brasil,2022/2023,Atletico-MG,Internacional,2,0,1.0,0.0,H,837991
2022-04-10,Serie A Brasil,2022/2023,Fortaleza EC,Cuiaba,0,1,0.0,1.0,A,837997
2022-04-10,Serie A Brasil,2022/2023,Sao Paulo,Atletico Paranaense,4,0,1.0,0.0,H,837993
2022-04-10,Serie A Brasil,2022/2023,Avai,America Mineiro,1,0,0.0,0.0,H,837999
